Exam| RRB GROUP-D CBT-I
QBN| মার্চ ২০২৫-এ, নিচের কোন রাজ্যের সরকার ২০২৫-২০২৬ সালের মধ্যে ৫,০০০ হেক্টর জমি বনায়নের আওতায় আনার ঘোষণা করেছে?
Common| 
Image| 
A| Odisha / ওড়িশা (Odisha)
B| Kerala / কেরালা (Kerala)
C| Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
D| West Bengal / পশ্চিমবঙ্গ (West Bengal)
Shift| 29/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.39
Topic| 
SubTopic| 
QuestionID| GACA-000831

QEN| Who among the following Indian athletes set a new national record in the men's 5,000 m event at Boston University in 2025?
QBN| নিচের কোন ভারতীয় অ্যাথলেট ২০২৫ সালে বোস্টন ইউনিভার্সিটিতে পুরুষদের ৫০০০ মিটার ইভেন্টে নতুন জাতীয় রেকর্ড গড়েছেন?
Common| 
Image| 
A| Gulveer Singh / গুলবীর সিং (Gulveer Singh)
B| Jinson Johnson / জিসন জনসন (Jinson Johnson)
C| Murali Sreeshankar / মুরলী শ্রীশঙ্কর (Murali Sreeshankar)
D| Avinash Sable / অবিনাশ সাবলে (Avinash Sable)
Shift| 17/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.27
Topic| 
SubTopic| 
QuestionID| GACA-000832

QEN| In which city was the 2025 Laureus World Sports Awards ceremony held?
QBN| ২০২৫ সালের লরিয়াস ওয়ার্ল্ড স্পোর্টস অ্যাওয়ার্ডস (Laureus World Sports Awards) অনুষ্ঠান কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Rome / রোম (Rome)
B| London / লন্ডন (London)
C| Paris / প্যারিস (Paris)
D| Madrid / মাদ্রিদ (Madrid)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.95
Topic| 
SubTopic| 
QuestionID| GACA-000833

QEN| Which types of equipment were included in the new defence acquisitions approved by India’s Defence Acquisition Council in 2025?
QBN| ২০২৫ সালে ভারতের প্রতিরক্ষা অধিগ্রহণ কাউন্সিল কর্তৃক অনুমোদিত নতুন প্রতিরক্ষা অধিগ্রহণে কোন ধরনের সরঞ্জাম অন্তর্ভুক্ত ছিল?
Common| 
Image| 
A| Stealth fighter jets and hypersonic glide vehicles / স্টিলথ ফাইটার জেট এবং হাইপারসনিক গ্লাইড ভেহিকেল (Stealth fighter jets and hypersonic glide vehicles)
B| Aircraft carriers and long-range cruise missiles / এয়ারক্রাফট ক্যারিয়ার এবং দূরপাল্লার ক্রুজ মিসাইল (Aircraft carriers and long-range cruise missiles)
C| Submarines and satellite-based surveillance systems / সাবমেরিন এবং স্যাটেলাইট-ভিত্তিক নজরদারি ব্যবস্থা (Submarines and satellite-based surveillance systems)
D| Amphibious warships, missiles and swarm drones / উভচর যুদ্ধজাহাজ, মিসাইল এবং সোয়ার্ম ড্রোন (Amphibious warships, missiles and swarm drones)
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 9.26
Topic| 
SubTopic| 
QuestionID| GACA-000834

QEN| As per Union Budget 2025-26, how much borrowing is planned via gross market borrowings in FY2025–26?
QBN| ইউনিয়ন বাজেট ২০২৫-২৬ অনুসারে, এফওয়াই২০২৫-২৬ (FY2025–26)-এ মোট বাজার ঋণগ্রহণের মাধ্যমে কত ঋণ নেওয়ার পরিকল্পনা করা হয়েছে?
Common| 
Image| 
A| ₹14.82lakh crore / ₹১৪.৮২ লাখ কোটি
B| ₹12.95lakh crore / ₹১২.৯৫ লাখ কোটি
C| ₹13lakh crore / ₹১৩ লাখ কোটি
D| ₹16lakh crore / ₹১৬ লাখ কোটি
Shift| 26/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.39
Topic| 
SubTopic| 
QuestionID| GACA-000835

QEN| Who among the following won the Chinese Grand Prix, 2025?
QBN| নিচের কে চাইনিজ গ্র্যান্ড প্রিক্স, ২০২৫ জিতেছে?
Common| 
Image| 
A| Lewis Hamilton / লুইস হ্যামিল্টন (Lewis Hamilton)
B| Charles Leclerc / চার্লস লেক্লার্ক (Charles Leclerc)
C| Oscar Piastri / অস্কার পিয়াস্ত্রি (Oscar Piastri)
D| Lando Norris / ল্যান্ডো নরিস (Lando Norris)
Shift| 08/01/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 7.19
Topic| 
SubTopic| 
QuestionID| GACA-000836

QEN| Which of the following schemes aims at fostering innovation & technology development in defence and aerospace by engaging start-ups, MSMEs, academic institutes under the management of the Defence Innovation Organisation (DIO)?
QBN| ডিফেন্স ইনোভেশন অর্গানাইজেশন (DIO)-এর ব্যবস্থাপনায় স্টার্টআপ, এমএসএমই (MSMEs) এবং একাডেমিক প্রতিষ্ঠানগুলিকে সম্পৃক্ত করে প্রতিরক্ষা এবং মহাকাশ ক্ষেত্রে উদ্ভাবন ও প্রযুক্তি উন্নয়নকে উৎসাহিত করার লক্ষ্য নিচের কোন স্কিমের?
Common| 
Image| 
A| Systematic Deposit Plan / সিস্টেমেটিক ডিপোজিট প্ল্যান (Systematic Deposit Plan)
B| Technology Development Fund / টেকনোলজি ডেভেলপমেন্ট ফান্ড (Technology Development Fund)
C| Innovations for Defence Excellence / ইনোভেশনস ফর ডিফেন্স এক্সিলেন্স (Innovations for Defence Excellence - iDEX)
D| Acing Development of Innovative Technologies with iDEX / আইডেক্সের সাথে উদ্ভাবনী প্রযুক্তির বিকাশ (Acing Development of Innovative Technologies with iDEX)
Shift| 16/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.32
Topic| 
SubTopic| 
QuestionID| GACA-000837

QEN| How many Atal Tinkering Labs were announced to be set up in government schools over the next five years in the Union Budget 2025-26?
QBN| ইউনিয়ন বাজেট ২০২৫-২৬-এ আগামী পাঁচ বছরে সরকারি স্কুলগুলিতে কতগুলি অটল টিঙ্কারিং ল্যাব (Atal Tinkering Labs) স্থাপনের ঘোষণা করা হয়েছে?
Common| 
Image| 
A| 30,000 / ৩০,০০০
B| 40,000 / ৪০,০০০
C| 50,000 / ৫০,০০০
D| 20,000 / ২০,০০০
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.43
Topic| 
SubTopic| 
QuestionID| GACA-000838

QEN| At which edition of the Cannes Film Festival did Boman Irani make his red carpet debut?
QBN| বোমান ইরানি কান চলচ্চিত্র উৎসবের কোন সংস্করণে তাঁর রেড কার্পেট অভিষেক করেছিলেন?
Common| 
Image| 
A| 75th / ৭৫তম
B| 77th / ৭৭তম
C| 78th / ৭৮তম
D| 76th / ৭৬তম
Shift| 04/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.45
Topic| 
SubTopic| 
QuestionID| GACA-000839

QEN| What was the nationality of the legendary fashion designer Giorgio Armani, who passed away in 2025?
QBN| ২০২৫ সালে প্রয়াত কিংবদন্তি ফ্যাশন ডিজাইনার জর্জিও আরমানির (Giorgio Armani) জাতীয়তা কী ছিল?
Common| 
Image| 
A| French / ফরাসি (French)
B| Spanish / স্প্যানিশ (Spanish)
C| Italian / ইতালীয় (Italian)
D| American / আমেরিকান (American)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.59
Topic| 
SubTopic| 
QuestionID| GACA-000840

QEN| In 2025, India celebrated the 10th anniversary of which major urban development scheme?
QBN| ২০২৫ সালে ভারত কোন প্রধান নগর উন্নয়ন প্রকল্পের ১০ বছর পূর্তি উদযাপন করেছে?
Common| 
Image| 
A| Prime Minister Awas Yojana / প্রধানমন্ত্রী আবাস যোজনা (Prime Minister Awas Yojana)
B| Atal Mission for Rejuvenation and Urban Transformation / অমৃত মিশন (Atal Mission for Rejuvenation and Urban Transformation)
C| Swachh Bharat Abhiyan / স্বচ্ছ ভারত অভিযান (Swachh Bharat Abhiyan)
D| Smart City Mission / স্মার্ট সিটি মিশন (Smart City Mission)
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 7.14
Topic| 
SubTopic| 
QuestionID| GACA-000841

QEN| Which Canadian province held the G7 Summit in June 2025?
QBN| জুন ২০২৫-এ কোন কানাডিয়ান প্রদেশ জি৭ (G7) শীর্ষ সম্মেলনের আয়োজন করেছিল?
Common| 
Image| 
A| Saskatchewan / সাসকাচেয়ান (Saskatchewan)
B| Ontario / অন্টারিও (Ontario)
C| Alberta / আলবার্টা (Alberta)
D| British Columbia / ব্রিটিশ কলাম্বিয়া (British Columbia)
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.48
Topic| 
SubTopic| 
QuestionID| GACA-000842

QEN| Which of the following two countries exchanged prisoners of war in Istanbul in June 2025?
QBN| জুন ২০২৫-এ ইস্তাম্বুলে কোন দুটি দেশ যুদ্ধবন্দী বিনিময় করেছিল?
Common| 
Image| 
A| Liberia and Sierra Leone / লাইবেরিয়া এবং সিয়েরা লিওন (Liberia and Sierra Leone)
B| Russia and Ukraine / রাশিয়া এবং ইউক্রেন (Russia and Ukraine)
C| India and Pakistan / ভারত এবং পাকিস্তান (India and Pakistan)
D| Israel and Iran / ইসরায়েল এবং ইরান (Israel and Iran)
Shift| 04/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 6.20
Topic| 
SubTopic| 
QuestionID| GACA-000843

QEN| Which Indian Ministry released the first-ever monthly Periodic Labour Force Survey (PLFS) in April 2025?
QBN| কোন ভারতীয় মন্ত্রক এপ্রিল ২০২৫ সালে প্রথম মাসিক পর্যায়ক্রমিক শ্রমশক্তি সমীক্ষা (PLFS) প্রকাশ করেছে?
Common| 
Image| 
A| Ministry of Statistics and Programme Implementation / পরিসংখ্যান ও কর্মসূচি বাস্তবায়ন মন্ত্রক (Ministry of Statistics and Programme Implementation)
B| Ministry of Finance / অর্থ মন্ত্রক (Ministry of Finance)
C| Ministry of Labour and Employment / শ্রম ও কর্মসংস্থান মন্ত্রক (Ministry of Labour and Employment)
D| Ministry of Home Affairs / স্বরাষ্ট্র মন্ত্রক (Ministry of Home Affairs)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.93
Topic| 
SubTopic| 
QuestionID| GACA-000844

QEN| Which central scheme reduces budget allocations drastically for minority education scholarships in 2025‑26?
QBN| কোন কেন্দ্রীয় স্কিমটি ২০২৫-২৬ সালে সংখ্যালঘু শিক্ষা বৃত্তির বাজেট বরাদ্দ ব্যাপকভাবে হ্রাস করেছে?
Common| 
Image| 
A| Naya Savera / নয়া সাভেরার (Naya Savera)
B| PM‑Viraasat / পিএম-বিরাসত (PM-Viraasat)
C| Pre‑Matric / প্রাক-ম্যাট্রিক (Pre-Matric)
D| USTTAD / উস্তাদ (USTTAD)
Shift| 17/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.91
Topic| 
SubTopic| 
QuestionID| GACA-000845

QEN| Which among the community-focused transparency initiatives did the Ghaziabad, Uttar Pradesh police introduce in September 2025?
QBN| সেপ্টেম্বর ২০২৫-এ গাজিয়াবাদ, উত্তরপ্রদেশ পুলিশ কোন সম্প্রদায়-কেন্দ্রিক স্বচ্ছতা উদ্যোগটি চালু করেছিল?
Common| 
Image| 
A| 'Vadi Samvad Diwas' allowing citizens to engage directly with investigators / নাগরিকদের সরাসরি তদন্তকারীদের সাথে জড়িত হওয়ার অনুমতি দেওয়ার জন্য 'বাদী সংবাদ দিবস' ('Vadi Samvad Diwas' allowing citizens to engage directly with investigators)
B| 'Police Outreach Day' to resolve neighborhood safety concerns / আশেপাশের নিরাপত্তার উদ্বেগ সমাধানের জন্য 'পুলিশ আউটরিচ ডে' ('Police Outreach Day' to resolve neighborhood safety concerns)
C| 'Jan Sunwai Sabha' for direct citizen-police dialogue / সরাসরি নাগরিক-পুলিশ সংলাপের জন্য 'জন শুনানি সভা' ('Jan Sunwai Sabha' for direct citizen-police dialogue)
D| 'Public Accountability Meet' releasing monthly action reports / মাসিক অ্যাকশন রিপোর্ট প্রকাশকারী 'পাবলিক অ্যাকাউন্টেবিলিটি মিট' ('Public Accountability Meet' releasing monthly action reports)
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.96
Topic| 
SubTopic| 
QuestionID| GACA-000846

QEN| What was the urban poverty rate in India for FY24 as per SBI’s January 2025 report?
QBN| এসবিআই-এর জানুয়ারি ২০২৫ সালের রিপোর্ট অনুযায়ী এফওয়াই২৪ (FY4)-এ ভারতের শহুরে দারিদ্র্যের হার কত ছিল?
Common| 
Image| 
A| 4.09% / ৪.০৯%
B| 13.7% / ১৩.৭%
C| 1.1% / ১.১%
D| 4.6% / ৪.৬%
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.43
Topic| 
SubTopic| 
QuestionID| GACA-000847

QEN| Which co-operative bank’s licence was cancelled by the Reserve Bank of India (RBI) in May 2025 for capital shortfall?
QBN| মূলধনের ঘাটতির কারণে মে ২০২৫ সালে ভারতীয় রিজার্ভ ব্যাংক (RBI) কোন সমবায় ব্যাংকের লাইসেন্স বাতিল করেছে?
Common| 
Image| 
A| HCBL Co-operative Bank / এইচ.সি.বি.এল. সমবায় ব্যাংক (HCBL Co-operative Bank)
B| Seva Vikas Co-operative Bank / সেবা বিকাশ সমবায় ব্যাংক (Seva Vikas Co-operative Bank)
C| Punjab and Maharashtra Co-operative Bank / পাঞ্জাব অ্যান্ড মহারাষ্ট্র সমবায় ব্যাংক (Punjab and Maharashtra Co-operative Bank)
D| Ajantha Urban Co-operative Bank / অজন্তা আরবম সমবায় ব্যাংক (Ajantha Urban Co-operative Bank)
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 8.29
Topic| 
SubTopic| 
QuestionID| GACA-000848

QEN| Which state was ranked the best-performing in the Management Effectiveness Evaluation (MEE) 2020–2025 of National Parks and Protected Areas?
QBN| জাতীয় উদ্যান এবং সুরক্ষিত অঞ্চলগুলির ম্যানেজমেন্ট ইফেক্টিভনেস ইভালুয়েশন (MEE) ২০২০-২০২৫-এ কোন রাজ্য সেরা পারফর্মিং হিসাবে স্থান পেয়েছে?
Common| 
Image| 
A| Kerala / কেরালা (Kerala)
B| Uttarakhand / উত্তরাখণ্ড (Uttarakhand)
C| Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
D| Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
Shift| 19/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.91
Topic| 
SubTopic| 
QuestionID| GACA-000849

QEN| Which of the following municipal corporations has issued India's first certified green municipal bond in April 2025?
QBN| এপ্রিল ২০২৫-এ ভারতের প্রথম সার্টিফাইড গ্রিন মিউনিসিপ্যাল বন্ড কোন পৌর নিগম জারি করেছে?
Common| 
Image| 
A| Lucknow Nagar Nigam / লখনউ নগর নিগম (Lucknow Nagar Nigam)
B| Ghaziabad Nagar Nigam / গাজিয়াবাদ নগর নিগম (Ghaziabad Nagar Nigam)
C| Varanasi Nagar Nigam / বারাণসী নগর নিগম (Varanasi Nagar Nigam)
D| Indore Nagar Nigam / ইন্দোর নগর নিগম (Indore Nagar Nigam)
Shift| 16/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 6.41
Topic| 
SubTopic| 
QuestionID| GACA-000850

QEN| Which of the following was rated as 'Good' by the International Union for Conservation of Nature (IUCN) in its global review of Natural World Heritage Sites in November 2025?
QBN| নভেম্বর ২০২৫-এ প্রাকৃতিক বিশ্ব ঐতিহ্যবাহী স্থানগুলির বৈশ্বিক পর্যালোচনায় আন্তর্জাতিক প্রকৃতি সংরক্ষণ সংঘ (IUCN) দ্বারা নিচের কোনটি 'ভালো' (Good) হিসাবে রেট করা হয়েছিল?
Common| 
Image| 
A| Sundarbans National Park / সুন্দরবন জাতীয় উদ্যান (Sundarbans National Park)
B| Great Himalayan National Park Conservation Area / গ্রেট হিমালয়ান জাতীয় উদ্যান সংরক্ষণ এলাকা (Great Himalayan National Park Conservation Area)
C| Khangchendzonga National Park / কাঞ্চনজঙ্ঘা জাতীয় উদ্যান (Khangchendzonga National Park)
D| Nanda Devi and Valley of Flowers National Parks / নন্দাদেবী এবং ভ্যালি অফ ফ্লাওয়ার্স জাতীয় উদ্যান (Nanda Devi and Valley of Flowers National Parks)
Shift| 09/01/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.48
Topic| 
SubTopic| 
QuestionID| GACA-000851

QEN| Which world champion pole-vaulter cleared 6.28 m, setting a new world record at the Stockholm Diamond League?
QBN| স্টকহোম ডায়মন্ড লিগে ৬.২৮ মিটার অতিক্রম করে কোন বিশ্বচ্যাম্পিয়ন পোল-ভল্টার নতুন বিশ্ব রেকর্ড গড়েছেন?
Common| 
Image| 
A| Sam Kendricks / স্যাম কেন্ড্রিক্স (Sam Kendricks)
B| Ernest John Obiena / আর্নেস্ট জন ওবিয়েনা (Ernest John Obiena)
C| Kurtis Marschall / কুর্টিস মার্শাল (Kurtis Marschall)
D| Mondo Duplantis / মন্ডো ডুপ্লান্টিস (Mondo Duplantis)
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.93
Topic| 
SubTopic| 
QuestionID| GACA-000852

QEN| Which award did Armando Colaco receive in January 2025?
QBN| জানুয়ারি ২০২৫-এ আরমান্দো কোলাকো (Armando Colaco) কোন পুরস্কার পেয়েছেন?
Common| 
Image| 
A| Arjuna Award / অর্জুন পুরস্কার (Arjuna Award)
B| MAKA Trophy / মাকা ট্রফি (MAKA Trophy)
C| Dronacharya Award / দ্রোণাচার্য্য পুরস্কার (Dronacharya Award)
D| Khel Ratna Award / খেলরত্ন পুরস্কার (Khel Ratna Award)
Shift| 16/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.98
Topic| 
SubTopic| 
QuestionID| GACA-000853

QEN| What type of ride are women riders allowed to choose under Chandigarh’s 2025 aggregator rules?
QBN| চণ্ডীগড়ের ২০২৫ এগ্রিগেটর নিয়ম অনুসারে মহিলা যাত্রীরা কোন ধরণের রাইড বেছে নিতে পারবেন?
Common| 
Image| 
A| Free rides for the first 5km / প্রথম ৫ কিমি ফ্রি রাইড (Free rides for the first 5km)
B| Uber rides only / শুধুমাত্র উবার রাইড (Uber rides only)
C| Shortest route only / শুধুমাত্র সংক্ষিপ্ততম রুট (Shortest route only)
D| Women-only ride pools / শুধুমাত্র মহিলাদের জন্য রাইড পুল (Women-only ride pools)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.33
Topic| 
SubTopic| 
QuestionID| GACA-000854

QEN| Who is the author of the book ‘Wild Fictions: Essays’ published in January 2025?
QBN| জানুয়ারি ২০২৫ এ প্রকাশিত 'ওয়াইল্ড ফিকশনস: এসেস' (Wild Fictions: Essays) বইটির লেখক কে?
Common| 
Image| 
A| Santanu Bhattacharya / শান্তনু ভট্টাচার্য (Santanu Bhattacharya)
B| Amitav Ghosh / অমিতাভ ঘোষ (Amitav Ghosh)
C| Aria Aber / আরিয়া আবের (Aria Aber)
D| Nandini Purandare / নন্দিনী পুরন্দরে (Nandini Purandare)
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 5.55
Topic| 
SubTopic| 
QuestionID| GACA-000855

QEN| How many new national records were set during the Khelo India Para Games 2025?
QBN| খেলো ইন্ডিয়া প্যারা গেমস ২০২৫-এ কতটি নতুন জাতীয় রেকর্ড গড়ে উঠেছে?
Common| 
Image| 
A| 18 / ১৮
B| 12 / ১২
C| 20 / ২০
D| 15 / ১৫
Shift| 10/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.02
Topic| 
SubTopic| 
QuestionID| GACA-000856

QEN| Which of the following nutritional concerns are being highlighted in the food awareness campaign launched by the Ministry of Health and Family Welfare on the occasion of World Food Safety Day, 2025?
QBN| বিশ্ব খাদ্য নিরাপত্তা দিবস, ২০২৫-এর উপলক্ষ্যে স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রক কর্তৃক চালু করা খাদ্য সচেতনতা অভিযানে নিচের কোন পুষ্টিগত উদ্বেগগুলিকে তুলে ধরা হচ্ছে?
Common| 
Image| 
A| Excess iron and protein / অতিরিক্ত লোহা এবং প্রোটিন (Excess iron and protein)
B| High fibre and calcium / উচ্চ ফাইবার এবং ক্যালসিয়াম (High fibre and calcium)
C| Hidden sugars, fats and oils / লুকানো চিনি, চর্বি এবং তেল (Hidden sugars, fats and oils)
D| Low vitamin C and zinc / কম ভিটামিন সি এবং জিঙ্ক (Low vitamin C and zinc)
Shift| 05/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.53
Topic| 
SubTopic| 
QuestionID| GACA-000857

QEN| Where was the 2025 Hyundai Archery World Cup Grand Final held in October 2025?
QBN| অক্টোবর ২০২৫-এ ২০২৫ হুন্দাই আর্চারি ওয়ার্ল্ড কাপ গ্র্যান্ড ফাইনাল (2025 Hyundai Archery World Cup Grand Final) কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| China / চীন (China)
B| Japan / জাপান (Japan)
C| Italy / ইতালি (Italy)
D| USA / যুক্তরাষ্ট্র (USA)
Shift| 22/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.65
Topic| 
SubTopic| 
QuestionID| GACA-000858

QEN| Which Indian economist was awarded the Padma Vibhushan in 2025?
QBN| কোন ভারতীয় অর্থনীতিবিদ ২০২৫ সালে পদ্মবিভূষণ পেয়েছেন?
Common| 
Image| 
A| Jagdish Bhagwati / জগদীশ ভগবতী (Jagdish Bhagwati)
B| Jean Drèze / জঁ দ্রেজ (Jean Drèze)
C| Bibek Debroy / বিবেক দেবরায় (Bibek Debroy)
D| Arvind Subramanian / অরবিন্দ সুব্রহ্মণ্যন (Arvind Subramanian)
Shift| 29/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.04
Topic| 
SubTopic| 
QuestionID| GACA-000859

QEN| What is the new domain to which all banks must migrate by October 31, 2025, as per the directive of the Reserve Bank of India?
QBN| ভারতীয় রিজার্ভ ব্যাংকের নির্দেশিকা অনুসারে সমস্ত ব্যাংকের ৩১ অক্টোবর, ২০২৫ সালের মধ্যে কোন নতুন ডোমেনে স্থানান্তরিত হতে হবে?
Common| 
Image| 
A| .bank.in / .bank.in
B| .fin.in / .fin.in
C| .gov.in / .gov.in
D| .rbi.in / .rbi.in
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.00
Topic| 
SubTopic| 
QuestionID| GACA-000860

QEN| Which of the following cyber security exercises was launched by the Indian Armed Forces in 2025 to simulate real-world threats and promote secure practices?
QBN| বাস্তবসম্মত হুমকির অনুকরণ করতে এবং নিরাপদ অনুশীলন প্রচার করতে ভারতীয় সশস্ত্র বাহিনী দ্বারা ২০২৫ সালে নিচের কোন সাইবার নিরাপত্তা মহড়া চালু করা হয়েছিল?
Common| 
Image| 
A| Cyber Suraksha / সাইবার সুরক্ষা (Cyber Suraksha)
B| Raksha Netra / রক্ষা নেত্র (Raksha Netra)
C| Cyber Kavach / সাইবার কবচ (Cyber Kavach)
D| Sainya SecureNet / সেনা সিকিউরনেট (Sainya SecureNet)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.33
Topic| 
SubTopic| 
QuestionID| GACA-000861

QEN| Which of the following is a drone-launched precision-guided missile successfully test-fired by the Defence Research and Development Organisation (DRDO) at a test range in Andhra Pradesh in July 2025?
QBN| জুলাই ২০২৫ সালে অন্ধ্রপ্রদেশের একটি টেস্ট রেঞ্জে প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (DRDO) দ্বারা সফলভাবে পরীক্ষিত ড্রোন-লঞ্চড প্রিসিশন গাইডেড মিসাইল কোনটি?
Common| 
Image| 
A| ULPGM-V3 / ইউ.এল.পি.জি.এম.-ভি৩ (ULPGM-V3)
B| Nirbhay-V3 / নির্ভয়-ভি৩ (Nirbhay-V3)
C| Agni-P / অগ্নি-পি (Agni-P)
D| Astra Mk-II / অস্ত্র মার্ক-২ (Astra Mk-II)
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.84
Topic| 
SubTopic| 
QuestionID| GACA-000862

QEN| In June 2025, which educational institution signed an MoU with VRDE to collaborate on advanced defence technologies?
QBN| উন্নত প্রতিরক্ষা প্রযুক্তিতে সহযোগিতার জন্য জুন ২০২৫ সালে কোন শিক্ষা প্রতিষ্ঠান ভিআরডিই (VRDE)-এর সাথে একটি সমঝোতা স্মারক স্বাক্ষর করেছে?
Common| 
Image| 
A| COEP Technological University,Pune / সি.ও.ই.পি. টেকনোলজিকাল ইউনিভার্সিটি, পুনে [COEP Technological University, Pune]
B| National Institute of Technology, Warangal / ন্যাশনাল ইনস্টিটিউট অফ টেকনোলজি, ওয়ারাঙ্গেল [National Institute of Technology, Warangal]
C| Indian Institute of Science, Bengaluru / ইন্ডিয়ান ইনস্টিটিউট অফ সায়েন্স, ব্যাঙ্গালোর [Indian Institute of Science, Bengaluru]
D| Rajasthan Technical University / রাজস্থান টেকনিক্যাল ইউনিভার্সিটি (Rajasthan Technical University)
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.04
Topic| 
SubTopic| 
QuestionID| GACA-000863

QEN| As per data released by Ministry of Earth Sciences in March 2025, what percentage of area in India is vulnerable to earthquakes?
QBN| মার্চ ২০২৫ সালে পৃথিবী বিজ্ঞান মন্ত্রক কর্তৃক প্রকাশিত তথ্য অনুসারে ভারতের কত শতাংশ এলাকা ভূমিকম্পের ঝুঁকিতে রয়েছে?
Common| 
Image| 
A| 40% / ৪০%
B| 89% / ৮৯%
C| 30% / ৩০%
D| 59% / ৫৯%
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.08
Topic| 
SubTopic| 
QuestionID| GACA-000864

QEN| India will ban AsiaSat's AS-5 and AS-7 satellites after 31 March 2026. This decision comes from the Indian National Space Promotion and Authorisation Centre due to concerns over ______.
QBN| ভারতের ন্যাশনাল স্পেস প্রমোশন অ্যান্ড অথরাইজেশন সেন্টার আশঙ্কাজনক কারণের জন্য ৩১ মার্চ ২০২৬-এর পর এশিয়াস্যাটের (AsiaSat) এএস-৫ (AS-5) এবং এএস-৭ (AS-7) স্যাটেলাইটগুলি নিষিদ্ধ করবে, যা মূলত ড্যাশ (______) সম্পর্কিত উদ্বেগের কারণে?
Common| 
Image| 
A| Chinese authority / চীনা কর্তৃপক্ষ (Chinese authority)
B| Japanese authority / জাপানি কর্তৃপক্ষ (Japanese authority)
C| South Korean authority / দক্ষিণ কোরিয়ার কর্তৃপক্ষ (South Korean authority)
D| Singaporean authority / সিঙ্গাপুরের কর্তৃপক্ষ (Singaporean authority)
Shift| 12/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.87
Topic| 
SubTopic| 
QuestionID| GACA-000865

QEN| The National Conference on Good Governance, organised by the Department of Administrative Reforms and Public Grievances (DARPG) was held in which of the following places in January 2025?
QBN| প্রশাসনিক সংস্কার ও জনঅভিযোগ বিভাগ (DARPG) দ্বারা আয়োজিত সুশাসন সংক্রান্ত জাতীয় সম্মেলন জানুয়ারি ২০২৫-এ নিচের কোন স্থানে অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Bhopal / ভোপাল (Bhopal)
B| Gandhinagar / গান্ধীনগর (Gandhinagar)
C| Jaipur / জয়পুর (Jaipur)
D| Varanasi / বারাণসী (Varanasi)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.33
Topic| 
SubTopic| 
QuestionID| GACA-000866

