Exam| RRB GROUP-D CBT-I
QEN| Which of the following national parks was highlighted in 2025 as a leading grassland bird habitat after its inaugural survey recorded 43 grassland bird species (including Finn’s Weaver and Bengal Florican)?
QBN| কোন জাতীয় উদ্যানটি ২০২৫ সালে প্রথম সমীক্ষায় ৪৩টি তৃণভূমির পাখির প্রজাতি (ফিন'স উইভার এবং বেঙ্গল ফ্লোরিকান সহ) রেকর্ড করার পর একটি শীর্ষস্থানীয় তৃণভূমির পাখি আবাসস্থল হিসাবে স্বীকৃতি লাভ করে?
Common| 
Image| 
A| Keoladeo National Park / কেওলাদেও জাতীয় উদ্যান (Keoladeo National Park)
B| Desert National Park / মরুভূমি জাতীয় উদ্যান (Desert National Park)
C| Dudhwa National Park / দুধওয়া জাতীয় উদ্যান (Dudhwa National Park)
D| Kaziranga National Park / কাজিরাঙ্গা জাতীয় উদ্যান (Kaziranga National Park)
Shift| 04/02/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.09
Topic| 
SubTopic| 
QuestionID| GACA-001136

QEN| Which of the following banks of India extended the operating hours of the call money market to 7 PM, from 1 July 2025?
QBN| ১ জুলাই ২০২৫ থেকে ভারতের কোন ব্যাংক কল মানি মার্কেটের কার্যকাল সন্ধ্যা ৭টা পর্যন্ত বাড়িয়েছে?
Common| 
Image| 
A| Bandhan Bank / বন্ধন ব্যাংক (Bandhan Bank)
B| Reserve Bank of India / ভারতীয় রিজার্ভ ব্যাংক (Reserve Bank of India)
C| State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
D| Bank of Baroda / ব্যাংক অফ বরোদা (Bank of Baroda)
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.41
Topic| 
SubTopic| 
QuestionID| GACA-001137

QEN| Which of the following features is a major design focus for the Zorawar tank?
QBN| জোরাওয়ার ট্যাঙ্কের জন্য প্রধান নকশা ফোকাস নিচের কোন বৈশিষ্ট্যটি?
Common| 
Image| 
A| Submarine detection system / সাবমেরিন সনাক্তকরণ ব্যবস্থা
B| Nuclear warhead capability / পারমাণবিক ওয়ারহেড ক্ষমতা
C| Amphibious capability and lightweight design / উভচর ক্ষমতা এবং লাইটওয়েট নকশা (Amphibious capability and lightweight design)
D| Stealth technology for naval use / নৌ ব্যবহারের জন্য স্টিলথ প্রযুক্তি
Shift| 24/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.56
Topic| 
SubTopic| 
QuestionID| GACA-001138

QEN| Which public space improvement was recommended in Chennai’s Gender and Policy Lab manual during May–June 2025?
QBN| মে-জুন ২০২৫ এর সময় চেন্নাইয়ের জেন্ডার অ্যান্ড পলিসি ল্যাব ম্যানুয়ালে কোন সর্বজনীন স্থান উন্নয়নের সুপারিশ করা হয়েছিল?
Common| 
Image| 
A| Increased street lighting and safe toilets / রাস্তার আলো এবং নিরাপদ শৌচাগার বৃদ্ধি
B| Creation of parks for women exclusively / শুধুমাত্র মহিলাদের জন্য পার্ক তৈরি
C| Introduction of women-only bus services / শুধুমাত্র মহিলাদের বাস পরিষেবা চালু করা
D| Deployment of aerial surveillance drones / নজরদারি ড্রোনের মোতায়েন
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.11
Topic| 
SubTopic| 
QuestionID| GACA-001139

QEN| In January 2025, who clinched the men’s singles title at the India Open 2025 badminton tournament in New Delhi?
QBN| জানুয়ারি ২০২৫-এ নতুন দিল্লিতে অনুষ্ঠিত ইন্ডিয়া ওপেন ২০২৫ ব্যাডমিন্টন টুর্নামেন্টে পুরুষদের একক শিরোপা কে জিতেছেন?
Common| 
Image| 
A| Chen Long / চেন লং (Chen Long)
B| Viktor Axelsen / ভিক্টর অ্যাক্সেলসেন (Viktor Axelsen)
C| Lee Cheuk Yiu / লি চিউক ইউ (Lee Cheuk Yiu)
D| Kento Momota / কেন্তো মোমোতা (Kento Momota)
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.17
Topic| 
SubTopic| 
QuestionID| GACA-001140

QEN| Which Paralympic swimmer won a Laureus award in 2025 for disability sport?
QBN| প্রতিবন্ধী খেলাধুলার জন্য ২০২৫ সালে কোন প্যারালিম্পিক সাঁতারু লরিয়াস পুরস্কার জিতেছেন?
Common| 
Image| 
A| Chloe Kim / ক্লো কিম (Chloe Kim)
B| Anna Grimaldi / আনা গ্রিমাল্ডি (Anna Grimaldi)
C| Yuto Horigome / ইউতো হোরিগোমে (Yuto Horigome)
D| Jiang Yuyan / জিয়াং ইউয়ান (Jiang Yuyan)
Shift| 16/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.05
Topic| 
SubTopic| 
QuestionID| GACA-001141

QEN| As per the World Bank's Spring 2025 report, how many people did India lift out of extreme poverty over the past decade?
QBN| বিশ্বব্যাংকের বসন্ত ২০২৫ রিপোর্ট অনুযায়ী ভারত গত এক দশকে কত মানুষকে চরম দারিদ্র্য থেকে মুক্ত করেছে?
Common| 
Image| 
A| 211 million / ২১১ মিলিয়ন
B| 171 million / ১৭১ মিলিয়ন
C| 250 million / ২৫০ মিলিয়ন
D| 100 million / ১০০ মিলিয়ন
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.54
Topic| 
SubTopic| 
QuestionID| GACA-001142

QEN| Which Constitutional Amendment Bill, introduced in the Lok Sabha in 2025, seeks to provide for the removal of the Prime Minister, Chief Minister, or any Minister who remains in custody for 30 consecutive days for a serious criminal offence?
QBN| ২০২৫ সালে লোকসভায় উত্থাপিত কোন সাংবিধানিক সংশোধনী বিল গুরুতর ফৌজদারি অপরাধের জন্য একটানা ৩০ দিন হেফাজতে থাকা প্রধানমন্ত্রী, মুখ্যমন্ত্রী বা যেকোনো মন্ত্রীকে অপসারণের বিধান করতে চায়?
Common| 
Image| 
A| The Constitution (One Hundred and Twenty-Eighth Amendment) Bill, 2025 / সংবিধান (একশত অষ্টাবিংশ সংশোধনী) বিল, ২০২৫ (The Constitution (One Hundred and Twenty-Eighth Amendment) Bill, 2025)
B| The Constitution (One Hundred and Thirtieth Amendment) Bill, 2025 / সংবিধান (একশত ত্রিংশ সংশোধনী) বিল, ২০২৫ (The Constitution (One Hundred and Thirtieth Amendment) Bill, 2025)
C| The Constitution (One Hundred and Thirty-First Amendment) Bill, 2025 / সংবিধান (একশত একত্রিংশ সংশোধনী) বিল, ২০২৫ (The Constitution (One Hundred and Thirty-First Amendment) Bill, 2025)
D| The Constitution (One Hundred and Twenty-Ninth Amendment) Bill, 2025 / সংবিধান (একশত ঊনত্রিংশ সংশোধনী) বিল, ২০২৫ (The Constitution (One Hundred and Twenty-Ninth Amendment) Bill, 2025)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.70
Topic| 
SubTopic| 
QuestionID| GACA-001143

QEN| Who inaugurated the Fit India Carnival, 2025?
QBN| ফিট ইন্ডিয়া কার্নিভাল ২০২৫-এর উদ্বোধন কে করেছিলেন?
Common| 
Image| 
A| Mansukh Mandaviya / মনসুখ মাণ্ডব্য (Mansukh Mandaviya)
B| Narendra Modi / নরেন্দ্র মোদী (Narendra Modi)
C| Anurag Thakur / অনুরাগ ঠাকুর (Anurag Thakur)
D| Amit Shah / অমিত শাহ (Amit Shah)
Shift| 12/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.17
Topic| 
SubTopic| 
QuestionID| GACA-001144

QEN| What was the total central government receipts (excluding borrowings) estimated at the Union Budget 2025-26?
QBN| কেন্দ্রীয় বাজেট ২০২৫-২৬-এ মোট কেন্দ্রীয় সরকারের প্রাপ্তি (ঋণ ব্যতীত) কত আনুমানিক ধার্য করা হয়েছিল?
Common| 
Image| 
A| ₹34.96lakh crore / ₹৩৪.৯৬ লাখ কোটি
B| ₹40.26 lakh crore / ₹৪০.২৬ লাখ কোটি
C| ₹38lakh crore / ₹৩৮ লাখ কোটি
D| ₹30lakh crore / ₹৩০ লাখ কোটি
Shift| 15/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.82
Topic| 
SubTopic| 
QuestionID| GACA-001145

QEN| As announced in June 2025, which of the following banks approved $109.97 million loan to boost advanced skills and employability in Gujarat?
QBN| জুন ২০২৫-এ ঘোষিত তথ্য অনুসারে গুজরাটে উন্নত দক্ষতা এবং কর্মসংস্থান বৃদ্ধির জন্য কোন ব্যাংক $১০৯.৯৭ মিলিয়ন ডলার ঋণ অনুমোদন করেছে?
Common| 
Image| 
A| World Bank / ওয়ার্ল্ড ব্যাংক (World Bank)
B| Reserve Bank of India / ভারতীয় রিজার্ভ ব্যাংক (Reserve Bank of India)
C| State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
D| Asian Development Bank / এশিয়ান ডেভেলপমেন্ট ব্যাংক (Asian Development Bank)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.31
Topic| 
SubTopic| 
QuestionID| GACA-001146

QEN| Who won the prestigious Yuva Puraskar in Hindi for the poetry collection, Phir Ugna, in June 2025?
QBN| জুন ২০২৫-এ 'ফির উগনা' কাব্যগ্রন্থের জন্য হিন্দিতে মর্যাদাপূর্ণ যুব পুরস্কার কে জিতেছিলেন?
Common| 
Image| 
A| Parvati Tirkey / পার্বতী তিরকি (Parvati Tirkey)
B| Mayur Khavdu / ময়ূর খব্দু (Mayur Khavdu)
C| Akhil P Dharmajan / অখিল পি ধর্মরাজন (Akhil P Dharmajan)
D| Subrat Senapati / সুব্রত সেনাপতি (Subrat Senapati)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.69
Topic| 
SubTopic| 
QuestionID| GACA-001147

QEN| Which of the following countries ranked 1st in the Global Innovation Index 2025 published by the World Intellectual Property Organization (WIPO)?
QBN| ওয়ার্ল্ড ইন্টেলেকচুয়াল প্রপার্টি অর্গানাইজেশন (WIPO) দ্বারা প্রকাশিত গ্লোবাল ইনোভেশন ইনডেক্স ২০২৫-এ কোন দেশ ১ম স্থান অধিকার করেছে?
Common| 
Image| 
A| Sweden / সুইডেন (Sweden)
B| United States of America / মার্কিন যুক্তরাষ্ট্র (United States of America)
C| Switzerland / সুইজারল্যান্ড (Switzerland)
D| Singapore / সিঙ্গাপুর (Singapore)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 8.09
Topic| 
SubTopic| 
QuestionID| GACA-001148

QEN| What is the role of the Centralised Information Management System (CIMS) which was available to the regulated entities (REs) on or before May 13, 2025?
QBN| সেন্ট্রালাইজড ইনফরমেশন ম্যানেজমেন্ট সিস্টেম (CIMS)-এর ভূমিকা কী যা ১৩ মে ২০২৫ বা তার আগে নিয়ন্ত্রিত সংস্থাগুলোর জন্য উপলব্ধ করা হয়েছিল?
Common| 
Image| 
A| Filing complaints online / অনলাইনে অভিযোগ দায়ের করা
B| Tracking mobile apps / মোবাইল অ্যাপ ট্র্যাক করা
C| Managing digital data / ডিজিটাল ডেটা পরিচালনা করা (Managing digital data)
D| Monitoring tax payments / কর প্রদান পর্যবেক্ষণ করা
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 8.28
Topic| 
SubTopic| 
QuestionID| GACA-001149

QEN| In September 2025, the South Western Railway (SWR) reported that its Railway Protection Force (RPF) had reached out to more than two lakh women passengers under which of the following initiative, aimed at ensuring safety and comfort for women traveling alone?
QBN| সেপ্টেম্বর ২০২৫-এ দক্ষিণ পশ্চিম রেলওয়ে জানিয়েছে যে তাদের রেলওয়ে সুরক্ষা বাহিনী একা ভ্রমণকারী মহিলাদের নিরাপত্তা ও স্বাচ্ছন্দ্য নিশ্চিত করতে কোন উদ্যোগের অধীনে দুই লাখেরও বেশি মহিলা যাত্রীর কাছে পৌঁছেছে?
Common| 
Image| 
A| Safe City Project / সেফ সিটি প্রজেক্ট (Safe City Project)
B| Mahila Suraksha Doot Program / মহিলা সুরক্ষা দূত প্রোগ্রাম (Mahila Suraksha Doot Program)
C| Operation Meri Saheli / অপারেশন মেরি সহেলি (Operation Meri Saheli)
D| Mission Shakti / মিশন শক্তি (Mission Shakti)
Shift| 04/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.64
Topic| 
SubTopic| 
QuestionID| GACA-001150

QEN| Which of the following teams set the 4x100m relay record at the National Relay Carnival 2025?
QBN| ন্যাশনাল রিলে কার্নিভাল ২০২৫-এ কোন দল ৪x১০০ মিটার রিলেতে রেকর্ড গড়েছে?
Common| 
Image| 
A| Archana, Dhanalakshmi, Manikanta Hoblidar and Amlan Borgohain / অর্চনা, ধনলক্ষ্মী, মণিকান্ত হোবলিদার এবং অমলান বরগোহাঁই (Archana, Dhanalakshmi, Manikanta Hoblidar and Amlan Borgohain)
B| Gurindervir Singh, Animesh Kujur, Manikanta Hoblidar and Amlan Borgohain / গুরিন্দরবীর সিং, অনিমেষ কুজুর, মণিকান্ত হোবলিদার এবং অমলান বরগোহাঁই (Gurindervir Singh, Animesh Kujur, Manikanta Hoblidar and Amlan Borgohain)
C| Anas, Jacob, Ajmal, Ramesh / আনাস, জ্যাকব, আজমল, রমেশ (Anas, Jacob, Ajmal, Ramesh)
D| Archana, Dhanalakshmi, Hima, Dutee / অর্চনা, ধনলক্ষ্মী, হিমা, দ্যুতি (Archana, Dhanalakshmi, Hima, Dutee)
Shift| 04/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 7.94
Topic| 
SubTopic| 
QuestionID| GACA-001151

QEN| The Indian Armed Forces participated in the multilateral Exercise ZAPAD 2025 in which country?
QBN| ভারতীয় সশস্ত্র বাহিনী কোন দেশে বহুপাক্ষিক মহড়া জাপাদ ২০২৫ (Exercise ZAPAD 2025)-এ অংশ নিয়েছিল?
Common| 
Image| 
A| Russia / রাশিয়া (Russia)
B| United States / মার্কিন যুক্তরাষ্ট্র (United States)
C| United Kingdom / যুক্তরাজ্য (United Kingdom)
D| China / চীন (China)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.14
Topic| 
SubTopic| 
QuestionID| GACA-001152

QEN| Which among the following states was ranked first in the NITI Aayog’s Fiscal Health Index (FHI) 2025 for the financial year 2022-23?
QBN| ২০২২-২৩ অর্থবর্ষের জন্য নীতি আয়োগের ফিসকাল হেলথ ইনডেক্স (FHI) ২০২৫-এ কোন রাজ্য প্রথম স্থান অধিকার করেছে?
Common| 
Image| 
A| Odisha / ওড়িশা (Odisha)
B| Maharashtra / মহারাষ্ট্র (Maharashtra)
C| Karnataka / কর্ণাটক (Karnataka)
D| Gujarat / গুজরাট (Gujarat)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.25
Topic| 
SubTopic| 
QuestionID| GACA-001153

QEN| As per Union Budget 2025–26, for how many years has the Cotton Mission been planned to enhance cotton productivity, especially in extra-long staple varieties?
QBN| কেন্দ্রীয় বাজেট ২০২৫-২৬ অনুসারে তুলা উৎপাদনশীলতা বিশেষ করে অতিরিক্ত দীর্ঘ আঁশযুক্ত জাতের ফলন বাড়ানোর জন্য তুলা মিশনটি কত বছরের জন্য পরিকল্পনা করা হয়েছে?
Common| 
Image| 
A| 2 years / ২ বছর
B| 10 years / ১০ বছর
C| 5 years / ৫ বছর
D| 12 years / ১২ বছর
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 8.94
Topic| 
SubTopic| 
QuestionID| GACA-001154

QEN| Under whose chairmanship was the 54th meeting of the Monetary Policy Committee (MPC) held from April 7 to 9, 2025?
QBN| ২০২৫ সালের ৭ থেকে ৯ এপ্রিল পর্যন্ত কার সভাপতিত্বে মুদ্রানীতি কমিটির (MPC) ৫৪তম সভা অনুষ্ঠিত হয়?
Common| 
Image| 
A| Shri Sanjay Malhotra / শ্রী সঞ্জয় মালহোত্রা (Shri Sanjay Malhotra)
B| Smt. Nirmala Sitharaman / শ্রীমতী নির্মলা সীতারমন (Smt. Nirmala Sitharaman)
C| Shri Narendra Modi / শ্রী নরেন্দ্র মোদী (Shri Narendra Modi)
D| Shri Saugata Bhattacharya / শ্রী সৌগত ভট্টাচার্য (Shri Saugata Bhattacharya)
Shift| 30/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.41
Topic| 
SubTopic| 
QuestionID| GACA-001155

QEN| Which of the following Bills, presented by the Union Home Minister and Minister of Cooperation on 20 August 2025, prohibits individuals holding key constitutional offices from administering the government while in jail?
QBN| ২০ আগস্ট ২০২৫-এ কেন্দ্রীয় স্বরাষ্ট্রমন্ত্রী এবং সমবায় মন্ত্রী কর্তৃক উপস্থাপিত কোন বিলটি গুরুত্বপূর্ণ সাংবিধানিক পদে থাকা ব্যক্তিদের জেলে থাকাকালীন সরকার পরিচালনা করতে বাধা দেয়?
Common| 
Image| 
A| Constitution (One Hundred and Twenty-Seventh Amendment) Bill, 2025 / সংবিধান (একশত সপ্তবিংশ সংশোধনী) বিল, ২০২৫ (Constitution (One Hundred and Twenty-Seventh Amendment) Bill, 2025)
B| Constitution (One Hundred and Twenty-Ninth Amendment) Bill, 2025 / সংবিধান (একশত ঊনত্রিংশ সংশোধনী) বিল, ২০২৫ (Constitution (One Hundred and Twenty-Ninth Amendment) Bill, 2025)
C| Constitution (One Hundred and Thirtieth Amendment) Bill, 2025 / সংবিধান (একশত ত্রিংশ সংশোধনী) বিল, ২০২৫ (Constitution (One Hundred and Thirtieth Amendment) Bill, 2025)
D| Constitution (One Hundred and Twenty-Eighth Amendment) Bill, 2025 / সংবিধান (একশত অষ্টাবিংশ সংশোধনী) বিল, ২০২৫ (Constitution (One Hundred and Twenty-Eighth Amendment) Bill, 2025)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.92
Topic| 
SubTopic| 
QuestionID| GACA-001156

QEN| Which of the following rivers was affected by flash floods triggered by torrential rain in Uttarkashi district of Uttarakhand in August 2025?
QBN| আগস্ট ২০২৫-এ উত্তরাখণ্ডের উত্তরকাশী জেলায় ভারী বৃষ্টির কারণে সৃষ্ট আকস্মিক বন্যায় নিচের কোন নদীটি প্রভাবিত হয়েছিল?
Common| 
Image| 
A| Mandakini River / মন্দাকিনী নদী (Mandakini River)
B| Bhagirathi River / ভাগীরথী নদী (Bhagirathi River)
C| Kheer Ganga River / খীর গঙ্গা নদী (Kheer Ganga River)
D| Alaknanda River / অলকানন্দা নদী (Alaknanda River)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.11
Topic| 
SubTopic| 
QuestionID| GACA-001157

QEN| By how many basis points did the Reserve Bank of India reduce the repo rate in April 2025?
QBN| এপ্রিল ২০২৫-এ ভারতীয় রিজার্ভ ব্যাংক রেপো রেট কত বেসিস পয়েন্ট কমিয়েছে?
Common| 
Image| 
A| 75 basis points / ৭৫ বেসিস পয়েন্ট
B| 10 basis points / ১০ বেসিস পয়েন্ট
C| 25 basis points / ২৫ বেসিস পয়েন্ট
D| 50 basis points / ৫০ বেসিস পয়েন্ট
Shift| 09/01/2026 12:45 PM - 2:15 PM
Correct| D
Difficulty| 8.08
Topic| 
SubTopic| 
QuestionID| GACA-001158

QEN| Which among the following small finance banks was granted in-principle approval in August 2025 to become a Universal Bank ?
QBN| আগস্ট ২০২৫-এ নিচের কোন স্মল ফাইন্যান্স ব্যাংকটিকে ইউনিভার্সাল ব্যাংকে রূপান্তরিত হওয়ার নীতিগত অনুমোদন দেওয়া হয়েছে?
Common| 
Image| 
A| Jana Small Finance Bank / জানা স্মল ফাইন্যান্স ব্যাংক (Jana Small Finance Bank)
B| AU Small Finance Bank / এ.ইউ. স্মল ফাইন্যান্স ব্যাংক (AU Small Finance Bank)
C| Equitas Small Finance Bank / ইকুইটাস স্মল ফাইন্যান্স ব্যাংক (Equitas Small Finance Bank)
D| Ujjivan Small Finance Bank / উজ্জীবন স্মল ফাইন্যান্স ব্যাংক (Ujjivan Small Finance Bank)
Shift| 10/02/2026 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.04
Topic| 
SubTopic| 
QuestionID| GACA-001159

QEN| In 2025, which country tested a revolutionary hydrogen bomb that functions without traditional fissile materials like uranium or plutonium, using advanced fusion techniques such as magnesium hydride-based fusion?
QBN| ২০২৫ সালে কোন দেশ একটি বৈপ্লবিক হাইড্রোজেন বোমা পরীক্ষা করেছে যা ম্যাগনেসিয়াম হাইড্রাইড-ভিত্তিক ফিউশনের মতো উন্নত ফিউশন কৌশল ব্যবহার করে ইউরেনিয়াম বা প্লুটোনিয়ামের মতো ঐতিহ্যবাহী ফিসাইল উপাদান ছাড়াই কাজ করে?
Common| 
Image| 
A| North Korea / উত্তর কোরিয়া (North Korea)
B| China / চীন (China)
C| Russia / রাশিয়া (Russia)
D| The US / মার্কিন যুক্তরাষ্ট্র (The US)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 5.39
Topic| 
SubTopic| 
QuestionID| GACA-001160

QEN| What was the name of the chemical factory where the blast happened on 30 June 2025 in Telangana state?
QBN| ৩০ জুন ২০২৫-এ তেলেঙ্গানা রাজ্যে যে রাসায়নিক কারখানায় বিস্ফোরণ ঘটেছিল তার নাম কী ছিল?
Common| 
Image| 
A| Andhra Petrochemicals / অন্ধ্র পেট্রোকেমিক্যালস (Andhra Petrochemicals)
B| Deccan Industries / ডেকান ইন্ডাস্ট্রিজ (Deccan Industries)
C| Bharat Chemicals / ভারত কেমিক্যালস (Bharat Chemicals)
D| Sigachi Chemicals / সিগাচি কেমিক্যালস (Sigachi Chemicals)
Shift| 04/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.15
Topic| 
SubTopic| 
QuestionID| GACA-001161

QEN| In April 2024, the Indian Space Research Organisation's (ISRO) Chairman, S Somanath, made a declaration to achieve debris-free space missions by the year _____.
QBN| এপ্রিল ২০২৪-এ ভারতীয় মহাকাশ গবেষণা সংস্থার (ISRO) চেয়ারম্যান এস সোমনাথ কোন সালের মধ্যে ধ্বংসাবশেষ-মুক্ত মহাকাশ মিশন অর্জনের ঘোষণা দিয়েছিলেন?
Common| 
Image| 
A| 2032 / ২০৩২
B| 2030 / ২০৩০
C| 2035 / ২০৩৫
D| 2028 / ২০২৮
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.56
Topic| 
SubTopic| 
QuestionID| GACA-001162

QEN| In June 2025, Rajkishore Parhi was chosen for the Bal Sahitya Puraskar for poetry collection, ‘Kete Phula Phutichhi', in which language?
QBN| জুন ২০২৫-এ রাজকিশোর পাড়ি কোন ভাষার 'কেতে ফুলা ফুটিছি' কাব্যগ্রন্থের জন্য বাল সাহিত্য পুরস্কারের জন্য মনোনীত হন?
Common| 
Image| 
A| Tamil / তামিল (Tamil)
B| Bhojpuri / ভোজপুরি (Bhojpuri)
C| Telegu / তেলুগু (Telugu)
D| Odia / ওড়িয়া (Odia)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.26
Topic| 
SubTopic| 
QuestionID| GACA-001163

QEN| Which city was declared India’s 'Leopard Capital' on 5 June 2025?
QBN| ৫ জুন ২০২৫-এ কোন শহরকে ভারতের 'চিতাবাঘের রাজধানী' (Leopard Capital) হিসেবে ঘোষণা করা হয়েছিল?
Common| 
Image| 
A| Dehradun / দেরাদুন (Dehradun)
B| Bengaluru / বেঙ্গালুরু (Bengaluru)
C| Mysuru / মহীশূর (Mysuru)
D| Udaipur / উদয়পুর (Udaipur)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.94
Topic| 
SubTopic| 
QuestionID| GACA-001164

QEN| Who is the 2025 World Junior champion of the open section of Atomic Chess Championship held at Petrovac, Montenegro?
QBN| মন্টিনিগ্রোর পেট্রোভাকে অনুষ্ঠিত অ্যাটমিক দাবা চ্যাম্পিয়নশিপের ওপেন বিভাগে ২০২৫ সালের ওয়ার্ল্ড জুনিয়র চ্যাম্পিয়ন কে?
Common| 
Image| 
A| Pranav Venkatesh / প্রণব ভেঙ্কটেশ (Pranav Venkatesh)
B| Matic Lavrencic / ম্যাটিক লাভরেনসিক (Matic Lavrencic)
C| Pentala Harikrishan / পেন্টালা হরিকৃষ্ণ (Pentala Harikrishna)
D| GM Amar Elham / জিএম অমর এলহাম (GM Amar Elham)
Shift| 06/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 8.78
Topic| 
SubTopic| 
QuestionID| GACA-001165

QEN| Which of the following missiles was successfully fired by the Defence Research and Development Organisation (DRDO) on 24 September 2025 from a rail‑mounted mobile launcher in coordination with the Strategic Forces Command?
QBN| স্ট্র্যাটেজিক ফোর্সেস কমান্ডের সমন্বয়ে ২৪ সেপ্টেম্বর ২০২৫-এ একটি রেল-মাউন্টেড মোবাইল লঞ্চার থেকে ডিআরডিও সফলভাবে কোন ক্ষেপণাস্ত্রটি উৎক্ষেপণ করেছিল?
Common| 
Image| 
A| Intermediate Range Agni-Prime Missile / ইন্টারমিডিয়েট রেঞ্জ অগ্নি-প্রাইম মিসাইল (Intermediate Range Agni-Prime Missile)
B| BrahMos Supersonic Cruise Missile / ব্রহ্মোস সুপারসনিক ক্রুজ মিসাইল (BrahMos Supersonic Cruise Missile)
C| Akash Surface-to-Air Missile / আকাশ সারফেস-টু-এয়ার মিসাইল (Akash Surface-to-Air Missile)
D| Prithvi-II Ballistic Missile / পৃথ্বী-২ ব্যালিস্টিক মিসাইল (Prithvi-II Ballistic Missile)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.54
Topic| 
SubTopic| 
QuestionID| GACA-001166

QEN| As per the Reserve Bank of India (RBI), Gross Domestic Product (GDP) growth for 2025-26 is projected for Q4 at:
QBN| ভারতীয় রিজার্ভ ব্যাংকের মতে ২০২৫-২৬ সালের জন্য জিডিপি বৃদ্ধির পূর্বাভাস চতুর্থ প্রান্তিকে (Q4) কত অনুমান করা হয়েছে?
Common| 
Image| 
A| 6.5% / ৬.৫%
B| 6.7% / ৬.৭%
C| 6.3% / ৬.৩%
D| 6.8% / ৬.৮%
Shift| 24/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.18
Topic| 
SubTopic| 
QuestionID| GACA-001167

QEN| In August 2025, which body directed the Ministry of Environment, Forest and Climate Change (MoEF&CC) of the Government of India to frame terms for an ozone study committee?
QBN| আগস্ট ২০২৫-এ কোন সংস্থা ওজোন স্টাডি কমিটির শর্তাবলী নির্ধারণের জন্য ভারত সরকারের পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রককে নির্দেশ দিয়েছে?
Common| 
Image| 
A| Supreme Court of India / ভারতের সুপ্রিম কোর্ট (Supreme Court of India)
B| NITI Aayog / নীতি আয়োগ (NITI Aayog)
C| Central Pollution Control Board / কেন্দ্রীয় দূষণ নিয়ন্ত্রণ বোর্ড (Central Pollution Control Board)
D| National Green Tribunal / ন্যাশনাল গ্রিন ট্রাইব্যুনাল (National Green Tribunal)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 8.49
Topic| 
SubTopic| 
QuestionID| GACA-001168

QEN| Which team was honoured as “Team of the Year” at the Laureus World Sports Awards in April 2025?
QBN| এপ্রিল ২০২৫-এ লরিয়াস ওয়ার্ল্ড স্পোর্টস অ্যাওয়ার্ডসে কোন দলটিকে "টিম অফ দ্য ইয়ার" হিসেবে সম্মানিত করা হয়েছিল?
Common| 
Image| 
A| Manchester City / ম্যানচেস্টার সিটি (Manchester City)
B| Real Madrid / রিয়াল মাদ্রিদ (Real Madrid)
C| Flamengo / ফ্লেমেঙ্গো (Flamengo)
