Exam| RRB GROUP-D CBT-I
QBN| জুন ২০২৫-এ ক্রান্তীয় ঘূর্ণিঝড়ের পূর্বাভাস এবং সতর্কতা ব্যবস্থায় ব্যতিক্রমী অবদানের জন্য দুর্যোগ ঝুঁকি হ্রাসের ক্ষেত্রে কে জাতিসংঘ সাসাকাওয়া পুরস্কার ২০২৫ (United Nations Sasakawa Award 2025)-এ ভূষিত হন?
Common| 
Image| 
A| SK Satheesh / এস কে সতীশ (SK Satheesh)
B| Mrutyunjay Mohapatra / মৃত্যুঞ্জয় মহাপাত্র (Mrutyunjay Mohapatra)
C| Bhupendra Nath Goswami / ভূপেন্দ্র নাথ গোস্বামী (Bhupendra Nath Goswami)
D| Veerabhadran Ramanathan / বীরভদ্রন রামানাথন (Veerabhadran Ramanathan)
Shift| 15/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 5.80
Topic| 
SubTopic| 
QuestionID| GACA-001034

QEN| China announced the launch of a new K Visa effective 1 October 2025, designed to attract which category of professionals?
QBN| চীন ১ অক্টোবর ২০২৫ থেকে কার্যকর একটি নতুন কে ভিসা (K Visa) চালুর ঘোষণা করেছে, যা কোন শ্রেণীর পেশাদারদের আকর্ষণ করার জন্য তৈরি করা হয়েছে?
Common| 
Image| 
A| Cultural Artists / সাংস্কৃতিক শিল্পী (Cultural Artists)
B| Medical Researchers / চিকিৎসা গবেষক (Medical Researchers)
C| STEM Graduates / স্টেম স্নাতক (STEM Graduates)
D| Tourism Investors / পর্যটন বিনিয়োগকারী (Tourism Investors)
Shift| 15/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.12
Topic| 
SubTopic| 
QuestionID| GACA-001035

QEN| Which of the following regions is included in the list of vulnerable landscapes under the Revised Green India Mission (GIM) Plan released in 2025?
QBN| ২০২৫ সালে প্রকাশিত সংশোধিত গ্রিন ইন্ডিয়া মিশন (GIM) পরিকল্পনার অধীনে নিচের কোন অঞ্চলটি সংবেদনশীল ল্যান্ডস্কেপের তালিকায় অন্তর্ভুক্ত করা হয়েছে?
Common| 
Image| 
A| Deccan Plateau / দাক্ষিণাত্যের মালভূমি (Deccan Plateau)
B| Indo-Gangetic Plain / ইন্দো-গাঙ্গেয় সমভূমি (Indo-Gangetic Plain)
C| Aravalli Mountain Range / আরাবল্লী পর্বতমালা (Aravalli Mountain Range)
D| Thar Desert / থর মরুভূমি (Thar Desert)
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.57
Topic| 
SubTopic| 
QuestionID| GACA-001036

QEN| World Ocean Day 2025, observed on 8 June, emphasised which of the following themes?
QBN| ৮ জুন পালিত বিশ্ব মহাসাগর দিবস ২০২৫-এ নিচের কোন প্রতিপাদ্যের (Theme) ওপর জোর দেওয়া হয়েছিল?
Common| 
Image| 
A| Wonder: Sustaining what sustains us / ওয়ান্ডার: সাসটেইনিং হোয়াট সাসটেইনস আস (Wonder: Sustaining what sustains us)
B| Revive Ocean Life / রিভাইভ ওশান লাইফ (Revive Ocean Life)
C| Sustain the Sea / সাসটেইন দ্য সি (Sustain the Sea)
D| Blue Future, Green Planet / ব্লু ফিউচার, গ্রিন প্ল্যানেট (Blue Future, Green Planet)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.58
Topic| 
SubTopic| 
QuestionID| GACA-001037

QEN| Who among the following completed her
QBN| his 31st climb of Mount Everest in May 2025? / মে ২০২৫-এ নিচের মধ্যে কে তাঁর ৩১তম মাউন্ট এভারেস্ট আরোহণ সম্পন্ন করেছিলেন?
Common| 
Image| 
A| KamiRita / কামি রিতা (Kami Rita)
B| Chhonzin Angmo / ছোনজিন আংমো (Chhonzin Angmo)
C| Nyima Gyalzen Dorje / নাইমা গ্যালজেন দোর্জে (Nyima Gyalzen Dorje)
D| ApaSherpa / আপা শেরপা (Apa Sherpa)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.00
Topic| 
SubTopic| 
QuestionID| GACA-001038

QEN| In the Global Innovation Index, 2025, India ranked first among which group of economies?
QBN| গ্লোবাল ইনোভেশন ইনডেক্স ২০২৫-এ ভারত কোন অর্থনীতির গোষ্ঠীর মধ্যে প্রথম স্থান অর্জন করেছে?
Common| 
Image| 
A| Upper-middle income economies / উচ্চ-মধ্যম আয়ের অর্থনীতি (Upper-middle income economies)
B| Least developed economies / স্বল্পোন্নত অর্থনীতি (Least developed economies)
C| Lower-middle income economies / নিম্ন-মধ্যম আয়ের অর্থনীতি (Lower-middle income economies)
D| High-income economies / উচ্চ আয়ের অর্থনীতি (High-income economies)
Shift| 30/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.56
Topic| 
SubTopic| 
QuestionID| GACA-001039

QEN| Who became the first Indian boxer to win a gold medal at the World Boxing Cup in 2025?
QBN| ২০২৫ সালের ওয়ার্ল্ড বক্সিং কাপে স্বর্ণপদক জয়ী প্রথম ভারতীয় বক্সার কে হলেন?
Common| 
Image| 
A| Hitesh Gulia / হিতেশ গুলিয়া (Hitesh Gulia)
B| Shiva Thapa / শিব থাপা (Shiva Thapa)
C| Amit Panghal / অমিত পাংঘাল (Amit Panghal)
D| Abhinash Jamwal / অবিনাশ জামওয়াল (Abhinash Jamwal)
Shift| 05/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.90
Topic| 
SubTopic| 
QuestionID| GACA-001040

QEN| What is the name of the affordable insurance scheme launched by India Post Payments Bank (pilot launch was done in July 2023) for unorganised sector workers on 1 May 2025?
QBN| ১ মে ২০২৫-এ অসংগঠিত ক্ষেত্রের শ্রমিকদের জন্য ইন্ডিয়া পোস্ট পেমেন্টস ব্যাংক কর্তৃক চালু করা সাশ্রয়ী বীমা প্রকল্পটির নাম কী?
Common| 
Image| 
A| Suraksha Sathi Yojana / সুরক্ষা সাথী যোজনা (Suraksha Sathi Yojana)
B| Antyodaya Shramik Suraksha Yojana / অন্ত্যোদয় শ্রমিক সুরক্ষা যোজনা (Antyodaya Shramik Suraksha Yojana)
C| Shramik Suraksha Yojana / শ্রমিক সুরক্ষা যোজনা (Shramik Suraksha Yojana)
D| Ayushman Bima Shramik Yojana / আয়ুষ্মান বীমা শ্রমিক যোজনা (Ayushman Bima Shramik Yojana)
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 9.43
Topic| 
SubTopic| 
QuestionID| GACA-001041

QEN| As per the Govt. of India's report in July 2025, which of the following states processed the highest quantity of e-waste during 2024-25?
QBN| জুলাই ২০২৫-এর ভারত সরকারের প্রতিবেদন অনুযায়ী, ২০২৪-২৫ সালের মধ্যে নিচের কোন রাজ্য সর্বাধিক পরিমাণ ই-বর্জ্য প্রক্রিয়াকরণ করেছে?
Common| 
Image| 
A| Uttar Pradesh / উত্তর প্রদেশ (Uttar Pradesh)
B| Kerala / কেরালা (Kerala)
C| Madhya Pradesh / মধ্য প্রদেশ (Madhya Pradesh)
D| Gujarat / গুজরাট (Gujarat)
Shift| 05/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.39
Topic| 
SubTopic| 
QuestionID| GACA-001042

QEN| During the nationwide “Seva Parv” campaign held from September 17 to October 2, 2025, which state pledged to plant 15 lakh saplings to promote environmental sustainability?
QBN| ১৭ সেপ্টেম্বর থেকে ২ অক্টোবর ২০২৫ পর্যন্ত অনুষ্ঠিত দেশব্যাপী "সেবা পর্ব" প্রচারের সময় কোন রাজ্য পরিবেশগত স্থায়িত্বের জন্য ১৫ লাখ চারা রোপণের অঙ্গীকার করেছিল?
Common| 
Image| 
A| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
B| Uttar Pradesh / উত্তর প্রদেশ (Uttar Pradesh)
C| Assam / আসাম (Assam)
D| Gujarat / গুজরাট (Gujarat)
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.93
Topic| 
SubTopic| 
QuestionID| GACA-001043

QEN| Who became the oldest man to reach the semi-finals of an ATP Masters 1000 event in 2025?
QBN| ২০২৫ সালে এটিপি মাস্টার্স ১০০০ ইভেন্টের সেমিফাইনালে পৌঁছানো সবচেয়ে বয়স্ক খেলোয়াড় কে হলেন?
Common| 
Image| 
A| Novak Djokovic / নোভাক জোকোভিচ (Novak Djokovic)
B| Rafael Nadal / রাফায়েল নাদাল (Rafael Nadal)
C| Roger Federer / রজার ফেدرার (Roger Federer)
D| Andy Murray / অ্যান্ডি মারে (Andy Murray)
Shift| 27/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.87
Topic| 
SubTopic| 
QuestionID| GACA-001044

QEN| What was the theme of World Tuberculosis Day, 2025, observed in India on 24 March?
QBN| ২৪ মার্চ ভারতে পালিত বিশ্ব যক্ষ্মা দিবস ২০২৫-এর প্রতিপাদ্য কী ছিল?
Common| 
Image| 
A| Unite to End TB: Fund, Innovate, Act / ইউনাইট টু এন্ড টিবি: ফান্ড, ইনোভেট, অ্যাক্ট (Unite to End TB: Fund, Innovate, Act)
B| TB Free by 2030: Global Pact / টিবি ফ্রি বাই ২০৩০: গ্লোবাল প্যাক্ট (TB Free by 2030: Global Pact)
C| End TB Now: Diagnose, Treat, Prevent / এন্ড টিবি নাও: ডায়াগনোজ, ট্রিট, প্রিভেন্ট (End TB Now: Diagnose, Treat, Prevent)
D| Yes! We Can End TB: Commit, Invest, Deliver / ইয়েস! উই ক্যান এন্ড টিবি: কমিট, ইনভেস্ট, ডেলিভার (Yes! We Can End TB: Commit, Invest, Deliver)
Shift| 23/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.32
Topic| 
SubTopic| 
QuestionID| GACA-001045

QEN| How many total medals did India win at the 2025 Asian Youth Games held in Manama, Bahrain?
QBN| বাহরাইনের মানামায় অনুষ্ঠিত ২০২৫ সালের এশিয়ান ইয়ুথ গেমসে ভারত মোট কতটি পদক জিতেছে?
Common| 
Image| 
A| 36 / ৩৬
B| 42 / ৪২
C| 48 / ৪৮
D| 54 / ৫৪
Shift| 02/02/2026 12:45 PM - 2:15 PM
Correct| B
Difficulty| 8.90
Topic| 
SubTopic| 
QuestionID| GACA-001046

QEN| Where were the 2025 Asian Athletics Championships held?
QBN| ২০২৫ সালের এশিয়ান অ্যাথলেটিক্স চ্যাম্পিয়নশিপ কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Bangladesh / বাংলাদেশ (Bangladesh)
B| China / চীন (China)
C| India / ভারত (India)
D| South Korea / দক্ষিণ কোরিয়া (South Korea)
Shift| 17/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 9.49
Topic| 
SubTopic| 
QuestionID| GACA-001047

QEN| Which data collection method contributed to the accurate poverty estimates in India, as per the SBI report in June 2025?
QBN| জুন ২০২৫-এর এসবিআই (SBI) রিপোর্ট অনুযায়ী, ভারতের সঠিক দারিদ্র্য মূল্যায়নে কোন তথ্য সংগ্রহের পদ্ধতিটি অবদান রেখেছিল?
Common| 
Image| 
A| Mixed Recall Period / মিক্সড রিকল পিরিয়ড (Mixed Recall Period)
B| Periodic Recall Method / পিরিওডিক রিকল মেথড (Periodic Recall Method)
C| Uniform Recall Period / ইউনিফর্ম রিকল পিরিয়ড (Uniform Recall Period)
D| Modified Mixed Recall Period / মডিফাইড মিক্সড রিকল পিরিয়ড (Modified Mixed Recall Period)
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.10
Topic| 
SubTopic| 
QuestionID| GACA-001048

QEN| Which Union Minister inaugurated the Startup Mahakumbh 2025 and referred to his visit as “an experience of a lifetime”?
QBN| কোন কেন্দ্রীয় মন্ত্রী স্টার্টআপ মহাকুম্ভ ২০২৫ উদ্বোধন করেছিলেন এবং তাঁর এই সফরকে "জীবনের একটি স্মরণীয় অভিজ্ঞতা" বলে উল্লেখ করেছিলেন?
Common| 
Image| 
A| Dharmendra Pradhan / ধর্মেন্দ্র প্রধান (Dharmendra Pradhan)
B| Rajeev Chandrasekhar / রাজীব চন্দ্রশেখর (Rajeev Chandrasekhar)
C| Piyush Goyal / পীযূষ গোয়েল (Piyush Goyal)
D| Ashwini Vaishnaw / অশ্বিনী বৈষ্ণব (Ashwini Vaishnaw)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.58
Topic| 
SubTopic| 
QuestionID| GACA-001049

QEN| What change did the Banking Laws (Amendment) Act, notified in April 2025, make regarding bank nominee rules?
QBN| এপ্রিল ২০২৫-এ বিজ্ঞাপিত ব্যাংকিং আইন (সংশোধনী) আইন ব্যাংকের নমিনি নিয়মে কী পরিবর্তন এনেছে?
Common| 
Image| 
A| Allowed up to four nominees / চারজন পর্যন্ত নমিনির অনুমোদন দেওয়া হয়েছে
B| Made nomination optional / নমিনেশন ঐচ্ছিক করা হয়েছে
C| Allowed only one nominee / শুধুমাত্র একজন নমিনির অনুমোদন দেওয়া হয়েছে
D| Removed nomination option / নমিনেশন ব্যবস্থা বাতিল করা হয়েছে
Shift| 09/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.27
Topic| 
SubTopic| 
QuestionID| GACA-001050

QEN| During the Asian Productivity Organization’s May 2025 meeting, what leadership role did India assume?
QBN| মে ২০২৫-এ এশিয়ান প্রোডাক্টিভিটি অর্গানাইজেশনের বৈঠকে ভারত কোন নেতৃত্বের ভূমিকা গ্রহণ করেছিল?
Common| 
Image| 
A| Elected as Secretary‑General / মহাসচিব নির্বাচিত হওয়া
B| Announced relocation of secretariat to New Delhi / সচিবালয় নতুন দিল্লিতে স্থানান্তরের ঘোষণা
C| Chairmanship for 2025–26 / ২০২৫-২৬ সালের জন্য চেয়ারম্যানশিপ
D| Vice‑Chair for 2025–26 / ২০২৫-২৬ সালের জন্য ভাইস-চেয়ারম্যান
Shift| 12/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.88
Topic| 
SubTopic| 
QuestionID| GACA-001051

QEN| Which Indian state hosted the 2025 Asia Rugby U-20 Sevens Championship, which was held on August 9–10?
QBN| কোন ভারতীয় রাজ্য ২০২৫ সালের ৯-১০ আগস্ট অনুষ্ঠিত এশিয়া রাগবি অনূর্ধ্ব-২০ সেভেন্স চ্যাম্পিয়নশিপ আয়োজন করেছিল?
Common| 
Image| 
A| Bihar / বিহার (Bihar)
B| Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
C| Assam / আসাম (Assam)
D| West Bengal / পশ্চিমবঙ্গ (West Bengal)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct| B
Difficulty| 6.73
Topic| 
SubTopic| 
QuestionID| GACA-001052

QEN| In February 2025, the Insurance Regulatory and Development Authority of India (IRDAI) issued a circular enabling customers to block premium payment via which method for life and health policies?
QBN| ফেব্রুয়ারি ২০২৫-এ, ইন্স্যুরেন্স রেগুলেটরি অ্যান্ড ডেভেলপমেন্ট অথরিটি অফ ইন্ডিয়া (IRDAI) জীবন ও স্বাস্থ্য পলিসির ক্ষেত্রে গ্রাহকদের কোন পদ্ধতির মাধ্যমে প্রিমিয়াম পেমেন্ট বন্ধ করার নির্দেশিকা জারি করেছে?
Common| 
Image| 
A| Cheque stop / চেক স্টপ (Cheque stop)
B| UPI one-time mandate / ইউ.পি.আই. এককালীন ম্যান্ডেট (UPI one-time mandate)
C| Standing Debit Order / স্ট্যান্ডিং ডেবিট অর্ডার (Standing Debit Order)
D| ECS recurring mandate / ই.সি.এস. রিকারিং ম্যান্ডেট (ECS recurring mandate)
Shift| 10/02/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.35
Topic| 
SubTopic| 
QuestionID| GACA-001053

QEN| In 2025, which government’s commitment was emphasised by the inauguration of the Khelo India multipurpose hall in Arunachal Pradesh?
QBN| ২০২৫ সালে, অরুণাচল প্রদেশে খেলো ইন্ডিয়া বহুমুখী হলের উদ্বোধন কোন সরকারের অঙ্গীকারকে তুলে ধরেছিল?
Common| 
Image| 
A| State Government / রাজ্য সরকার (State Government)
B| Tribal Council / উপজাতি পরিষদ (Tribal Council)
C| Union Government / কেন্দ্রীয় সরকার (Union Government)
D| Local Panchayat / স্থানীয় পঞ্চায়েত (Local Panchayat)
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.58
Topic| 
SubTopic| 
QuestionID| GACA-001054

QEN| In 2025, which Union Minister inaugurated the Khelo India multipurpose hall in Kamle district, Arunachal Pradesh?
QBN| ২০২৫ সালে, কোন কেন্দ্রীয় মন্ত্রী অরুণাচল প্রদেশের কামলে জেলায় খেলো ইন্ডিয়া বহুমুখী হলের উদ্বোধন করেন?
Common| 
Image| 
A| Kiren Rijiju / কিরেন রিজিজু (Kiren Rijiju)
B| Dharmendra Pradhan / ধর্মেন্দ্র প্রধান (Dharmendra Pradhan)
C| Mansukh Mandaviya / মনসুখ মাণ্ডব্য (Mansukh Mandaviya)
D| Anurag Thakur / অনুরাগ ঠাকুর (Anurag Thakur)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.58
Topic| 
SubTopic| 
QuestionID| GACA-001055

QEN| Which technology was used in 2025 to create the latest lab-grown human lung microtissues?
QBN| ২০২৫ সালে মানব ফুসফুসের মাইক্রোটিস্যু তৈরির জন্য কোন প্রযুক্তি ব্যবহার করা হয়েছিল?
Common| 
Image| 
A| 3D bioprinting with stem cells / স্টেম সেল সহ থ্রিডি বায়োপ্রিন্টিং (3D bioprinting with stem cells)
B| Quantum protein folding simulation / কোয়ান্টাম প্রোটিন ফোল্ডিং সিমুলেশন (Quantum protein folding simulation)
C| AI-driven organoid modeling / এআই-চালিত অর্গানয়েড মডেলিং (AI-driven organoid modeling)
D| CRISPR editing / ক্রিসপার এডিটিং (CRISPR editing)
Shift| 05/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.72
Topic| 
SubTopic| 
QuestionID| GACA-001056

QEN| What is the name of Google’s largest campus in India, unveiled in February 2025, that marks a milestone in the ongoing seismic shift in technology?
QBN| ফেব্রুয়ারি ২০২৫-এ উন্মোচিত ভারতে গুগলের বৃহত্তম ক্যাম্পাসের নাম কী, যা প্রযুক্তির চলমান উল্লেখযোগ্য পরিবর্তনকে নির্দেশ করে?
Common| 
Image| 
A| Kshitij / ক্ষিতিজ (Kshitij)
B| Mahakaya / মহাকায়া (Mahakaya)
C| Ananta / অনন্তা (Ananta)
D| Vishaal / বিশাল (Vishaal)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.51
Topic| 
SubTopic| 
QuestionID| GACA-001057

QEN| The country's first earthquake early warning mobile application 'Bhookamp' has been developed in which of the following IITs?
QBN| দেশের প্রথম ভূমিকম্পের আগাম সতর্কতামূলক মোবাইল অ্যাপ্লিকেশন 'ভূকম্প' কোন আইআইটিতে তৈরি করা হয়েছে?
Common| 
Image| 
A| IIT Delhi / আইআইটি দিল্লি (IIT Delhi)
B| IIT Kanpur / আইআইটি কানপুর (IIT Kanpur)
C| IIT Roorkee / আইআইটি রুরকি (IIT Roorkee)
D| IIT Indore / আইআইটি ইন্দোর (IIT Indore)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.58
Topic| 
SubTopic| 
QuestionID| GACA-001058

QEN| How many people were lifted out of extreme poverty in India between 2011-12 and 2022-23, as per the World Bank?
QBN| বিশ্বব্যাংকের মতে, ২০১১-১২ এবং ২০২২-২৩ সালের মধ্যে ভারতে কতজন মানুষ চরম দারিদ্র্য থেকে মুক্ত হয়েছেন?
Common| 
Image| 
A| 150 million / ১৫০ মিলিয়ন
B| 171 million / ১৭১ মিলিয়ন
C| 220 million / ২২০ মিলিয়ন
D| 200 million / ২০০ মিলিয়ন
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.56
Topic| 
SubTopic| 
QuestionID| GACA-001059

QEN| Saweety Boora, the Indian World Championships gold medalist and Arjuna Award recipient in 2025, is associated with which sport?
QBN| ২০২৫ সালে অর্জুন পুরস্কার প্রাপক এবং বিশ্ব চ্যাম্পিয়নশিপের স্বর্ণপদক বিজয়ী ভারতীয় সাউইটি বুরা কোন খেলার সাথে যুক্ত?
Common| 
Image| 
A| Badminton / ব্যাডমিন্টন (Badminton)
B| Boxing / বক্সিং (Boxing)
C| Weightlifting / ভারোত্তোলন (Weightlifting)
D| Wrestling / কুস্তি (Wrestling)
Shift| 15/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 9.38
Topic| 
SubTopic| 
QuestionID| GACA-001060

QEN| India launched its National Red List Roadmap at which of the following international events in 2025?
QBN| ভারত ২০২৫ সালে কোন আন্তর্জাতিক অনুষ্ঠানে তার ন্যাশনাল রেড লিস্ট রোডম্যাপ চালু করেছে?
Common| 
Image| 
A| UN Climate Change Conference (COP30) / জাতিসংঘ জলবায়ু পরিবর্তন সম্মেলন (UN Climate Change Conference - COP30)
B| G20 Environment Ministers’ Summit / জি২০ পরিবেশ মন্ত্রীদের শীর্ষ সম্মেলন (G20 Environment Ministers’ Summit)
C| IUCN World Conservation Congress / আই.ইউ.সি.এন. ওয়ার্ল্ড কনজারভেশন কংগ্রেস (IUCN World Conservation Congress)
D| World Biodiversity Forum / ওয়ার্ল্ড বায়োডাইভারসিটি ফোরাম (World Biodiversity Forum)
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.65
Topic| 
SubTopic| 
QuestionID| GACA-001061

QEN| At which summit did India’s NSA Ajit Doval push for a unified counter‑terrorism stance in June 2025?
QBN| জুন ২০২৫-এ ভারতের এনএসএ অজিত ডোভাল কোন শীর্ষ সম্মেলনে একটি সমন্বিত সন্ত্রাসবিরোধী অবস্থানের ওপর জোর দিয়েছিলেন?
Common| 
Image| 
A| SCO Summit in China / চীনে এস.সি.ও. শীর্ষ সম্মেলন (SCO Summit in China)
B| G20 Summit in New Delhi / নতুন দিল্লিতে জি২০ শীর্ষ সম্মেলন (G20 Summit in New Delhi)
C| ASEAN Summit in Jakarta / জাকার্তায় আসিয়ান শীর্ষ সম্মেলন (ASEAN Summit in Jakarta)
D| EU Summit in Brussels / ব্রাসেলসে ই.ই.উ. শীর্ষ সম্মেলন (EU Summit in Brussels)
Shift| 27/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.08
Topic| 
SubTopic| 
QuestionID| GACA-001062

QEN| Who among the following was re-appointed as the Prime Minister of Portugal in 2025?
QBN| ২০২৫ সালে পর্তুগালের প্রধানমন্ত্রী হিসেবে কে পুনর্নির্বাচিত হন?
Common| 
Image| 
A| Pedro Nuno Santos / পেদ্রো নুনো সান্তোস (Pedro Nuno Santos)
B| Andre Ventura / আন্দ্রে ভেনচুরা (Andre Ventura)
C| Luis Montenegro / লুইস মন্টিনিগ্রো (Luis Montenegro)
D| Antonio Costa / আন্তোনিও কস্তা (Antonio Costa)
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 9.31
Topic| 
SubTopic| 
QuestionID| GACA-001063

QEN| Where is the company that developed the Surya VHF radar based?
QBN| সূর্য ভিএইচএফ (Surya VHF) রাডার তৈরি করা কোম্পানিটি কোথায় অবস্থিত?
Common| 
Image| 
A| Bengaluru / বেঙ্গালুরু (Bengaluru)
B| Chennai / চেন্নাই (Chennai)
C| Hyderabad / হায়দ্রাবাদ (Hyderabad)
D| Pune / পুনে (Pune)
Shift| 15/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.36
Topic| 
SubTopic| 
QuestionID| GACA-001064

QEN| In 2025, under which project did Guntur, Andhra Pradesh, deploy over 200 electric autos for door-to-door garbage collection?
QBN| ২০২৫ সালে অন্ধ্র প্রদেশের গুন্টুরে কোন প্রকল্পের আওতায় বাড়ি বাড়ি বর্জ্য সংগ্রহের জন্য ২০০টিরও বেশি বৈদ্যুতিক অটো মোতায়েন করা হয়েছিল?
Common| 
Image| 
A| Smart Cities Mission / স্মার্ট সিটিস মিশন (Smart Cities Mission)
B| Sustainable Cities Integrated Pilot Approach / সাসটেইনেবল সিটিস ইন্টিগ্রেটেড পাইলট অ্যাপ্রোচ (Sustainable Cities Integrated Pilot Approach)
C| Clean Cities Mission / ক্লিন সিটিস মিশন (Clean Cities Mission)
D| National Urban Livelihoods Mission / ন্যাশনাল আরবান লাইভলিহুডস মিশন (National Urban Livelihoods Mission)
Shift| 09/01/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.76
Topic| 
SubTopic| 
QuestionID| GACA-001065

QEN| As of June 2025, in which of the following years has India aimed to achieve net‑zero emissions?
QBN| জুন ২০২৫ পর্যন্ত পাওয়া তথ্য অনুযায়ী ভারত কোন সালের মধ্যে নেট-জিরো নির্গমন অর্জনের লক্ষ্য নির্ধারণ করেছে?
Common| 
Image| 
A| 2057 / ২০৫৭
B| 2047 / ২০৪৭
C| 2030 / ২০৩০
D| 2070 / ২০৭০
Shift| 12/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.41
Topic| 
SubTopic| 
QuestionID| GACA-001066

QEN| Which of the following new digital facilities was launched in May 2025 by the Union Ministry of Social Justice and Empowerment during the ‘Ageing with Dignity’ event?
QBN| মে ২০২৫-এ 'এজিং উইথ ডিগনিটি' ইভেন্টের সময় কেন্দ্রীয় সামাজিক ন্যায়বিচার ও ক্ষমতায়ন মন্ত্রক কোন নতুন ডিজিটাল সুবিধা চালু করেছিল?
Common| 
Image| 
A| Senior Citizens Welfare Portal / সিনিয়র সিটিজেনস ওয়েলফেয়ার পোর্টাল (Senior Citizens Welfare Portal)
B| One-Stop Senior Citizens Services Portal / ওয়ান-স্টপ সিনিয়র সিটিজেনস সার্ভিসেস পোর্টাল (One-Stop Senior Citizens Services Portal)
C| Digital Life Certificate Platform / ডিজিটাল লাইফ সার্টিফিকেট প্ল্যাটফর্ম (Digital Life Certificate Platform)
D| Employment Exchange Portal for Senior Citizens / এমপ্লয়মেন্ট এক্সচেঞ্জ পোর্টাল ফর সিনিয়র সিটিজেনস (Employment Exchange Portal for Senior Citizens)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.48
Topic| 
SubTopic| 
QuestionID| GACA-001067

QEN| Which of the following is NOT included among the four Labour Codes implemented in 2025?
QBN| ২০২৫ সালে বাস্তবায়িত চারটি শ্রম কোডের মধ্যে নিচের কোনটি অন্তর্ভুক্ত নয়?
Common| 
Image| 
A| Code on Social Security, 2020 / সামাজিক সুরক্ষা কোড, ২০২০ (Code on Social Security, 2020)
B| Industrial Relations Code, 2020 / শিল্প সম্পর্ক কোড, ২০২০ (Industrial Relations Code, 2020)
C| Code on Education, 2021 / শিক্ষা সংক্রান্ত কোড, ২০২১ (Code on Education, 2021)
D| Code on Wages, 2019 / মজুরি সংক্রান্ত কোড, ২০১৯ (Code on Wages, 2019)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.13
Topic| 
SubTopic| 
QuestionID| GACA-001068

QEN| India joined which European drone programme as an observer in January 2025?
QBN| জানুয়ারি ২০২৫-এ ভারত কোন ইউরোপীয় ড্রোন কর্মসূচিতে পর্যবেক্ষক হিসেবে যোগ দিয়েছে?
Common| 
Image| 
A| Predator XP / প্রিডেটর এক্সপি (Predator XP)
B| nEUROn / নিউরন (nEUROn)
C| Eurodrone / ইউরোড্রোন (Eurodrone)
D| Global Hawk / গ্লোবাল হক (Global Hawk)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.77
Topic| 
SubTopic| 
QuestionID| GACA-001069

QEN| The Constitution (Scheduled Castes) Order (Amendment) Bill, 2023 amends the Constitution (Scheduled Caste) Order 1950 with respect to which state?
