Exam| RRB GROUP-D CBT-I
QEN| In the Union Budget 2025-26, what was the amount allocated to the Ministry of Health and Family Welfare?
QBN| কেন্দ্রীয় বাজেট ২০২৫-২৬-এ, স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রকের জন্য কত টাকা বরাদ্দ করা হয়েছিল?
Common| 
Image| 
A| ₹99,858.56 Crore / ₹৯৯,৮৫৮.৫৬ কোটি
B| ₹85,300 Crore / ₹৮৫,৩০০ কোটি
C| ₹1,25,000 Crore / ₹১,২৫,০০০ কোটি
D| ₹79,200 Crore / ₹৭৯,২০০ কোটি
Shift| 15/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.49
Topic| 
SubTopic| 
QuestionID| GACA-000736

QEN| Who received the P C Chandra Puraskaar 2025 in Kolkata?
QBN| কলকাতায় পিসি চন্দ্র পুরস্কার ২০২৫ কে পেয়েছেন?
Common| 
Image| 
A| Leander Paes / লিয়েন্ডার পেজ (Leander Paes)
B| Amjad Ali Khan / আমজাদ আলী খান (Amjad Ali Khan)
C| Mary Kom / মেরি কম (Mary Kom)
D| Kapil Dev / কপিল দেব (Kapil Dev)
Shift| 09/01/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 8.73
Topic| 
SubTopic| 
QuestionID| GACA-000737

QEN| The Indian Navy along with the navy of which other country held a joint PASSEX exercise near Mumbai on 10 July 2025, in the Arabian Sea?
QBN| ১০ জুলাই ২০২৫ তারিখে আরব সাগরে মুম্বাইয়ের কাছে ভারতীয় নৌবাহিনী অন্য কোন দেশের নৌবাহিনীর সাথে যৌথ প্যাসেক্স (PASSEX) মহড়া করেছিল?
Common| 
Image| 
A| Greece / গ্রিস (Greece)
B| Japan / জাপান (Japan)
C| Indonesia / ইন্দোনেশিয়া (Indonesia)
D| Malaysia / মালয়েশিয়া (Malaysia)
Shift| 03/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.79
Topic| 
SubTopic| 
QuestionID| GACA-000738

QEN| Operation Alert, launched by the Border Security Force in August 2025, primarily aimed to strengthen security along which Indian border?
QBN| সীমান্ত নিরাপত্তা বাহিনী কর্তৃক ২০২৫ সালের আগস্টে চালু হওয়া 'অপারেশন অ্যালার্ট'-এর মূল লক্ষ্য ছিল কোন ভারতীয় সীমান্ত বরাবর নিরাপত্তা জোরদার করা?
Common| 
Image| 
A| Rajasthan border / রাজস্থান সীমান্ত (Rajasthan border)
B| Assam border / আসাম সীমান্ত (Assam border)
C| Punjab border / পাঞ্জাব সীমান্ত (Punjab border)
D| Jammu and Kashmir border / জম্মু ও কাশ্মীর সীমান্ত (Jammu and Kashmir border)
Shift| 06/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.88
Topic| 
SubTopic| 
QuestionID| GACA-000739

QEN| Which three economies topped the IMD World Competitiveness Ranking in June 2025?
QBN| ২০২৫ সালের জুনে আইএমডি ওয়ার্ল্ড কম্পিটিটিভনেস র‍্যাঙ্কিংয়ে কোন তিনটি অর্থনীতি শীর্ষস্থানে ছিল?
Common| 
Image| 
A| USA, China, Germany / যুক্তরাষ্ট্র, চীন, জার্মানি (USA, China, Germany)
B| Switzerland, Singapore, Hong Kong / সুইজারল্যান্ড, সিঙ্গাপুর, হংকং (Switzerland, Singapore, Hong Kong)
C| Japan, Canada, UK / জাপান, কানাডা, যুক্তরাজ্য (Japan, Canada, UK)
D| Finland, Denmark, Sweden / ফিনল্যান্ড, ডেনমার্ক, সুইডেন (Finland, Denmark, Sweden)
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.60
Topic| 
SubTopic| 
QuestionID| GACA-000740

QEN| Which club won the 2025 UEFA Champions League?
QBN| ২০২৫ উয়েফা চ্যাম্পিয়নস লিগ (UEFA Champions League) জিতেছে কোন ক্লাব?
Common| 
Image| 
A| Bayern Munich / বায়ার্ন মিউনিখ (Bayern Munich)
B| Manchester City / ম্যানচেস্টার সিটি (Manchester City)
C| Paris Saint-Germain / প্যারিস সেন্ট-জার্মেই (Paris Saint-Germain)
D| Real Madrid / রিয়েল মাদ্রিদ (Real Madrid)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.17
Topic| 
SubTopic| 
QuestionID| GACA-000741

QEN| Which prestigious theatre awards took place on 6 April 2025 at the Royal Albert Hall?
QBN| ৬ এপ্রিল ২০২৫ তারিখে রয়্যাল অ্যালবার্ট হলে কোন মর্যাদাপূর্ণ থিয়েটার পুরস্কার প্রদান করা হয়?
Common| 
Image| 
A| Tony Awards / টনি অ্যাওয়ার্ডস (Tony Awards)
B| Critics’ Circle Theatre Awards / ক্রিটিকস সার্কেল থিয়েটার অ্যাওয়ার্ডস (Critics' Circle Theatre Awards)
C| Laurence Olivier Awards / লরেন্স অলিভিয়ার অ্যাওয়ার্ডস (Laurence Olivier Awards)
D| Evening Standard Theatre Awards / ইভনিং স্ট্যান্ডার্ড থিয়েটার অ্যাওয়ার্ডস (Evening Standard Theatre Awards)
Shift| 24/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.22
Topic| 
SubTopic| 
QuestionID| GACA-000742

QEN| Which team won the Laureus World Team of the Year in 2025?
QBN| ২০২৫ সালে কোন দলটি লরিয়াস ওয়ার্ল্ড টিম অফ দ্য ইয়ার জিতেছে?
Common| 
Image| 
A| Real Madrid / রিয়েল মাদ্রিদ (Real Madrid)
B| Spain Olympic Football Team / স্প্যানিশ অলিম্পিক ফুটবল দল (Spain Olympic Football Team)
C| Los Angeles Lakers / লস অ্যাঞ্জেলেস লেকার্স (Los Angeles Lakers)
D| Barcelona / বার্সেলোনা (Barcelona)
Shift| 27/11/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.03
Topic| 
SubTopic| 
QuestionID| GACA-000743

QEN| Which Indian-Colombian pair won the men’s doubles title at the 2025 Chile Open?
QBN| কোন ভারতীয়-কলম্বিয়ান জুটি ২০২৫ চিলি ওপেনে পুরুষদের ডাবলসে খেতাব জিতেছে?
Common| 
Image| 
A| Rohan Bopanna and Juan Sebastián Cabal / রোহন বোপান্না এবং হুয়ান সেবাস্তিয়ান কাবাল (Rohan Bopanna and Juan Sebastián Cabal)
B| Rithvik Bollipalli and Nicolás Barrientos / ঋত্বিক বল্লিপল্লী এবং নিকোলাস বারিয়েন্তোস (Rithvik Bollipalli and Nicolás Barrientos)
C| Arjun Kadhe and Alejandro Gómez / অর্জুন কাদে এবং আলেহান্দ্রো গোমেজ (Arjun Kadhe and Alejandro Gómez)
D| Yuki Bhambri and Nicolás Barrientos / ইউকি ভাম্ব্রি এবং নিকোলাস বারিয়েন্তোস (Yuki Bhambri and Nicolás Barrientos)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 6.31
Topic| 
SubTopic| 
QuestionID| GACA-000744

QEN| Which of the following was inducted in the UNESCO World Network of Biosphere Reserves in September 2025?
QBN| সেপ্টেম্বর ২০২৫-এ ইউনেস্কো ওয়ার্ল্ড নেটওয়ার্ক অফ বায়োস্ফিয়ার রিজার্ভে নিচের কোনটি অন্তর্ভুক্ত করা হয়েছিল?
Common| 
Image| 
A| Pachmarhi Biosphere Reserve / পাঁচমারি বায়োস্ফিয়ার রিজার্ভ (Pachmarhi Biosphere Reserve)
B| Kachchh Biosphere Reserve / কচ্ছ বায়োস্ফিয়ার রিজার্ভ (Kachchh Biosphere Reserve)
C| Cold Desert Biosphere Reserve / কোল্ড ডেজার্ট বায়োস্ফিয়ার রিজার্ভ (Cold Desert Biosphere Reserve)
D| Achanakmar–Amarkantak Biosphere Reserve / আচানাকমার-অমরকন্টক বায়োস্ফিয়ার রিজার্ভ (Achanakmar–Amarkantak Biosphere Reserve)
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.37
Topic| 
SubTopic| 
QuestionID| GACA-000745

QEN| What historic milestone did Sajan Prakash achieve before receiving the Arjuna Award in 2024?
QBN| ২০২৪ সালে অর্জুন পুরস্কার পাওয়ার আগে সাজন প্রকাশ কোন ঐতিহাসিক মাইলফলক অর্জন করেছিলেন?
Common| 
Image| 
A| First Indian swimmer to win an Olympic medal / অলিম্পিক পদক জয়ী প্রথম ভারতীয় সাঁতারু
B| Youngest Indian swimmer to qualify for Olympics / অলিম্পিকের জন্য যোগ্যতা অর্জনকারী কনিষ্ঠতম ভারতীয় সাঁতারু
C| First Indian swimmer to breach the FINA “A” qualification time / এফ.আই.এন.এ. "এ" [FINA "A"] যোগ্যতা অর্জনের সময় অতিক্রমকারী প্রথম ভারতীয় সাঁতারু
D| Only swimmer to compete in both Summer and Commonwealth Games / গ্রীষ্মকালীন এবং কমনওয়েলথ গেমস উভয় প্রতিযোগিতায় অংশগ্রহণকারী একমাত্র সাঁতারু
Shift| 15/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.06
Topic| 
SubTopic| 
QuestionID| GACA-000746

QEN| Which organisation initiated a 12-day cybersecurity exercise called ‘Cyber Suraksha’, starting 16 June 2025?
QBN| কোন সংস্থা ১৬ জুন ২০২৫ থেকে শুরু হওয়া 'সাইবার সুরক্ষা' নামে ১২ দিনের সাইবার নিরাপত্তা মহড়া শুরু করেছিল?
Common| 
Image| 
A| Indian Air Force Cyber Agency / ভারতীয় বিমানবাহিনী সাইবার সংস্থা (Indian Air Force Cyber Agency)
B| Cyber Security Association of India / সাইবার সিকিউরিটি অ্যাসোসিয়েশন অফ ইন্ডিয়া (Cyber Security Association of India)
C| Indian Defence Cyber Agency / ভারতীয় প্রতিরক্ষা সাইবার সংস্থা (Indian Defence Cyber Agency)
D| Indian Space Research Organisation / ভারতীয় মহাকাশ গবেষণা সংস্থা (Indian Space Research Organisation)
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.46
Topic| 
SubTopic| 
QuestionID| GACA-000747

QEN| Which of the following labs under the Defence Research and Development Organisation (DRDO), successfully conducted high-altitude trials of the Indigenous On-Board Oxygen Generating System (OBOGS)-based Integrated Life Support System (ILSS) for the LCA Tejas aircraft, on March 04, 2025?
QBN| প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থার (DRDO) অধীনে থাকা নিচের কোন ল্যাবটি ৪ মার্চ ২০২৫ তারিখে এলসিএ তেজস বিমানের জন্য দেশীয় অন-বোর্ড অক্সিজেন জেনারেটিং সিস্টেম (OBOGS)-ভিত্তিক ইন্টিগ্রেটেড লাইফ সাপোর্ট সিস্টেমের (ILSS) উচ্চ-উচ্চতায় সফল পরীক্ষা পরিচালনা করেছে?
Common| 
Image| 
A| Aerial Delivery Research and Development Establishment (ADRDE) / এরিয়াল ডেলিভারি রিসার্চ অ্যান্ড ডেভেলপমেন্ট এস্ট্যাবলিশমেন্ট (ADRDE)
B| Defence Electronics Research Laboratory (DLRL) / ডিফেন্স ইলেকট্রনিক্স রিসার্চ ল্যাবরেটরি (DLRL)
C| Defence Laboratory Jodhpur (DLJ) / ডিফেন্স ল্যাবরেটরি যোধপুর (DLJ)
D| Defence Bio-Engineering & Electro Medical Laboratory (DEBEL) / ডিফেন্স বায়ো-প্রকৌশল ও ইলেকট্রো মেডিক্যাল ল্যাবরেটরি (DEBEL)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.26
Topic| 
SubTopic| 
QuestionID| GACA-000748

QEN| Which of the following countries hosted the 2025 ISSF World Cup in Rifle
QBN| Pistol shooting? / নিচের কোন দেশটি রাইফেল/পিস্তল শুটিংয়ে ২০২৫ সালের আইএসএসএফ (ISSF) বিশ্বকাপের আয়োজন করেছিল?
Common| 
Image| 
A| India / ভারত (India)
B| Peru / পেরু (Peru)
C| Germany / জার্মানি (Germany)
D| Egypt / মিশর (Egypt)
Shift| 04/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.86
Topic| 
SubTopic| 
QuestionID| GACA-000749

QEN| Who received the Sporting Icon Award at the 2025 Laureus ceremony?
QBN| ২০২৫ সালের লরিয়াস অনুষ্ঠানে স্পোর্টিং আইকন পুরস্কার কে পেয়েছেন?
Common| 
Image| 
A| Usain Bolt / উসেইন বোল্ট (Usain Bolt)
B| Novak Djokovic / নোভাক জোকোভিচ (Novak Djokovic)
C| Rafael Nadal / রাফায়েল নাদাল (Rafael Nadal)
D| Serena Williams / সেরেনা উইলিয়ামস (Serena Williams)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.65
Topic| 
SubTopic| 
QuestionID| GACA-000750

QEN| In June 2025, which companies received the technology for the 70-ton Tank Transporter Trailer for MBT Arjun Mk-1A?
QBN| ২০২৫ সালের জুনে, কোন কোম্পানিগুলি এমবিটি অর্জুন মার্ক-১এ (MBT Arjun Mk-1A)-এর জন্য ৭০-টনের ট্যাংক ট্রান্সপোর্টার ট্রেলারের প্রযুক্তি পেয়েছে?
Common| 
Image| 
A| Metaltech Motor Bodies Pvt Ltd, Goma Engineering Pvt Ltd, John Galt International / মেটালটেক মোটর বডিজ প্রাঃ লিঃ, গোমা ইঞ্জিনিয়ারিং প্রাঃ লিঃ, জন গাল্ট ইন্টারন্যাশনাল (Metaltech Motor Bodies Pvt Ltd, Goma Engineering Pvt Ltd, John Galt International)
B| Bharat Electronics Ltd, Tata Advanced Systems Ltd, John Galt International / ভারত ইলেকট্রনিক্স লিঃ, টাটা অ্যাডভান্সড সিস্টেমস লিঃ, জন গাল্ট ইন্টারন্যাশনাল (Bharat Electronics Ltd, Tata Advanced Systems Ltd, John Galt International)
C| Bharat Forge, Dass Hitachi Ltd, John Galt International / ভারত ফোর্জ, দাস হিটাচি লিঃ, জন গাল্ট ইন্টারন্যাশনাল (Bharat Forge, Dass Hitachi Ltd, John Galt International)
D| BEML Ltd, Tata International Vehicle Applications, SDR Auto Pvt Ltd, John Galt International / বি.ই.এম.এল. লিঃ, টাটা ইন্টারন্যাশনাল ভেহিকেল অ্যাপ্লিকেশনস, এসডিআর অটো প্রাঃ লিঃ, জন গাল্ট ইন্টারন্যাশনাল (BEML Ltd, Tata International Vehicle Applications, SDR Auto Pvt Ltd, John Galt International)
Shift| 14/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.67
Topic| 
SubTopic| 
QuestionID| GACA-000751

QEN| Which Indian city was the first to issue a Certified Green Municipal Bond?
QBN| কোন ভারতীয় শহর প্রথম সার্টিফাইড গ্রিন মিউনিসিপ্যাল বন্ড ইস্যু করেছে?
Common| 
Image| 
A| Ghaziabad / গাজিয়াবাদ (Ghaziabad)
B| Chennai / চেন্নাই (Chennai)
C| Kochi / কোচি (Kochi)
D| Indore / ইন্দোর (Indore)
Shift| 28/11/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.95
Topic| 
SubTopic| 
QuestionID| GACA-000752

QEN| Who was honored with the Satyajit Ray Memorial Award at the 21st Third Eye Asian Film Festival in 2025?
QBN| ২০২৫ সালে ২১তম থার্ড আই এশিয়ান ফিল্ম ফেস্টিভ্যালে কে সত্যজিৎ রায় মেমোরিয়াল পুরস্কারে ভূষিত হন?
Common| 
Image| 
A| Amitabh Bachan / অমিতাভ বচ্চন (Amitabh Bachchan)
B| Javed Ali Khan / জাভেদ আলী খান (Javed Ali Khan)
C| Rafique Baghdadi / রফিক বাগদাদী (Rafique Baghdadi)
D| Shah Rukh Khan / শাহরুখ খান (Shah Rukh Khan)
Shift| 10/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.21
Topic| 
SubTopic| 
QuestionID| GACA-000753

QEN| Who earned the 'Game Changer' award at the Women’s Football Awards 2025?
QBN| ২০২৫ সালের উইমেনস ফুটবল অ্যাওয়ার্ডসে কে 'গেম চেঞ্জার' পুরস্কার পেয়েছেন?
Common| 
Image| 
A| Anita Asante / অনিতা আসেন্তে (Anita Asante)
B| Keira Walsh / কিয়েরা ওয়ালশ (Keira Walsh)
C| Bethany England / বেথানী ইংল্যান্ড (Bethany England)
D| Viviane Asseyi / ভিভিয়ানে আসেইই (Viviane Asseyi)
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 9.22
Topic| 
SubTopic| 
QuestionID| GACA-000754

QEN| As per the India Justice Report, 2025, which is the only state in India to meet all three (SC, ST and OBC) quotas in both the police and judiciary?
QBN| ইন্ডিয়া জাস্টিস রিপোর্ট ২০২৫ অনুসারে, পুলিশ ও বিচার বিভাগ উভয় ক্ষেত্রেই তিনটি (এসসি, এসটি এবং ওবিসি) কোটা পূরণকারী ভারতের একমাত্র রাজ্য কোনটি?
Common| 
Image| 
A| Karnataka / কর্ণাটক (Karnataka)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| Assam / আসাম (Assam)
D| Kerala / কেরালা (Kerala)
Shift| 15/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.92
Topic| 
SubTopic| 
QuestionID| GACA-000755

QEN| In June 2025, the Bonn Climate Change Conference 2025 was held in:
QBN| ২০২৫ সালের জুনে বন জলবায়ু পরিবর্তন সম্মেলন ২০২৫ (Bonn Climate Change Conference 2025) কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| France / ফ্রান্স (France)
B| Switzerland / সুইজারল্যান্ড (Switzerland)
C| Paris / প্যারিস (Paris)
D| Germany / জার্মানি (Germany)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 7.74
Topic| 
SubTopic| 
QuestionID| GACA-000756

QEN| Which state secured second position, with a score of 74.24%, in the effective management practices followed in the National Parks (NP) and Protected Areas (PA) carried out by the Union Ministry of Environment, Forest and Climate Change for 2020-2025?
QBN| ২০২০-২০২৫ সালের জন্য কেন্দ্রীয় পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রক কর্তৃক জাতীয় উদ্যান (NP) এবং সংরক্ষিত এলাকায় (PA) অনুসৃত কার্যকর ব্যবস্থাপনা অনুশীলনে ৭৪.২৪% নম্বর নিয়ে কোন রাজ্য দ্বিতীয় স্থান অধিকার করেছে?
Common| 
Image| 
A| Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
B| Gujarat / গুজরাট (Gujarat)
C| Karnataka / কর্ণাটক (Karnataka)
D| Punjab / পাঞ্জাব (Punjab)
Shift| 02/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.78
Topic| 
SubTopic| 
QuestionID| GACA-000757

QEN| In June 2025, which district was officially declared the first single-use plastic (SUP)–free district in Odisha?
QBN| ২০২৫ সালের জুনে ওড়িশার কোন জেলাকে আনুষ্ঠানিকভাবে প্রথম একক-ব্যবহারের প্লাস্টিক (SUP) মুক্ত জেলা হিসেবে ঘোষণা করা হয়?
Common| 
Image| 
A| Bargarh / বারগড় (Bargarh)
B| Rayagada / রায়গড়া (Rayagada)
C| Kalahandi / কালাহান্ডি (Kalahandi)
D| Nuapada / নুপাড়া (Nuapada)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.28
Topic| 
SubTopic| 
QuestionID| GACA-000758

QEN| Where will India’s first electronic waste (e‑waste) eco‑park be established by the Delhi government as a model for sustainable urban development?
QBN| টেকসই নগর উন্নয়নের মডেল হিসেবে দিল্লি সরকার ভারতের প্রথম ইলেকট্রনিক বর্জ্য (ই-বর্জ্য) ইকো-পার্ক কোথায় স্থাপন করবে?
Common| 
Image| 
A| Anand Vihar / আনন্দ বিহার (Anand Vihar)
B| Dwarka / দ্বারকা (Dwarka)
C| Holambi Kalan / হোলাম্বি কালান (Holambi Kalan)
D| Rohini / রোহিনী (Rohini)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.74
Topic| 
SubTopic| 
QuestionID| GACA-000759

QEN| The Fit India Movement's 'Sundays on Cycle' event, aimed at promoting a healthy lifestyle, was held in February 2025. At which iconic Mumbai landmark did it take place?
QBN| স্বাস্থ্যকর জীবনধারা প্রচারের লক্ষ্যে ফিট ইন্ডিয়া মুভমেন্টের 'সানডেজ অন সাইকেল' ইভেন্টটি ফেব্রুয়ারি ২০২৫-এ অনুষ্ঠিত হয়েছিল। মুম্বাইয়ের কোন আইকনিক ল্যান্ডমার্কে এটি অনুষ্ঠিত হয়?
Common| 
Image| 
A| Chhatrapati Shivaji Maharaj Terminus / ছত্রপতি শিবাজী মহারাজ টার্মিনাস (Chhatrapati Shivaji Maharaj Terminus)
B| Marine Drive / মেরিন ড্রাইভ (Marine Drive)
C| Gateway of India / গেটওয়ে অফ ইন্ডিয়া (Gateway of India)
D| Bandra-Worli Sea Link / বান্দ্রা-ওরলি সি লিঙ্ক (Bandra-Worli Sea Link)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.71
Topic| 
SubTopic| 
QuestionID| GACA-000760

QEN| What is the name of India’s first indigenously developed CRISPR gene therapy designed to treat Sickle Cell Disease?
QBN| সিকেল সেল রোগের চিকিৎসার জন্য ভারতের প্রথম নিজস্ব প্রযুক্তিতে তৈরি সিআরআইএসপিআর (CRISPR) জিন থেরাপির নাম কী?
Common| 
Image| 
A| SCD Cure X / এসসিডি কিওর এক্স (SCD Cure X)
B| GeneHeal Pro / জিনহিল প্রো (GeneHeal Pro)
C| BIRSA 101 / বিরসা ১০১ (BIRSA 101)
D| CRISPR-Cure / সিআরআইএসপিআর-কিওর (CRISPR-Cure)
Shift| 10/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.45
Topic| 
SubTopic| 
QuestionID| GACA-000761

QEN| Where were the Special Olympics World Winter Games 2025 held?
QBN| স্পেশাল অলিম্পিকস ওয়ার্ল্ড উইন্টার গেমস ২০২৫ কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Canada / কানাডা (Canada)
B| China / চীন (China)
C| Iceland / আইসল্যান্ড (Iceland)
D| Italy / ইতালি (Italy)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.88
Topic| 
SubTopic| 
QuestionID| GACA-000762

QEN| When is Hindi Journalism Day celebrated every year in India?
QBN| ভারতে প্রতি বছর হিন্দি সাংবাদিকতা দিবস কবে পালিত হয়?
Common| 
Image| 
A| 9 April / ৯ এপ্রিল
B| 30 May / ৩০ মে
C| 5 May / ৫ মে
D| 18 February / ১৮ ফেব্রুয়ারি
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 7.51
Topic| 
SubTopic| 
QuestionID| GACA-000763

QEN| The 115th executive council meeting of the All-India Mayor Council was held on 15-16 June 2025 in which city?
QBN| অল-ইন্ডিয়া মেয়র কাউন্সিলের ১১৫তম এক্সিকিউটিভ কাউন্সিল মিটিং ১৫-১৬ জুন ২০২৫ তারিখে কোন শহরে অনুষ্ঠিত হয়?
Common| 
Image| 
A| Panchkula / পঞ্চকুলা (Panchkula)
B| Agra / আগ্রা (Agra)
C| Mumbai / মুম্বাই (Mumbai)
D| New Delhi / নতুন দিল্লি (New Delhi)
Shift| 17/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.08
Topic| 
SubTopic| 
QuestionID| GACA-000764

QEN| Which team won the 2025 UEFA-Champions League?
QBN| ২০২৫ উয়েফা-চ্যাম্পিয়নস লিগে কোন দল জিতেছে?
Common| 
Image| 
A| Barcelona / বার্সেলোনা (Barcelona)
B| Paris Saint‑Germain / প্যারিস সেন্ট-জার্মেই (Paris Saint-Germain)
C| Bayern Munich / বায়ার্ন মিউনিখ (Bayern Munich)
D| Inter Milan / ইন্টার মিলান (Inter Milan)
Shift| 30/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.79
Topic| 
SubTopic| 
QuestionID| GACA-000765

QEN| Who received the Padma Bhushan in 2025 for his contributions to the field of Arts from Maharashtra?
QBN| শিল্পকলার ক্ষেত্রে অবদানের জন্য মহারাষ্ট্র থেকে ২০২৫ সালে কে পদ্মভূষণ পেয়েছেন?
Common| 
Image| 
A| S Ajith Kumar / এস অজিত কুমার (S Ajith Kumar)
B| Pankaj Patel / পঙ্কজ প্যাটেল (Pankaj Patel)
C| Nandamuri Balakrishna / নন্দমুরি বালকৃষ্ণ (Nandamuri Balakrishna)
D| Shekhar Kapur / শেখর কাপুর (Shekhar Kapur)
Shift| 17/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.49
Topic| 
SubTopic| 
QuestionID| GACA-000766

QEN| Which of the following Indian banks increased the minimum balance requirement for new customers for the semi-urban segment branches to ₹25,000, compared to its earlier ₹5,000 levels from August 1, 2025?
QBN| ভারতের নিচের কোন ব্যাংক ১ আগস্ট ২০২৫ থেকে নতুন গ্রাহকদের জন্য সেমি-আরবান এলাকার শাখাগুলির জন্য ন্যূনতম ব্যালেন্সের প্রয়োজনীয়তা আগের ₹৫,০০০ টাকার তুলনায় বাড়িয়ে ₹২৫,০০০ টাকা করেছে?
Common| 
Image| 
A| Punjab National Bank / পাঞ্জাব ন্যাশনাল ব্যাংক (Punjab National Bank)
B| HDFC Bank / এইচ.ডি.এফ.সি. ব্যাংক (HDFC Bank)
C| ICICI Bank / আই.সি.আই.সি.আই. ব্যাংক (ICICI Bank)
D| State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.04
Topic| 
SubTopic| 
QuestionID| GACA-000767

QEN| In 2025, which state decided to review the Shakti Bill, which was to protect children and women from crime?
QBN| ২০২৫ সালে কোন রাজ্য নারী ও শিশুদের অপরাধ থেকে রক্ষা করার উদ্দেশ্যে তৈরি শক্তি বিল পর্যালোচনার সিদ্ধান্ত নিয়েছে?
Common| 
Image| 
A| Bihar / বিহার (Bihar)
B| Maharashtra / মহারাষ্ট্র (Maharashtra)
C| Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
D| Uttar Pradesh / উত্তরপ্রদেশ (Uttar Pradesh)
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.15
Topic| 
SubTopic| 
QuestionID| GACA-000768

QEN| In March 2025, who was appointed as a full-time member of NITI Aayog, after serving as Cabinet Secretary until August 2024?
QBN| আগস্ট ২০২৪ পর্যন্ত ক্যাবিনেট সচিব হিসেবে দায়িত্ব পালনের পর, ২০২৫ সালের মার্চ মাসে কাকে নীতি আয়োগের পূর্ণকালীন সদস্য হিসেবে নিযুক্ত করা হয়?
Common| 
Image| 
A| S Mahendra Dev / এস মহেন্দ্র দেব (S Mahendra Dev)
B| BVR Subrahmanyam / বিভিআর সুব্রহ্মণ্যম (BVR Subrahmanyam)
C| Arvind Panagariya / অরবিন্দ পানাগড়িয়া (Arvind Panagariya)
D| Rajiv Gauba / রাজীব গৌবা (Rajiv Gauba)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 6.43
Topic| 
SubTopic| 
QuestionID| GACA-000769

QEN| In July 2025, the Ministry of Tribal Affairs partnered with which organisation to support 68 Eklavya Model Residential Schools (EMRS) in Chhattisgarh, benefiting more than 28,000 tribal students?
QBN| ২০২৫ সালের জুলাই মাসে, উপজাতি বিষয়ক মন্ত্রক ছত্তিশগড়ের ৬৮টি এককব্য মডেল রেসিডেন্সিয়াল স্কুল (EMRS) কে সহায়তা করার জন্য কোন সংস্থার সাথে অংশীদারিত্ব করেছে, যার ফলে ২৮,০০০ এরও বেশি উপজাতি শিক্ষার্থী উপকৃত হবে?
Common| 
Image| 
A| Coal India Limited / কোল ইন্ডিয়া লিমিটেড (Coal India Limited)
B| Steel Authority of India Limited / স্টিল অথরিটি অফ ইন্ডিয়া লিমিটেড (Steel Authority of India Limited)
