Exam| RRB GROUP-D CBT-I
Q|The Indian Space Research Organisation (ISRO) is seeking to collaborate with the European Space Agency (ESA) on which of the following missions to track and study the Apophis asteroid, which is slated to make a close encounter with Earth in 2029? / ভারতীয় মহাকাশ গবেষণা সংস্থা (ISRO) অপোফিস (Apophis) গ্রহাণুটি ট্র্যাক এবং অধ্যয়ন করার জন্য ইউরোপীয় মহাকাশ সংস্থার (ESA) সাথে নিচের কোন মিশনে সহযোগিতা করতে চাইছে, যা ২০২৯ সালে পৃথিবীর কাছাকাছি আসবে বলে নির্ধারিত রয়েছে?
A|Kopunegar mission / কোপুনেগার মিশন (Kopunegar mission)
B|Zuris mission / জুরিস মিশন (Zuris mission)
C|Cristono mission / ক্রিস্টোনো মিশন (Cristono mission)
D|Ramses mission / রামসেস মিশন (Ramses mission)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.43

Q|Karad, which was recognised by the Ministry of Housing and Urban Affairs for achieving 100% segregation, collection, and processing of sanitary and biomedical waste in April 2025, is located in which of the following districts? / কারাদ, যা ২০২৫ সালের এপ্রিলে স্যানিটারি এবং বায়োমেডিকেল বর্জ্যের ১০০% পৃথকীকরণ, সংগ্রহ এবং প্রক্রিয়াকরণ অর্জনের জন্য আবাসন ও নগর বিষয়ক মন্ত্রক দ্বারা স্বীকৃত হয়েছিল, এটি নিচের কোন জেলায় অবস্থিত?
A|Indore district / ইন্দোর জেলা (Indore district)
B|Dehradun district / দেরাদুন জেলা (Dehradun district)
C|Satara district / সাতারা জেলা (Satara district)
D|Coimbatore district / কোয়েম্বাটুর জেলা (Coimbatore district)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|5.33

Q|With which government did the Ministry of Environment, Forest and Climate Change sign a Memorandum of Cooperation on Joint Crediting Mechanism (JCM) under Article 6.2 of the Paris Agreement on Climate Change, in August 2025? / পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রক ২০২৫ সালের আগস্ট,ে জলবায়ু পরিবর্তন সংক্রান্ত প্যারিস চুক্তির অনুচ্ছেদ ৬.২ এর অধীনে যৌথ ঋণদান ব্যবস্থার (JCM) সমঝতা স্মারক কোন সরকারের সাথে স্বাক্ষর করেছে?
A|Belgium / বেলজিয়াম (Belgium)
B|Japan / জাপান (Japan)
C|Germany / জার্মানি (Germany)
D|Brazil / ব্রাজিল (Brazil)
Shift| 16/12/2025 9:00 AM - 10:30 AM
Correct|B
Difficulty|5.75

Q|During 2025-26, India's overall goods and services exports are expected to reach / ২০২৫-২৬ সাল চলাকালীন ভারতের সামগ্রিক পণ্য ও পরিষেবা রপ্তানি কত তে পৌঁছাবে বলে আশা করা হচ্ছে?
A|$2 trillion / $ ২ ট্রিলিয়ন
B|$1.5 trillion / $ ১.৫ ট্রিলিয়ন
C|$0.5 trillion / $ ০.৫ ট্রিলিয়ন
D|$1 trillion / $ ১ ট্রিলিয়ন
Shift| 23/12/2025 4:30 PM - 6:00 PM
Correct|D
Difficulty|5.40

Q|Which of the following states introduced the strengthening of the SHe-Box portal in May 2025? / নিচের কোন রাজ্য ২০২৫ সালের মে মাসে শি-বক্স (SHe-Box) পোর্টালকে শক্তিশালী করার উদ্যোগ নিয়েছিল?
A|Uttar Pradesh / উত্তরপ্রদেশ (Uttar Pradesh)
B|Maharashtra / মহারাষ্ট্র (Maharashtra)
C|Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
D|Punjab / পাঞ্জাব (Punjab)
Shift| 03/02/2026 12:45 PM - 2:15 PM
Correct|A
Difficulty|7.04

Q|As notified in March 2025, how many DRDO Industry Academia Centres of Excellence (DIA-CoEs) have been set up across the country at premier institutions such as IITs, IISc, and central universities? / ২০২৫ সালের মার্চ মাসের বিজ্ঞপ্তি অনুসারে, আইআইটি, আইআইএসসি এবং কেন্দ্রীয় বিশ্ববিদ্যালয়গুলির মতো শীর্ষস্থানীয় প্রতিষ্ঠানগুলিতে দেশজুড়ে কতগুলি ডিআরডিও ইন্ডাস্ট্রি অ্যাকাডেমিয়া সেন্টার অফ এক্সেলেন্স (DIA-CoEs) স্থাপন করা হয়েছে?
A|15 / ১৫
B|10 / ১০
C|20 / ২০
D|5 / ৫
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct|A
Difficulty|6.30

Q|Which Indian state topped the 'Environment' theme in the State of States rankings of the State of India's Environment 2025 report released by the Centre for Science and Environment (CSE)? / সেন্টার ফর সায়েন্স অ্যান্ড এনভায়রনমেন্ট (CSE) দ্বারা প্রকাশিত স্টেট অফ ইন্ডিয়াজ এনভায়রনমেন্ট ২০২৫ রিপোর্টের স্টেট অফ স্টেটস র‍্যাঙ্কিংয়ে কোন ভারতীয় রাজ্য 'পরিবেশ' থিমে শীর্ষস্থান অধিকার করেছে?
A|Uttar Prasesh / উত্তরপ্রদেশ (Uttar Pradesh)
B|Madhya Pradesh / মধ্যপ্রদেশ (Madhya Pradesh)
C|Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
D|Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|9.14

Q|Which company signed an MoU with the Aeronautical Development Agency (ADA) during Aero India 2025, for the development of Flight Control Actuators for the AMCA programme? / অ্যারো ইন্ডিয়া ২০২৫ চলাকালীন এমসিএ (AMCA) প্রোগ্রামের ফ্লাইট কন্ট্রোল অ্যাকচুয়েটরগুলির বিকাশের জন্য অ্যারোনটিক্যাল ডেভেলপমেন্ট এজেন্সি (ADA)-এর সাথে কোন কোম্পানি একটি সমঝোতা স্মারক স্বাক্ষর করেছে?
A|Godrej & Boyce Manufacturing Company Limited / গোদরেজ অ্যান্ড বয়েস ম্যানুফ্যাকচারিং কোম্পানি লিমিটেড (Godrej & Boyce Manufacturing Company Limited)
B|Bharat Dynamics Limited / ভারত ডায়নামিক্স লিমিটেড (Bharat Dynamics Limited)
C|Tata Advanced Systems / টাটা অ্যাডভান্সড সিস্টেমস (Tata Advanced Systems)
D|Hindustan Aeronautics Limited / হিন্দুস্তান অ্যারোনটিক্স লিমিটেড (Hindustan Aeronautics Limited)
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct|A
Difficulty|6.73

Q|Who among the following was appointed as the first female chief of MI6 in June 2025? / ২০২৫ সালের জুনে নিচের কাকে এমআই৬ (MI6)-এর প্রথম মহিলা প্রধান হিসেবে নিযুক্ত করা হয়েছিল?
A|Stella Rimington / স্টেলা রিমিংটন (Stella Rimington)
B|Barbara Woodward / বারবারা উডওয়ার্ড (Barbara Woodward)
C|Blaise Metreweli / ব্লেইস মেট্রেওয়েলি (Blaise Metreweli)
D|Anne Keast-Butler / অ্যান কিইস্ট-বাটলার (Anne Keast-Butler)
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|5.49

Q|Which of the following international organisations approved a programme to support women's employment in Tamil Nadu in 2025? / নিচের কোন আন্তর্জাতিক সংস্থা ২০২৫ সালে তামিলনাড়ুতে মহিলাদের কর্মসংস্থান সমর্থনের জন্য একটি কর্মসূচি অনুমোদন করেছে?
A|Asian Development Bank / এশিয়ান ডেভেলপমেন্ট ব্যাংক (Asian Development Bank)
B|World Bank / বিশ্বব্যাংক (World Bank)
C|United Nations / জাতিসংঘ (United Nations)
D|International Monetary Fund / আন্তর্জাতিক মুদ্রা তহবিল (International Monetary Fund)
Shift| 26/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|5.03

Q|According to the North Eastern Region Sustainable Development Goals Index Report, 2023-24, released in July 2025, which district secured the highest score at 81.43 points? / ২০২৫ সালের জুলাই মাসে প্রকাশিত উত্তর-পূর্বাঞ্চলীয় টেকসই উন্নয়ন লক্ষ্যমাত্রা সূচক প্রতিবেদন, ২০২৩-২৪ অনুসারে, কোন জেলা ৮১.৪৩ পয়েন্ট নিয়ে সর্বোচ্চ নম্বর অর্জন করেছে?
A|Hnahthial / হ্নাহথিয়াল (Hnahthial)
B|Dibrugarh / ডিব্রুগড় (Dibrugarh)
C|Udalguri / উদালগুড়ি (Udalguri)
D|Dimapur / ডিমাপুর (Dimapur)
Shift| 05/02/2026 12:45 PM - 2:15 PM
Correct|A
Difficulty|8.18

Q|What amount has been allocated to the Khelo India Programme in the FY 2025-26 Budget? / ২০২৫-২৬ অর্থবর্ষের বাজেটে খেলো ইন্ডিয়া কর্মসূচির (Khelo India Programme) জন্য কত টাকা বরাদ্দ করা হয়েছে?
A|₹ 1,500 crore / ₹ ১,৫০০ কোটি
B|₹ 1,000 crore / ₹ ১,০০০ কোটি
C|₹ 500 crore / ₹ ৫০০ কোটি
D|₹ 750 crore / ₹ ৭৫০ কোটি
Shift| 04/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|5.49

Q|Which regulatory provisions did the the Insurance Regulatory and Development Authority of India (IRDAI) reference while imposing the fine on Acko General Insurance for violations related to outsourcing and commissions in May 2025? / ২০২৫ সালের মে মাসে আউটসোর্সিং এবং কমিশন সম্পর্কিত লঙ্ঘনের জন্য অ্যাকো জেনারেল ইন্স্যুরেন্সের (Acko General Insurance) ওপর জরিমানা আরোপ করার সময় ভারতীয় বীমা নিয়ন্ত্রণ ও উন্নয়ন কর্তৃপক্ষ (IRDAI) কোন নিয়ন্ত্রক বিধানগুলি উদ্ধৃত করেছিল?
A|Section 45 of Banking Act / ব্যাংকিং আইনের ধারা ৪৫ (Section 45 of Banking Act)
B|Section 5 of IRDAI Act / আইআরডিএআই আইনের ধারা ৫ (Section 5 of IRDAI Act)
C|Section 64V of Insurance Act / বীমা আইনের ধারা ৬৪ভি (Section 64V of Insurance Act)
D|Section 40(1) of Insurance Act / বীমা আইনের ধারা ৪০(১) [Section 40(1) of Insurance Act]
Shift| 30/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|9.31

Q|Which state government has initiated transformative industrial reform campaign called Udyog Kranti in June 2025? / ২০২৫ সালের জুনে কোন রাজ্য সরকার 'উদ্যোগ​ ক্রান্তি' (Udyog Kranti) নামক পরিবর্তনশীল শিল্প সংস্কার অভিযান শুরু করেছে?
A|Punjab / পাঞ্জাব (Punjab)
B|Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
C|Maharashtra / মহারাষ্ট্র (Maharashtra)
D|Gujarat / গুজরাট (Gujarat)
Shift| 14/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|8.38

Q|In December 2025, which of the following African countries approved an agreement allowing Russia to establish its first naval base on the African continent? / ২০২৫ সালের ডিসেম্বরে, আফ্রিকার নিচের কোন দেশ রাশিয়াকে আফ্রিকান মহাদেশে তাদের প্রথম নৌঘাঁটি স্থাপনের অনুমতি সংক্রান্ত একটি চুক্তি অনুমোদন করেছে?
A|Sudan / সুদান (Sudan)
B|Ethiopia / ইথিওপিয়া (Ethiopia)
C|South Africa / দক্ষিণ আফ্রিকা (South Africa)
D|Algeria / আলজেরিয়া (Algeria)
Shift| 02/02/2026 12:45 PM - 2:15 PM
Correct|A
Difficulty|7.56

Q|In 2025, which Ministry of Defence initiative aimed to modernise the armed forces in cyber, Al, and integrated command? / ২০২৫ সালে, প্রতিরক্ষা মন্ত্রকের কোন উদ্যোগের লক্ষ্য ছিল সাইবার, এআই এবং সমন্বিত কমান্ডে সশস্ত্র বাহিনীকে আধুনিকীকরণ করা?
A|Year of Reforms / ইয়ার অফ রিফর্মস (Year of Reforms)
B|Digital India in Defence / ডিজিটাল ইন্ডিয়া ইন ডিফেন্স (Digital India in Defence)
C|Operation Cold Start / অপারেশন কোল্ড স্টার্ট (Operation Cold Start)
D|Make in India / মেক ইন ইন্ডিয়া (Make in India)
Shift| 08/12/2025 12:45 PM - 2:15 PM
Correct|A
Difficulty|7.58

Q|Who authored the book "Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism" released in March 2025? / ২০২৫ সালের মার্চ মাসে প্রকাশিত "কেয়ারলেস পিপল: এ কশনারি টেল অফ পাওয়ার, গ্রিড, অ্যান্ড লস্ট আইডিয়ালিজম" বইটি কে রচনা করেছেন?
A|Simon Sinek / সাইমন সিনেক (Simon Sinek)
B|Sheryl Sandberg / শেরিল স্যান্ডবার্গ (Sheryl Sandberg)
C|Boria Majumdar / বোরিয়া মজুমদার (Boria Majumdar)
D|Sarah Wynn-Williams / সারা উইন-উইলিয়ামস (Sarah Wynn-Williams)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.27

Q|What is the name of the new programme launched by the National Commission for Women (NCW) in May 2025 for college students to promote gender sensitivity, raise awareness on the prevention of sexual harassment and address cyber crimes impacting students? / জেন্ডার সংবেদনশীলতা বাড়াতে, যৌন হয়রানি প্রতিরোধে সচেতনতা বাড়াতে এবং শিক্ষার্থীদের ওপর প্রভাব ফেলা সাইবার অপরাধ মোকাবেলায় কলেজ শিক্ষার্থীদের জন্য ২০২৫ সালের মে মাসে জাতীয় মহিলা কমিশন (NCW) দ্বারা চালু করা নতুন প্রোগ্রামটির নাম কী?
A|Campus Calling Abhiyaan / ক্যাম্পাস কলিং অভিযান (Campus Calling Abhiyaan)
B|Yuva Saksham Initiative / যুব সক্ষম ইনিশিয়েটিভ (Yuva Saksham Initiative)
C|Gender Sensitization Scholars / জেন্ডার সেনসিটাইজেশন স্কলারস (Gender Sensitization Scholars)
D|Campus Ambassadors Programme / ক্যাম্পাস অ্যাম্বাসেডরস প্রোগ্রাম (Campus Ambassadors Programme)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|9.07

Q|Who received the Vigyan Shri award in 2024 for his contributions to Agricultural Science? / কৃষি বিজ্ঞানে অবদানের জন্য ২০২৪ সালে কে বিজ্ঞান শ্রী (Vigyan Shri) পুরস্কার পেয়েছেন?
A|Prof. Jayant Bhalchandra Udgaonkar / অধ্যাপক জয়ন্ত ভালচন্দ্র উদগাঁওকর (Prof. Jayant Bhalchandra Udgaonkar)
B|Dr. Anandharamakrishnan C / ড. আনন্দরামকৃষ্ণন সি (Dr. Anandharamakrishnan C)
C|Dr. Avesh Kumar Tyagi / ড. আবেশ কুমার ত্যাগী (Dr. Avesh Kumar Tyagi)
D|Prof. Govindarajan Padmanabhan / অধ্যাপক গোবিন্দরাজন পদ্মনাভন (Prof. Govindarajan Padmanabhan)
Shift| 30/12/2025 9:00 AM - 10:30 AM
Correct|B
Difficulty|6.40

Q|What was the Reserve Bank of India's repo rate in April 2025 after the 54 th meeting of the Monetary Policy Committee (MPC)? / মুদ্রা নীতি কমিটির (MPC) ৫৪তম বৈঠকের পর ২০২৫ সালের এপ্রিলে ভারতীয় রিজার্ভ ব্যাংকের রেপো রেট কত ছিল?
A|6.50% / ৬.৫০%
B|6.00% / ৬.০০%
C|7.00% / ৭.০০%
D|6.75% / ৬.৭৫%
Shift| 03/02/2026 4:30 PM - 6:00 PM
Correct|B
Difficulty|5.66

Q|Which city in India hosted the inaugural ASEAN-India Cruise Dialogue on 1 July 2025? / ভারতের কোন শহর ১ জুলাই ২০২৫ তারিখে উদ্বোধনী আসিয়ান-ভারত ক্রুজ সংলাপের (ASEAN-India Cruise Dialogue) আয়োজন করেছিল?
A|Visakhapatnam / বিশাখাপত্তনম (Visakhapatnam)
B|Pondicherry / পন্ডিচেরি (Pondicherry)
C|Mumbai / মুম্বাই (Mumbai)
D|Chennai / চেন্নাই (Chennai)
Shift| 05/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|7.61

Q|As of July 2025, what is the duration of the Revised Green India Mission (GIM) Plan released in 2025? / ২০২৫ সালের জুলাই পর্যন্ত, ২০২৫ সালে প্রকাশিত সংশোধিত গ্রিন ইন্ডিয়া মিশন (GIM) প্ল্যানের মেয়াদ কত?
A|2025-2035 / ২০২৫-২০৩৫
B|2022-2029 / ২০২২-২০২৯
C|2020-2025 / ২০২০-২০২৫
D|2021-2030 / ২০২১-২০৩০
Shift| 08/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|8.90

Q|Which athlete clocked 58.11 seconds to win gold in women's 400 m hurdles at the 2025 National Games? / ২০২৫ জাতীয় গেমসে কোন অ্যাথলেট মহিলাদের ৪০০ মিটার হার্ডলসে ৫৮.১১ সেকেন্ড সময় নিয়ে সোনা জিতেছেন?
A|Aishwarya Mishra / ঐশ্বর্য মিশ্র (Aishwarya Mishra)
B|Anjali Devi / অঞ্জলি দেবী (Anjali Devi)
C|Vithya Ramraj / ভিথ্যা রামরাজ (Vithya Ramraj)
D|Revathi Veeramani / রেবতী ভিরামণি (Revathi Veeramani)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|9.36

Q|India has improved its Sustainable Development Goals (SDG) ranking by how many places in the 2025 edition of the Sustainable Development Report in comparison with 2024? / ২০২৪ সালের তুলনায় ২০২৫ সালের টেকসই উন্নয়ন প্রতিবেদনের সংস্করণে ভারত তার টেকসই উন্নয়ন লক্ষ্যমাত্রা (SDG) র‍্যাঙ্কিংয়ে কত ধাপ উন্নতি করেছে?
A|14 / ১৪
B|10 / ১০
C|19 / ১৯
D|6 / ৬
Shift| 26/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|6.71

Q|At which competition did Gurindervir Singh break the national 100 m record? / কোন প্রতিযোগিতায় গুরিন্দরভীর সিং ১০০ মিটারের জাতীয় রেকর্ড ভেঙেছেন?
A|Olympic Trials / অলিম্পিক ট্রায়ালস (Olympic Trials)
B|Indian Grand Prix 1 / ইন্ডিয়ান গ্র্যান্ড প্রিক্স ১ (Indian Grand Prix 1)
C|South Asian Championships / সাউথ এশিয়ান চ্যাম্পিয়নশিপস (South Asian Championships)
D|Asian Games / এশিয়ান গেমস (Asian Games)
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct|B
Difficulty|6.08

Q|Which of the following cities served as the venue for the Curtain Raiser of the 18 th Urban Mobility India (UMI) Conference and Exhibition 2025, organised by the Ministry of Housing and Urban Affairs (MoHUA)? / আবাসন ও নগর বিষয়ক মন্ত্রক (MoHUA) দ্বারা আয়োজিত ১৮তম আরবান গতিশীলতা ভারত (UMI) সম্মেলন ও প্রদর্শনী ২০২৫-এর কার্টেন রেজার বা প্রারম্ভিক অনুষ্ঠানের স্থান হিসাবে নিচের কোন শহরটি কাজ করেছে?
A|New Delhi, Delhi / নতুন দিল্লি, দিল্লি (New Delhi, Delhi)
B|Gurugram, Haryana / গুরুগ্রাম, হরিয়ানা (Gurugram, Haryana)
C|Noida, Uttar Pradesh / নয়ডা, উত্তরপ্রদেশ (Noida, Uttar Pradesh)
D|Jaipur, Rajasthan / জয়পুর, রাজস্থান (Jaipur, Rajasthan)
Shift| 08/01/2026 12:45 PM - 2:15 PM
Correct|B
Difficulty|7.09

Q|On 31 May 2025, which of the following banks of India waived the minimum balance requirement on all savings accounts? / ৩১ মে ২০২৫ তারিখে, ভারতের নিচের কোন ব্যাংক সমস্ত সেভিংস অ্যাকাউন্টে সর্বনিম্ন ব্যালেন্সের প্রয়োজনীয়তা মুকুব করেছে?
A|Punjab National Bank / পাঞ্জাব ন্যাশনাল ব্যাংক (Punjab National Bank)
B|Bank of India / ব্যাংক অফ ইন্ডিয়া (Bank of India)
C|Indian Bank / ইন্ডিয়ান ব্যাংক (Indian Bank)
D|Canara Bank / কানারা ব্যাংক (Canara Bank)
Shift| 08/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|5.49

Q|From 1 August 2025, what is the new minimum average monthly balance (MAB) ICICI Bank requires for savings accounts in metro and urban areas for new customers? / ১ আগস্ট, ২০২৫ থেকে, নতুন গ্রাহকদের জন্য মেট্রো এবং শহরাঞ্চলে সেভিংস অ্যাকাউন্টের জন্য আইসিআইসিআই ব্যাংক (ICICI Bank)-এর নতুন সর্বনিম্ন গড় মাসিক ব্যালেন্স (MAB) কত প্রয়োজন?
A|₹ 15,000 / ₹ ১৫,০০০
B|₹ 10,000 / ₹ ১০,০০০
C|₹ 25,000 / ₹ ২৫,০০০
D|₹ 75,000 / ₹ ৭৫,০০০
Shift| 04/02/2026 4:30 PM - 6:00 PM
Correct|A
Difficulty|7.70

Q|When was the Regional Climate Centre Network Task Team Meeting held in India? / ভারতে রিজিওনাল ক্লাইমেট সেন্টার নেটওয়ার্ক টাস্ক টিমের বৈঠক কবে অনুষ্ঠিত হয়েছিল?
A|January 2025 / জানুয়ারি, ২০২৫
B|April 2025 / এপ্রিল, ২০২৫
C|May 2025 / মে, ২০২৫
D|June 2025 / জুন, ২০২৫
Shift| 30/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|5.99

Q|In May 2025, which of the following two companies received Reserve Bank of India's (RBI) in-principle approval for cross-border payment aggregation? / ২০২৫ সালের মে মাসে, নিচের কোন দুটি কোম্পানি আন্তঃসীমান্ত পেমেন্ট এগ্রিগেশনের জন্য ভারতীয় রিজার্ভ ব্যাংকের (RBI) নীতিগত অনুমোদন পেয়েছে?
A|Amazon Pay and Instamojo / অ্যামাজন পে এবং ইনস্টামোজো (Amazon Pay and Instamojo)
B|Google Pay and Stripe / গুগল পে এবং স্ট্রাইপ (Google Pay and Stripe)
C|PhonePe and Razorpay / ফোনপে এবং রেজারপে (PhonePe and Razorpay)
D|PayPal and Worldline / পেপ্যাল এবং ওয়ার্ল্ডলাইন (PayPal and Worldline)
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.34

Q|The Constitution (Scheduled Tribes) Order (Third Amendment) Bill, 2022, seeks to amend the Constitution (Scheduled Tribes) Order, 1950, with respect to its application to / সংবিধান (তফসিলি উপজাতি) আদেশ (তৃতীয় সংশোধনী) বিল, ২০২২, কোন রাজ্যে প্রয়োগের ক্ষেত্রে সংবিধান (তফসিলি উপজাতি) আদেশ, ১৯৫০ সংশোধন করতে চায়?
A|Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
B|Punjab / পাঞ্জাব (Punjab)
C|Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
D|Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
Shift| 04/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|8.55

Q|What was the theme of the International Day of Democracy, 2025, celebrated in September 2025? / ২০২৫ সালের সেপ্টেম্বর,ে পালিত আন্তর্জাতিক গণতন্ত্র দিবস ২০২৫-এর প্রতিপাদ্য বা থিম কী ছিল?
A|Achieving Gender Equality, Action by Action / অ্যাকশন বাই অ্যাকশন, লিঙ্গ সমতা অর্জন (Achieving Gender Equality, Action by Action)
B|Strengthening Democracy, Inspiring Participation / গণতন্ত্রকে শক্তিশালী করা, অংশগ্রহণকে অনুপ্রাণিত করা (Strengthening Democracy, Inspiring Participation)
C|Democracy for Development / উন্নয়নের জন্য গণতন্ত্র (Democracy for Development)
D|Voices for Change / পরিবর্তনের জন্য কণ্ঠস্বর (Voices for Change)
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct|A
Difficulty|9.25

Q|What percentage of districts in the North Eastern Region showed an increase in their composite SDG Index score as per the second edition of the North Eastern Region (NER) District Sustainable Development Goals (SDG) Index Report (2023-24) released by NITI Aayog in July 2025? / নীতি আয়োগ কর্তৃক ২০২৫ সালের জুলাই মাসে প্রকাশিত নর্থ ইস্টার্ন রিজিয়ন (NER) ডিস্ট্রিক্ট সাস্টেইনেবল ডেভেলপমেন্ট গোলস (SDG) ইনডেক্স রিপোর্ট (২০২৩-২৪)-এর দ্বিতীয় সংস্করণ অনুসারে উত্তর পূর্ব অঞ্চলের কত শতাংশ জেলা তাদের সংমিশ্রিত এস.ডি.জি. ইনডেক্স স্কোরে বৃদ্ধি দেখিয়েছে?
A|85% / ৮৫%
B|65% / ৬৫%
C|75% / ৭৫%
D|95% / ৯৫%
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct|A
Difficulty|7.80

Q|'Deviants', a multigenerational queer novel published in February 2025, is authored by: / ২০২৫ সালের ফেব্রুয়ারিতে প্রকাশিত একটি বহুপ্রজন্মের ক্যুয়ার উপন্যাস 'ডেভিয়্যান্টস' (Deviants)-এর লেখক কে?
A|Aria Aber / আরিয়া আবের (Aria Aber)
B|Akhil P Dharmajan / অখিল পি. ধর্মজান (Akhil P Dharmajan)
C|Santanu Bhattacharya / শান্তনু ভট্টাচার্য (Santanu Bhattacharya)
D|Amitav Ghosh / অমিতাভ ঘোষ (Amitav Ghosh)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|6.28

Q|In August 2025, World Lion Day celebrations in Gujarat were held at which wildlife sanctuary, where a major conservation and eco-tourism initiative was also highlighted? / ২০২৫ সালের আগস্ট,ে, গুজরাটে বিশ্ব সিংহ দিবস উদযাপন কোন বন্যপ্রাণী অভয়ারণ্যে অনুষ্ঠিত হয়েছিল, যেখানে একটি প্রধান সংরক্ষণ এবং পরিবেশ-পর্যটন উদ্যোগকেও হাইলাইট করা হয়েছিল?
A|Pania Wildlife Sanctuary / পানিয়া বন্যপ্রাণী অভয়ারণ্য (Pania Wildlife Sanctuary)
B|Barda Wildlife Sanctuary / বারদা বন্যপ্রাণী অভয়ারণ্য (Barda Wildlife Sanctuary)
C|Hingolgadh Wildlife Sanctuary / হিঙ্গোলগড় বন্যপ্রাণী অভয়ারণ্য (Hingolgadh Wildlife Sanctuary)
D|Kutch Desert Wildlife Sanctuary / কচ্ছ মরুভূমি বন্যপ্রাণী অভয়ারণ্য (Kutch Desert Wildlife Sanctuary)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|9.26

Q|In November 2025, which key labour benefit was ensured for beedi and cigar workers under new labour reforms? / ২০২৫ সালের নভেম্বর,ে, নতুন শ্রম সংস্কারের অধীনে বিড়ি ও সিগার শ্রমিকদের জন্য কোন মূল শ্রম সুবিধা নিশ্চিত করা হয়েছিল?
A|Worker Welfare Act / ওয়ার্কার ওয়েলফেয়ার অ্যাক্ট (Worker Welfare Act)
B|Employment Safety Code / এমপ্লয়মেন্ট সেফটি কোড (Employment Safety Code)
C|Minimum Wage Guarantee / মিনিমাম ওয়েজ গ্যারান্টি (Minimum Wage Guarantee)
D|Labour Protection Scheme / লেবার প্রোটেকশন স্কিম (Labour Protection Scheme)
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct|C
Difficulty|7.69

Q|As of 30 April 2025, the 'GenomeIndia' project has completed whole genome sequencing (WGS) database of approximately how many individuals? / ৩০ এপ্রিল ২০২৫ পর্যন্ত, 'Genomelndia' প্রকল্প আনুমানিক কতজন ব্যক্তির সম্পূর্ণ জিনোম সিকোয়েন্সিং (WGS) ডেটাবেস সম্পন্ন করেছে?
A|8000 / ৮,০০০
B|6600 / ৬,৬০০
C|10,000 / ১০,০০০
D|11,000 / ১১,০০০
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|7.49

Q|Which of the following tennis tournaments used live electronic line calling instead of human judges in 2025? / ২০২৫ সালে নিচের কোন টেনিস টুর্নামেন্টে মানব বিচারকের বদলে লাইভ ইলেকট্রনিক লাইন কলিং ব্যবহার করা হয়েছিল?
A|Australian Open / অস্ট্রেলিয়ান ওপেন (Australian Open)
B|Wimbledon / উইম্বলডন (Wimbledon)
C|French Open / ফ্রেঞ্চ ওপেন (French Open)
D|US Open / ইউ.এস. ওপেন (US Open)
Shift| 12/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|6.82

Q|According to the Sustainable Development Report 2025, what is the percentage of seats held by women in the Indian parliament? / টেকসই উন্নয়ন প্রতিবেদন ২০২৫ অনুসারে, ভারতীয় সংসদে নারীদের দখলে থাকা আসনের শতাংশ কত?
A|13.8% / ১৩.৮%
B|28.2% / ২৮.২%
