Exam| RRB GROUP-D CBT-I
D|Justice DY Chandrachud and Justice Hima Kohli / জাস্টিস ডিওয়াই চন্দ্রচূড় এবং জাস্টিস হিমা কোহলি (Justice DY Chandrachud and Justice Hima Kohli)
Shift| 16/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|7.79

Q|For balancing economic growth with environmental protection, the government of Uttarakhand in October 2025 launched which of the following? / পরিবেশ সুরক্ষার সাথে অর্থনৈতিক প্রবৃদ্ধির ভারসাম্য রক্ষার জন্য উত্তরাখণ্ড সরকার ২০২৫ সালের অক্টোবরে নিচের কোনটি চালু করেছে?
A|Five-point policy / পাঁচ দফা নীতি (Five-point policy)
B|Seven-point policy / সাত দফা নীতি (Seven-point policy)
C|Eight-point policy / আট দফা নীতি (Eight-point policy)
D|Nine-point policy / নয় দফা নীতি (Nine-point policy)
Shift| 02/02/2026 12:45 PM - 2:15 PM
Correct|D
Difficulty|8.88

Q|In June 2025, up to what loan amount did the Reserve Bank of India raise the Loan-to-Value (LTV) ratio on gold loans from 75% to 85%? / ২০২৫ সালের জুনে, ভারতীয় রিজার্ভ ব্যাংক সোনার ঋণের ওপর লোন-টু-ভ্যালু (LTV) অনুপাত ৭৫% থেকে বাড়িয়ে ৮৫% করতে সর্বোচ্চ কত লোন পরিমাণ নির্ধারণ করেছে?
A|₹5.5 lakhs / ₹৫.৫ লাখ
B|₹2.5 lakhs / ₹২.৫ লাখ
C|₹4.5 lakhs / ₹৪.৫ লাখ
D|₹3.5 lakhs / ₹৩.৫   লাখ
Shift| 04/12/2025 9:00 AM - 10:30 AM
Correct|B
Difficulty|7.60

Q|When was the Pan-India Fire Safety Week observed by the Ministry of Health and Family Welfare in April 2025? / ২০২৫ সালের এপ্রিলে স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রক দ্বারা প্যান-ইন্ডিয়া ফায়ার সেফটি উইক (Pan-India Fire Safety Week) কবে পালিত হয়েছিল?
A|April 21-25 / এপ্রিল ২১-২৫
B|April 14-18 / এপ্রিল ১৪-১৮
C|April 25-29 / এপ্রিল ২৫-২৯
D|April 18-22 / এপ্রিল ১৮-২২
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct|A
Difficulty|8.17

Q|Which global cybersecurity company collaborated with the Indian Computer Emergency Response Team (CERT-In) to launch the Digital Threat Report 2024 for the Banking, Financial Services, and Insurance (BFSI) sector in April 2025? / ২০২৫ সালের এপ্রিলে ব্যাংকিং, আর্থিক পরিষেবা এবং বীমা (BFSI) খাতের জন্য ডিজিটাল থ্রেট রিপোর্ট ২০২৪ চালু করতে কোন বৈশ্বিক সাইবার নিরাপত্তা সংস্থা ইন্ডিয়ান কম্পিউটার ইমার্জেন্সি রেসপন্স টিম (CERT-In)-এর সাথে সহযোগিতা করেছে?
A|Norton CyberSecure / নরটন সাইবারসিকিউর (Norton CyberSecure)
B|Kaspersky Labs / ক্যাসপারস্কি ল্যাবস (Kaspersky Labs)
C|McAfee International / ম্যাকাফি ইন্টারন্যাশনাল (McAfee International)
D|SISA / সিসা (SISA)
Shift| 15/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|5.22

Q|In July 2025, which investigative authority unearthed over ₹24 crore in unaccounted assets in Karnataka? / ২০২৫ সালের জুলাই মাসে, কোন তদন্তকারী কর্তৃপক্ষ কর্ণাটকে ₹২৪ কোটিরও বেশি হিসাববহির্ভূত সম্পত্তি উন্মোচন করেছিল?
A|Income Tax Department / আয়কর বিভাগ (Income Tax Department)
B|Enforcement Directorate / এনফোর্সমেন্ট ডিরেক্টরেট (Enforcement Directorate)
C|Karnataka Lokayukta / কর্ণাটক লোকায়ুক্ত (Karnataka Lokayukta)
D|Central Bureau of Investigation / সেন্ট্রাল ব্যুরো অফ ইনভেস্টিগেশন (Central Bureau of Investigation)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|6.03

Q|A total of ₹6,000 crore has been allocated for the 'PM - One Nation One Subscription' initiative. How many years cost does this amount cover? / 'প্রধানমন্ত্রীর ওয়ান নেশন ওয়ান সাবস্ক্রিপশন' (PM - One Nation One Subscription) উদ্যোগের জন্য মোট ₹৬,০০০ কোটি বরাদ্দ করা হয়েছে। এই পরিমাণ অর্থ কত বছরের খরচ কভার করে?
A|Two / দুই
B|Five / পাঁচ
C|Three / তিন
D|Six / ছয়
Shift| 03/02/2026 12:45 PM - 2:15 PM
Correct|C
Difficulty|6.31

Q|Where was the 2025 Champions League final held? / ২০২৫ সালের চ্যাম্পিয়ন্স লিগের ফাইনাল কোথায় অনুষ্ঠিত হয়েছিল?
A|Camp Nou, Barcelona / ক্যাম্প ন্যু, বার্সেলোনা (Camp Nou, Barcelona)
B|Wembley Stadium, London / ওয়েম্বলি স্টেডিয়াম, লন্ডন (Wembley Stadium, London)
C|Allianz Arena, Munich / আলিয়াঞ্জ অ্যারেনা, মিউনিখ (Allianz Arena, Munich)
D|Santiago Bernabéu, Madrid / সান্তিয়াগো বার্নাব্যু, মাদ্রিদ (Santiago Bernabéu, Madrid)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct|C
Difficulty|5.37

Q|When did the first Surya VHF radar reportedly handed over to the Indian Air Force? / প্রথম 'সূর্য ভিএইচএফ রাডার' (Surya VHF radar) ভারতীয় বিমানবাহিনীর কাছে কবে হস্তান্তর করা হয়েছিল বলে জানা গেছে?
A|April 2025 / এপ্রিল ২০২৫
B|January 2025 / জানুয়ারি ২০২৫
C|February 2025 / ফেব্রুয়ারি ২০২৫
D|March 2025 / মার্চ ২০২৫
Shift| 28/11/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.06

Q|On 11 March 2025, Finance Minister Nirmala Sitharaman announced a corpus of how much for a contingency fund in Manipur during the discussion on the 'Manipur Appropriation Bill, 2025' and 'The Manipur Appropriation (Vote on Account) Bill, 2025' in the Lok Sabha? / ১১ মার্চ ২০২৫ তারিখে, লোকসভায় 'মণিপুর অ্যাপ্রোপ্রিয়েশন বিল, ২০২৫' এবং 'দ্য মণিপুর অ্যাপ্রোপ্রিয়েশন (ভোট অন অ্যাকাউন্ট) বিল, ২০২৫' সংক্রান্ত আলোচনার সময় অর্থমন্ত্রী নির্মলা সীতারামন মণিপুরের একটি কন্টিনজেন্সি ফান্ডের জন্য কত টাকার তহবিল ঘোষণা করেছিলেন?
A|₹400 crore / ₹৪০০ কোটি
B|₹600 crore / ₹৬০০ কোটি
C|₹750 crore / ₹৭৫০ কোটি
D|₹500 crore / ₹৫০০ কোটি
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct|D
Difficulty|5.46

Q|In July 2024, which Indian scientist was awarded with the Vikram Sarabhai Medal that honours outstanding space science research in developing countries? / ২০২৪ সালের জুলাই মাসে, কোন ভারতীয় বিজ্ঞানীকে বিক্রম সারাভাই পদক (Vikram Sarabhai Medal) দেওয়া হয়েছিল যা উন্নয়নশীল দেশগুলিতে অসামান্য মহাকাশ বিজ্ঞান গবেষণাকে সম্মানিত করে?
A|Govindarajan Padmanabhan / গোবিন্দরাজন পদ্মনাভন (Govindarajan Padmanabhan)
B|Umesh Varshney / উমেশ বার্শনি (Umesh Varshney)
C|Prahlad Chandra Agrawal / প্রহ্লাদ চন্দ্র আগরওয়াল (Prahlad Chandra Agrawal)
D|Anil Bhardwaj / অনিল ভরদ্বাজ (Anil Bhardwaj)
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.26

Q|In June 2025, which Indian pair clinched the gold medal in the 10m air rifle mixed team event at the International Shooting Sport Federation (ISSF) World Cup in Munich? / ২০২৫ সালের জুনে, মিউনিখে ইন্টারন্যাশনাল শুটিং স্পোর্ট ফেডারেশন (ISSF) বিশ্বকাপে ১০ মিটার এয়ার রাইফেল মিক্সড টিম ইভেন্টে কোন ভারতীয় জুটি স্বর্ণপদক জিতেছিল?
A|Apurvi Chandela and Divyansh Singh Panwar / অপূৰ্বী চন্দেলী এবং দিব্যাংশ সিং পানোয়ার (Apurvi Chandela and Divyansh Singh Panwar)
B|Arya Borse and Arjun Babuta / আর্য বোর্সে এবং অর্জুন বাবুতা (Arya Borse and Arjun Babuta)
C|Mehuli Ghosh and Shahu Tushar Mane / মেহুলি ঘোষ এবং শাহু তুষার মানে (Mehuli Ghosh and Shahu Tushar Mane)
D|Anjum Moudgil and Deepak Kumar / আঞ্জুম মৌদগিল এবং দীপক কুমার (Anjum Moudgil and Deepak Kumar)
Shift| 10/02/2026 12:45 PM - 2:15 PM
Correct|B
Difficulty|7.86

Q|Who received the Sahitya Akademi Translation Prize 2024 (awarded in March 2025) for translating a Malayalam autobiography into Tamil? / একটি মালয়ালম আত্মজীবনী তামিলে অনুবাদ করার জন্য কে সাহিত্য একাডেমি অনুবাদ পুরস্কার ২০২৪ (মার্চ ২০২৫-এ প্রদত্ত) পেয়েছেন?
A|Chandan Negi / চন্দন নেগি (Chandan Negi)
B|Madan Soni / মদন সোনি (Madan Soni)
C|Uttara Bwiswmuthiary / উত্তরা বুইসউমুথিয়ারি (Uttara Bwiswmuthiary)
D|P Vimala / পি বিমলা (P Vimala)
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.65

Q|At the Taiwan Athletics Open, which took place in Taipei on 7 and 8 June 2025, how many total medals did India win? / ৭ এবং ৮ জুন ২০২৫ তারিখে তাইপেইতে অনুষ্ঠিত তাইওয়ান অ্যাথলেটিক্স ওপেনে ভারত মোট কতটি পদক জিতেছিল?
A|10 / ১০
B|14 / ১৪
C|12 / ১২
D|16 / ১৬
Shift| 27/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.67

Q|Who among the following was appointed as Deputy Chief Executive Officer (CEO) of SBI General Insurance in June 2025? / ২০২৫ সালের জুনে এসবিআই জেনারেল ইন্স্যুরেন্সের ডেপুটি চিফ এক্সিকিউটিভ অফিসার (CEO) হিসেবে নিচের কাকে নিযুক্ত করা হয়েছিল?
A|Rakesh Sharma / রাকেশ শর্মা (Rakesh Sharma)
B|Manish Jain / মণীশ জৈন (Manish Jain)
C|Ashok Mittal / অশোক মিত্তল (Ashok Mittal)
D|Mohd. Arif Khan / মোহাম্মদ আরিফ খান (Mohd. Arif Khan)
Shift| 01/12/2025 4:30 PM - 6:00 PM
Correct|D
Difficulty|5.95

Q|What was the theme of the 17th Civil Services Day? / ১৭তম সিভিল সার্ভিসেস দিবসের (Civil Services Day) প্রতিপাদ্য বা থিম কী ছিল?
A|Digital Governance for Urban Development / নগর উন্নয়নের জন্য ডিজিটাল শাসন (Digital Governance for Urban Development)
B|Holistic Development of India / ভারতের সামগ্রিক উন্নয়ন (Holistic Development of India)
C|Global Governance Integration / বৈশ্বিক শাসন একীকরণ (Global Governance Integration)
D|Economic Reforms for Rural Areas / গ্রামীণ এলাকার জন্য অর্থনৈতিক সংস্কার (Economic Reforms for Rural Areas)
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|6.21

Q|In May 2025, the Defence Research and Development Organisation (DRDO) conducted combat firing (with reduced explosives) of the indigenous Multi-Influence Ground Mine with the / ২০২৫ সালের মে মাসে, প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (DRDO) কার সাথে যৌথভাবে দেশীয় প্রযুক্তিতে তৈরি মাল্টি-ইনফ্লুয়েন্স গ্রাউন্ড মাইনের কমব্যাট ফায়ারিং (হ্রাসকৃত বিস্ফোরক সহ) পরিচালনা করেছিল?
A|Indian Air Force / ভারতীয় বিমানবাহিনী (Indian Air Force)
B|Indian Navy / ভারতীয় নৌবাহিনী (Indian Navy)
C|Indian Army / ভারতীয় সেনাবাহিনী (Indian Army)
D|Border Security Force / সীমান্ত নিরাপত্তা বাহিনী (Border Security Force)
Shift| 16/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|9.22

Q|In June 2025, which of the following organizations published the Global Economic Prospects (GEP) report, a flagship publication providing analysis of global economic trends, forecasts, and risks? / ২০২৫ সালের জুনে, নিচের কোন সংস্থাটি গ্লোবাল ইকোনমিক প্রসপেক্টস (GEP) রিপোর্ট প্রকাশ করেছে, যা বৈশ্বিক অর্থনৈতিক প্রবণতা, পূর্বাভাস এবং ঝুঁকিগুলির বিশ্লেষণ প্রদানকারী একটি ফ্ল্যাগশিপ প্রকাশনা?
A|World Bank Group / বিশ্ব ব্যাংক গ্রুপ (World Bank Group)
B|International Monetary Fund / আন্তর্জাতিক মুদ্রা তহবিল (International Monetary Fund)
C|Asian Development Bank / এশিয়ান ডেভেলপমেন্ট ব্যাংক (Asian Development Bank)
D|World Economic Forum / ওয়ার্ল্ড ইকোনমিক ফোরাম (World Economic Forum)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct|A
Difficulty|7.92

Q|What is the name of the comprehensive strategic partnership treaty signed in January 2025, between Russia and Iran, covering defense, energy, cybersecurity and regional cooperation? / রাশিয়া এবং ইরানের মধ্যে ২০২৫ সালের জানুয়ারিতে স্বাক্ষরিত ব্যাপক কৌশলগত অংশীদারিত্ব চুক্তিটির নাম কী, যা প্রতিরক্ষা, জ্বালানি, সাইবার নিরাপত্তা এবং আঞ্চলিক সহযোগিতাকে কভার করে?
A|Iran-Russia Treaty on Business and Strategic Cooperation Treaty / ব্যবসা ও কৌশলগত সহযোগিতা চুক্তি সংক্রান্ত ইরান-রাশিয়া চুক্তি (Iran-Russia Treaty on Business and Strategic Cooperation Treaty)
B|Iranian-Russian Treaty on Comprehensive Strategic Partnership / ব্যাপক কৌশলগত অংশীদারিত্ব সংক্রান্ত ইরান-রাশিয়া চুক্তি (Iranian-Russian Treaty on Comprehensive Strategic Partnership)
C|Iran-Russia Treaty on Comprehensive Defence and Trade Partnership / ব্যাপক প্রতিরক্ষা ও বাণিজ্য অংশীদারিত্ব সংক্রান্ত ইরান-রাশিয়া চুক্তি (Iran-Russia Treaty on Comprehensive Defence and Trade Partnership)
D|Iranian-Russian Treaty on Coordination and Security Partnership / সমন্বয় ও নিরাপত্তা অংশীদারিত্ব সংক্রান্ত ইরান-রাশিয়া চুক্তি (Iranian-Russian Treaty on Coordination and Security Partnership)
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct|B
Difficulty|7.74

Q|What percentage did CPI inflation touch in April 2025 in India, marking a near six-year low? / ২০২৫ সালের এপ্রিলে ভারতে সিপিআই (CPI) মুদ্রাস্ফীতি কত শতাংশ স্পর্শ করেছিল, যা প্রায় ছয় বছরের সর্বনিম্নে পৌঁছেছিল?
A|4.2% / ৪.২%
B|6.2% / ৬.২%
C|3.16% / ৩.১৬%
D|5.26% / ৫.২৬%
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|5.78

Q|In November 2025, the Commission for Air Quality Management (CAQM) implemented Stage-II of the Graded Response Action Plan (GRAP) across Delhi-NCR. Which air quality category and AQI range did this stage correspond to? / ২০২৫ সালের নভেম্বরে, এয়ার কোয়ালিটি ম্যানেজমেন্ট কমিশন (CAQM) সমগ্র দিল্লি-এনসিআর জুড়ে গ্রেডেড রেসপন্স অ্যাকশন প্ল্যান (GRAP)-এর দ্বিতীয় পর্যায় (Stage-II) বাস্তবায়ন করেছে। এই পর্যায়টি কোন বায়ু মানের বিভাগ এবং একিউআই (AQI) রেঞ্জের সাথে সম্পর্কিত ছিল?
A|Poor (AQI 201-300) / খারাপ (AQI ২০১-৩০০) [Poor (AQI 201-300)]
B|Severe (AQI 401-450) / মারাত্মক (AQI ৪০১-৪৫০) [Severe (AQI 401-450)]
C|Severe+ (AQI 451 and above) / মারাত্মক+ (AQI ৪৫১ এবং তার বেশি) [Severe+ (AQI 451 and above)]
D|Very Poor (AQI 301-400) / অত্যন্ত খারাপ (AQI ৩০১-৪০০) [Very Poor (AQI 301-400)]
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct|D
Difficulty|8.28

Q|In 2025, which city in Maharashtra has achieved 100% segregation, collection and processing of sanitary and biomedical waste, handling an average of 300 to 350 kg of sanitary waste daily? / ২০২৫ সালে, মহারাষ্ট্রের কোন শহর স্যানিটারি এবং বায়োমেডিকেল বর্জ্যের ১০০% পৃথকীকরণ, সংগ্রহ এবং প্রক্রিয়াকরণ অর্জন করেছে, যা প্রতিদিন গড়ে ৩০০ থেকে ৩৫০ কেজি স্যানিটারি বর্জ্য পরিচালনা করে?
A|Nagpur / নাগপুর (Nagpur)
B|Karad / কারাদ (Karad)
C|Pune / পুনে (Pune)
D|Nasik / নাসিক (Nasik)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct|B
Difficulty|5.74

Q|Which of the following is the correct Act, set to be replaced by the Indian Ports Bill, 2025, passed by the Upper House of Parliament on 18 August 2025? / ১৮ আগস্ট ২০২৫ তারিখে সংসদের উচ্চকক্ষ দ্বারা পাস হওয়া ইন্ডিয়ান পোর্টস বিল, ২০২৫ দ্বারা নিচের কোন সঠিক আইনটি প্রতিস্থাপিত হতে চলেছে?
A|Indian Ports Act of 1908 / ১৯০৮ সালের ইন্ডিয়ান পোর্টস অ্যাক্ট (Indian Ports Act of 1908)
B|Indian Ports Act of 1910 / ১৯১০ সালের ইন্ডিয়ান পোর্টস অ্যাক্ট (Indian Ports Act of 1910)
C|Indian Ports Act of 1911 / ১৯১১ সালের ইন্ডিয়ান পোর্টস অ্যাক্ট (Indian Ports Act of 1911)
D|Indian Ports Act of 1909 / ১৯০৯ সালের ইন্ডিয়ান পোর্টস অ্যাক্ট (Indian Ports Act of 1909)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct|A
Difficulty|6.71

Q|Which edition of International Conference on 'Arbitrating Indo-UK Commercial Disputes' was organised by the Indian Council of Arbitration (ICA) during the London International Disputes Week (LIDW) in June 2025? / ২০২৫ সালের জুনে লন্ডন ইন্টারন্যাশনাল ডিসপ্যুটস উইক (LIDW) চলাকালীন ইন্ডিয়ান কাউন্সিল অফ আরবিট্রেশন (ICA) দ্বারা 'আর্বিট্রেটিং ইন্দো-ইউকে কমার্শিয়াল ডিসপ্যুটস' বিষয়ক আন্তর্জাতিক সম্মেলনের কততম সংস্করণ আয়োজন করা হয়েছিল?
A|2nd / ২য়
B|5th / ৫তম
C|4th / ৪থ
D|3rd / ৩য়
Shift| 05/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|9.45

Q|How many Centres of Excellence (CoE) were inaugurated by the Union Minister of State for Rural Development in June 2025 in Chennai? / ২০২৫ সালের জুনে চেন্নাইতে কেন্দ্রীয় গ্রামীণ উন্নয়ন প্রতিমন্ত্রীর দ্বারা কতটি সেন্টার অফ এক্সেলেন্স (CoE) উদ্বোধন করা হয়েছিল?
A|300 / ৩০০
B|100 / ১০০
C|200 / ২০০
D|400 / ৪০০
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|7.88

Q|In July 2025, which global insurance giant entered into a binding agreement with Jio Financial Services to form a 50:50 reinsurance joint venture? / ২০২৫ সালের জুলাই মাসে, কোন বৈশ্বিক বীমা জায়ান্ট জিও ফাইন্যান্সিয়াল সার্ভিসেসের সাথে ৫০:৫০ পুনঃবীমা যৌথ উদ্যোগ (reinsurance joint venture) গঠনের জন্য একটি বাধ্যতামূলক চুক্তিতে আবদ্ধ হয়েছে?
A|American International Group (AIG) / আমেরিকান ইন্টারন্যাশনাল গ্রুপ (AIG) [American International Group (AIG)]
B|Allianz Group / অ্যালিয়ান্স গ্রুপ (Allianz Group)
C|Zurich Insurance Group / জুরিখ ইন্স্যুরেন্স গ্রুপ (Zurich Insurance Group)
D|Generali Group / জেনারেলি গ্রুপ (Generali Group)
Shift| 04/02/2026 4:30 PM - 6:00 PM
Correct|B
Difficulty|7.51

Q|India's 2030 climate target aims to reduce the intensity of emissions by what percentage as per the report by Council on Energy, Environment and Water (CEEW) and Alliance for an Energy Efficient Economy (AEEE), published in 2025? / ২০২৫ সালে প্রকাশিত কাউন্সিল অন এনার্জি, এনভায়রনমেন্ট অ্যান্ড ওয়াটার (CEEW) এবং অ্যালায়েন্স ফর অ্যান এনার্জি এফিসিয়েন্ট ইকোনমি (AEEE)-এর প্রতিবেদন অনুসারে, ভারতের ২০৩০ সালের জলবায়ু লক্ষ্যমাত্রার উদ্দেশ্য নির্গমনের তীব্রতা কত শতাংশ হ্রাস করা?
A|45% / ৪৫%
B|60% / ৬০%
C|35% / ৩৫%
D|20% / ২০%
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|8.08

Q|In July 2025, which state government directed all department heads to ensure strict compliance with the Prevention of Sexual Harassment (POSH) Act, 2013 at workplaces to strengthen women's safety? / ২০২৫ সালের জুলাই মাসে, কোন রাজ্য সরকার নারী নিরাপত্তা জোরদার করার জন্য কর্মক্ষেত্রে যৌন হয়রানি প্রতিরোধ (POSH) আইন, ২০১৩-এর কঠোর অনুপালন নিশ্চিত করতে সমস্ত বিভাগীয় প্রধানদের নির্দেশ দিয়েছে?
A|Maharashtra / মহারাষ্ট্র (Maharashtra)
B|Odisha / ওড়িশা (Odisha)
C|Haryana / হরিয়ানা (Haryana)
D|Kerala / কেরালা (Kerala)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|8.79

Q|Which automobile company successfully conducted a launch and landing test of its first experimental reusable rocket on June 17, 2025, in Hokkaido, Japan? / কোন অটোমোবাইল কোম্পানি ১৭ জুন,  ২০২৫ তারিখে জাপানের হোক্কাইডোতে তার প্রথম পরীক্ষামূলক পুনরব্যবহারযোগ্য রকেটের উৎক্ষেপণ এবং ল্যান্ডিং পরীক্ষা সফলভাবে সম্পন্ন করেছে?
A|Hyundai / হুন্ডাই (Hyundai)
B|Honda / হোন্ডা (Honda)
C|Toyota / টয়োটা (Toyota)
D|Mitsubishi / মিতসুবিশি (Mitsubishi)
Shift| 26/12/2025 9:00 AM - 10:30 AM
Correct|B
Difficulty|8.49

Q|Which international badminton player became world No. 1 in 2025, marking a first in his country's history? / কোন আন্তর্জাতিক ব্যাডমিন্টন খেলোয়াড় ২০২৫ সালে বিশ্ব র্যাঙ্কিংয়ে ১ নম্বরে উঠে এসেছেন, যা তার দেশের ইতিহাসে প্রথম ঘটনা?
A|Kodai Naraoka / কোদাই নারাওকা (Kodai Naraoka)
B|Lakshya Sen / লক্ষ্য সেন (Lakshya Sen)
C|Kunlavut Vitidsarn / কুনলাভুত ভিতিদসার্ন (Kunlavut Vitidsarn)
D|Loh Kean Yew / লোহ কিন ইউ (Loh Kean Yew)
Shift| 21/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|6.04

Q|Which renowned personality received the 2025 Templeton Prize for promoting science and spirituality? / বিজ্ঞান ও আধ্যাত্মিকতার প্রসারের জন্য কোন বিখ্যাত ব্যক্তিত্ব ২০২৫ সালের টেম্পলটন পুরস্কার (Templeton Prize) পেয়েছেন?
A|William Lane Craig / উইলিয়াম লেন ক্রেগ (William Lane Craig)
B|Francis Collins / ফ্রান্সিস কলিন্স (Francis Collins)
C|Ecumenical Patriarch Bartholomew / ইকুমেনিকাল প্যাট্রিয়ার্ক বার্থোলোমিউ (Ecumenical Patriarch Bartholomew)
D|Jean Vanier Patriarch Bartholomew / জিন ভ্যানিয়ার প্যাট্রিয়ার্ক বার্থোলোমিউ (Jean Vanier Patriarch Bartholomew)
Shift| 08/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|5.15

Q|In which forest region of Kerala were seven new moth species recorded for the first time in 2025 by a team of entomologists? / ২০২৫ সালে কীটতত্ত্ববিদদের একটি দল দ্বারা প্রথমবার কেরালার কোন বন অঞ্চলে সাতটি নতুন মথ বা মথের প্রজাতি নথিভুক্ত করা হয়েছিল?
A|Wayanad Wildlife Sanctuary / ওয়ায়ানাদ বন্যপ্রাণী অভয়ারণ্য (Wayanad Wildlife Sanctuary)
B|Periyar Tiger Reserve / পেরিয়ার ব্যাঘ্র প্রকল্প (Periyar Tiger Reserve)
C|Silent Valley / সাইলেন্ট ভ্যালি (Silent Valley)
D|Ranipuram forest / রানিপুরম বন (Ranipuram forest)
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.43

Q|India's first-of-its-kind Urban Flood Management Cell (UFMC) powered by Canarys Automations Ltd was inaugurated in which of the following cities in July 2025? / ক্যানারিস অটোমেশনস লিমিটেড (Canarys Automations Ltd) দ্বারা চালিত ভারতের প্রথম ধরনের আরবান ফ্লাড ম্যানেজমেন্ট সেল (UFMC) ২০২৫ সালের জুলাই মাসে নিচের কোন শহরে উদ্বোধন করা হয়েছিল?
A|Guwahati / গুয়াহাটি (Guwahati)
B|Bhopal / ভোপাল (Bhopal)
C|Gorakhpur / গোরক্ষপুর (Gorakhpur)
D|Pune / পুনে (Pune)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|6.21

Q|As per the Sustainable Development Goals - National Indicator Framework Progress Report, 2025, population covered by social protection systems has increased to which level in 2025, indicating substantial expansion in social security coverage in the country? / টেকসই উন্নয়ন লক্ষ্যমাত্রা - জাতীয় সূচক কাঠামো অগ্রগতি প্রতিবেদন, ২০২৫ অনুসারে, সামাজিক সুরক্ষা ব্যবস্থার আওতাভুক্ত জনসংখ্যা ২০২৫ সালে কোন স্তরে বৃদ্ধি পেয়েছে, যা দেশের সামাজিক নিরাপত্তা কভারেজের উল্লেখযোগ্য সম্প্রসারণ নির্দেশ করে?
A|81.6% / ৮১.৬%
B|72.7% / ৭২.৭%
C|64.3% / ৬৪.৩%
D|59.8% / ৫৯.৮%
Shift| 11/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|5.96

Q|How many positions did India drop in the 2025 Energy Transition Index compared to the previous year? / আগের বছরের তুলনায় ২০২৫ সালের এনার্জি ট্রানজিশন ইনডেক্সে ভারত কত স্থান নিচে নেমে গেছে?
A|10 / ১০
B|6 / ৬
C|8 / ৮
D|5 / ৫
Shift| 02/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|9.24

Q|Which of the following banks removed the minimum balance requirement for all savings accounts in June 2025? / নিচের কোন ব্যাংকটি ২০২৫ সালের জুনে সমস্ত সেভিংস অ্যাকাউন্টের জন্য ন্যূনতম ব্যালেন্সের প্রয়োজনীয়তা সরিয়ে দিয়েছে?
A|Bank of Baroda / ব্যাংক অফ বরোদা (Bank of Baroda)
B|Punjab National Bank / পাঞ্জাব National ব্যাংক (Punjab National Bank)
C|State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
D|Canara Bank / কানারা ব্যাংক (Canara Bank)
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|8.94

Q|Who is the author of the Lithuanian novel, 'The Last Day', which was translated into Hindi by the Sahitya Akademi in October 2025 as part of celebrating literary exchange and cultural collaboration? / লিথুয়ানিয়ান উপন্যাস 'দ্য লাস্ট ডে' (The Last Day)-এর লেখক কে, যা সাহিত্য বিনিময় এবং সাংস্কৃতিক সহযোগিতা উদযাপনের অংশ হিসাবে ২০২৫ সালের অক্টোবরে সাহিত্য একাডেমি দ্বারা হিন্দিতে অনুবাদ করা হয়েছিল?
A|Vincas Mykolaitis-Putinas / ভিনকাস মাইকোলাইটিস-পুতিনাস (Vincas Mykolaitis-Putinas)
B|Balys Sruoga / বলিস স্রুওগা (Balys Sruoga)
C|Jurga Ivanauskaitė / জুরগা ইভানাউসকাইত (Jurga Ivanauskaitė)
D|Jaroslavas Melnikas / জারোস্লাভাস মেলনিকাস (Jaroslavas Melnikas)
Shift| 22/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.42

