Exam| RRB GROUP-D CBT-I
C| Delhi / দিল্লি (Delhi)
D| Lakshadweep / লাক্ষাদ্বীপ (Lakshadweep)
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 9.38
Topic| 
SubTopic| 
QuestionID| GACA-000634

QEN| Which State Government inaugurated the Rajiv Gandhi Van Samvardhan Yojana on 2 June 2025?
QBN| কোন রাজ্য সরকার ২ জুন ২০২৫-এ রাজীব গান্ধী ভন সম্বর্ধন যোজনা (Rajiv Gandhi Van Samvardhan Yojana) উদ্বোধন করেছে?
Common| 
Image| 
A| Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
B| Telangana / তেলেঙ্গানা (Telangana)
C| Uttar Pradesh / উত্তরপ্রদেশ (Uttar Pradesh)
D| Karnataka / কর্ণাটক (Karnataka)
Shift| 01/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.71
Topic| 
SubTopic| 
QuestionID| GACA-000635

QEN| On which date was the International Day of Families 2025 observed globally, focusing on the role of digital technology in family life?
QBN| পারিবারিক জীবনে ডিজিটাল প্রযুক্তির ভূমিকার ওপর ফোকাস করে আন্তর্জাতিক পরিবার দিবস ২০২৫ (International Day of Families 2025) বিশ্বব্যাপী কোন তারিখে পালিত হয়েছিল?
Common| 
Image| 
A| May 10 / ১০ মে (May 10)
B| May 12 / ১২ মে (May 12)
C| May 18 / ১৮ মে (May 18)
D| May 15 / ১৫ মে (May 15)
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 7.49
Topic| 
SubTopic| 
QuestionID| GACA-000636

QEN| What was the agriculture growth rate forecast for India in FY 2025 as per the Economic Survey 2024-25, released in January 2025?
QBN| জানুয়ারি ২০২৫-এ প্রকাশিত অর্থনৈতিক সমীক্ষা ২০২৪-২৫ অনুসারে ভারতের জন্য কৃষি প্রবৃদ্ধির হার কত পূর্বাভাস দেওয়া হয়েছিল?
Common| 
Image| 
A| 2.5% / ২.৫%
B| 3.8% / ৩.৮%
C| 4.5% / ৪.৫%
D| 5.2% / ৫.২%
Shift| 30/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.73
Topic| 
SubTopic| 
QuestionID| GACA-000637

QEN| During the June 2025 Monetary Policy Committee meeting, the Reserve Bank of India cut cash reserve ratio (CRR) by how many bps?
QBN| জুন ২০২৫-এ মুদ্রা নীতি কমিটির বৈঠকের সময়, ভারতীয় রিজার্ভ ব্যাংক ক্যাশ রিজার্ভ রেশিও (CRR) কত বেসিস পয়েন্ট (bps) কমিয়েছে?
Common| 
Image| 
A| 150 / ১৫০
B| 50 / ৫০
C| 100 / ১০০
D| 75 / ৭৫
Shift| 05/02/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.79
Topic| 
SubTopic| 
QuestionID| GACA-000638

QEN| Which of the following institutes that was launched in May 2025 developed the Bharat Forecast System to give sharper rain alerts?
QBN| মে ২০২৫-এ চালু হওয়া নিচের কোন ইনস্টিটিউটটি আরও নিখুঁত বৃষ্টির সতর্কতা দেওয়ার জন্য 'ভারত ফোরকাস্ট সিস্টেম' (Bharat Forecast System) তৈরি করেছে?
Common| 
Image| 
A| National Centre for Medium Range Weather Forecasting / ন্যাশনাল সেন্টার ফর মিডিয়াম রেঞ্জ ওয়েদার ফোরকাস্টিং (National Centre for Medium Range Weather Forecasting)
B| India Meteorological Department / ভারত আবহাওয়া অধিদপ্তর (India Meteorological Department)
C| Indian Institute of Science / ভারতীয় বিজ্ঞান ইনস্টিটিউট (Indian Institute of Science)
D| Indian Institute of Tropical Meteorology / ইন্ডিয়ান ইনস্টিটিউট অফ ট্রপিক্যাল মেটিওরোলজি (Indian Institute of Tropical Meteorology)
Shift| 05/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.88
Topic| 
SubTopic| 
QuestionID| GACA-000639

QEN| Which organisation is set to be established at GIFT City, Gandhinagar from the beginning of 2026 to strengthen India's artificial intelligence ecosystem through collaboration between government, industry, and academia?
QBN| সরকার, শিল্প এবং একাডেমিয়ার মধ্যে সহযোগিতার মাধ্যমে ভারতের কৃত্রিম বুদ্ধিমত্তা বা এআই (AI) ইকোসিস্টেমকে শক্তিশালী করতে ২০২৬ সালের শুরু থেকে কোন সংস্থাটি গিফট সিটি (GIFT City), গান্ধীনগরে প্রতিষ্ঠিত হতে চলেছে?
Common| 
Image| 
A| Indian Institute of Artificial Intelligence / ইন্ডিয়ান ইনস্টিটিউট অফ আর্টিফিশিয়াল ইন্টেলিজেন্স (Indian Institute of Artificial Intelligence)
B| National Artificial Intelligence Authority / ন্যাশনাল আর্টিফিশিয়াল ইন্টেলিজেন্স অথরিটি (National Artificial Intelligence Authority)
C| Indian Al Research Organization / ইন্ডিয়ান এআই রিসার্চ অর্গানাইজেশন (Indian AI Research Organization)
D| Centre for Advanced Artificial Intelligence Research / সেন্টার ফর অ্যাডভান্সড আর্টিফিশিয়াল ইন্টেলিজেন্স রিসার্চ (Centre for Advanced Artificial Intelligence Research)
Shift| 06/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 7.60
Topic| 
SubTopic| 
QuestionID| GACA-000640

QEN| Which of the following legislations was approved by the Rajya Sabha on 12 August 2025, aiming to recognise national sports organisations and oversee their operations?
QBN| ১২ আগস্ট ২০২৫-এ রাজ্যসভায় অনুমোদিত নিচের কোন আইনটির লক্ষ্য জাতীয় ক্রীড়া সংস্থাগুলিকে স্বীকৃতি দেওয়া এবং তাদের ক্রিয়াকলাপের তদারকি করা?
Common| 
Image| 
A| Sports Regulation and Management Bill, 2025 / স্পোর্টস রেগুলেশন অ্যান্ড ম্যানেজমেন্ট বিল, ২০২৫ (Sports Regulation and Management Bill, 2025)
B| Olympic and Sports Administration Bill, 2025 / অলিম্পিক অ্যান্ড স্পোর্টস অ্যাডমিনিস্ট্রেশন বিল, ২০২৫ (Olympic and Sports Administration Bill, 2025)
C| National Sports Governance Bill, 2025 / ন্যাশনাল স্পোর্টস গভর্ন্যান্স বিল, ২০২৫ (National Sports Governance Bill, 2025)
D| National Sports Promotion Bill, 2025 / ন্যাশনাল স্পোর্টস প্রমোশন বিল, ২০২৫ (National Sports Promotion Bill, 2025)
Shift| 09/01/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 8.17
Topic| 
SubTopic| 
QuestionID| GACA-000641

QEN| Which Indian political leader is known for the 'Viksit Bharat Sankalp Yatra' campaign in 2025?
QBN| কোন ভারতীয় রাজনৈতিক নেতা ২০২৫ সালের 'বিকশিত ভারত সংকল্প যাত্রা' (Viksit Bharat Sankalp Yatra) ক্যাম্পেইনের জন্য পরিচিত?
Common| 
Image| 
A| Mallikarjun Kharge / মল্লিকার্জুন খাড়গে (Mallikarjun Kharge)
B| Rahul Gandhi / রাহুল গান্ধী (Rahul Gandhi)
C| Shivraj Singh Chouhan / শিবরাজ সিং চৌহান (Shivraj Singh Chouhan)
D| Yogi Adityanath / যোগী আদিত্যনাথ (Yogi Adityanath)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.22
Topic| 
SubTopic| 
QuestionID| GACA-000642

QEN| When was the Union Government of India approved the establishment of the Eighth Pay Commission?
QBN| ভারতের কেন্দ্রীয় সরকার কবে অষ্টম বেতন কমিশন (Eighth Pay Commission) গঠনের অনুমোদন দিয়েছে?
Common| 
Image| 
A| January 2025 / জানুয়ারি ২০২৫
B| February 2025 / ফেব্রুয়ারি ২০২৫
C| April 2025 / এপ্রিল ২০২৫
D| March 2025 / মার্চ ২০২৫
Shift| 12/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.03
Topic| 
SubTopic| 
QuestionID| GACA-000643

QEN| How much carbon sink does the Revised Green India Mission (GIM) Plan released in 2025 aim to create by 2030?
QBN| ২০২৫ সালে প্রকাশিত সংশোধিত গ্রিন ইন্ডিয়া মিশন (GIM) প্ল্যান অনুযায়ী ২০৩০ সালের মধ্যে কত কার্বন সিঙ্ক (carbon sink) তৈরি করার লক্ষ্যমাত্রা নেওয়া হয়েছে?
Common| 
Image| 
A| 1 billion tonnes / ১ বিলিয়ন টন (1 billion tonnes)
B| 3.39 billion tonnes / ৩.৩৯ বিলিয়ন টন (3.39 billion tonnes)
C| 4 billion tonnes / ৪ বিলিয়ন টন (4 billion tonnes)
D| 2.5 billion tonnes / ২.৫ বিলিয়ন টন (2.5 billion tonnes)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.31
Topic| 
SubTopic| 
QuestionID| GACA-000644

QEN| Where was the All India Masters Ranking Badminton Tournament 2025 held from 22-29 January 2025?
QBN| অল ইন্ডিয়া মাস্টার্স র‍্যাঙ্কিং ব্যাডমিন্টন টুর্নামেন্ট ২০২৫ ২২-২৯ জানুয়ারি ২০২৫ কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Mumbai, Maharashtra / মুম্বাই, মহারাষ্ট্র (Mumbai, Maharashtra)
B| Bangalore, Karnataka / ব্যাঙ্গালোর, কর্ণাটক (Bangalore, Karnataka)
C| Panchkula, Haryana / পঞ্চকুলা, হরিয়ানা (Panchkula, Haryana)
D| Hyderabad, Telangana / হায়দ্রাবাদ, তেলেঙ্গানা (Hyderabad, Telangana)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.37
Topic| 
SubTopic| 
QuestionID| GACA-000645

QEN| What was the theme of the World Food Forum (WFF) held in Rome from 14-18 October 2024?
QBN| ১৪-১৮ অক্টোবর ২০২৪ তারিখে রোমে অনুষ্ঠিত ওয়ার্ল্ড ফুড ফোরাম (WFF)-এর থিম বা প্রতিপাদ্য কী ছিল?
Common| 
Image| 
A| Nutritious food for all, for today and tomorrow / পুষ্টিকর খাবার সবার জন্য, আজ এবং আগামীকালের জন্য (Nutritious food for all, for today and tomorrow)
B| Healthy food for all, for today and tomorrow / সবার জন্য স্বাস্থ্যকর খাবার, আজ এবং আগামীকালের জন্য (Healthy food for all, for today and tomorrow)
C| Good food for all, for today and forever / সবার জন্য ভালো খাবার, আজ এবং চিরকালের জন্য (Good food for all, for today and forever)
D| Good food for all, for today and tomorrow / সবার জন্য ভালো খাবার, আজ এবং আগামীকালের জন্য (Good food for all, for today and tomorrow)
Shift| 14/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.06
Topic| 
SubTopic| 
QuestionID| GACA-000646

QEN| Which athlete won the Arjuna Award for athletics in January 2025?
QBN| জানুয়ারি ২০২৫-এ অ্যাথলেটিক্সের জন্য কোন অ্যাথলেট অর্জুন পুরস্কার জিতেছেন?
Common| 
Image| 
A| Tajinderpal Singh Toor / তেজেসপাল সিং তূর (Tajinderpal Singh Toor)
B| Jyothi Yarraji / জ্যোতি ইয়ারাজি (Jyothi Yarraji)
C| Avinash Sable / অবিনাশ সাবলে (Avinash Sable)
D| Neeraj Chopra / নীরজ চোপড়া (Neeraj Chopra)
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.46
Topic| 
SubTopic| 
QuestionID| GACA-000647

QEN| Who is the youngest female para swimmer in the world to cross the English Channel and a recipient of the World Open Water Swimming Association (WOWSA) Award, 2024, for Adaptive Performance?
QBN| ইংলিশ চ্যানেল পার হওয়া বিশ্বের কনিষ্ঠতম মহিলা প্যারা সাঁতারু কে এবং অভিযোজিত পারফরম্যান্সের জন্য ওয়ার্ল্ড ওপেন ওয়াটার সুইমিং অ্যাসোসিয়েশন (WOWSA) অ্যাওয়ার্ড, ২০২৪ এর প্রাপক কে?
Common| 
Image| 
A| Deepa Malik / দীপা মালিক (Deepa Malik)
B| Prachi Yadav / প্রাচী যাদব (Prachi Yadav)
C| Devanshi Satija / দেবাংশী সতিজা (Devanshi Satija)
D| Jiya Rai / জিয়া রাই (Jiya Rai)
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.26
Topic| 
SubTopic| 
QuestionID| GACA-000648

QEN| According to the World Bank's Global Economic Prospects (June 2025), global growth is projected to slow markedly to what percentage in 2025?
QBN| বিশ্বব্যাংকের গ্লোবাল ইকোনমিক প্রসপেক্টস (জুন ২০২৫) অনুসারে, ২০২৫ সালে বিশ্বব্যাপী প্রবৃদ্ধি উল্লেখযোগ্যভাবে ধীর হয়ে কত শতাংশ হবে বলে অনুমান করা হয়েছে?
Common| 
Image| 
A| 4.1% / ৪.১%
B| 3.5% / ৩.৫%
C| 2.3% / ২.৩%
D| 0.5% / ০.৫%
Shift| 24/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.86
Topic| 
SubTopic| 
QuestionID| GACA-000649

QEN| The Government of India launched a new programme named 'NAVYA' to provide vocational training to adolescent girls in non-traditional job roles. In which district was this programme first launched in June 2025?
QBN| অচিরাচরিত কাজের ভূমিকায় কিশোরী মেয়েদের বৃত্তিমূলক প্রশিক্ষণ দেওয়ার জন্য ভারত সরকার 'নব্যা' (NAVYA) নামক একটি নতুন প্রোগ্রাম চালু করেছে। জুন ২০২৫-এ এই প্রোগ্রামটি প্রথম কোন জেলায় চালু করা হয়েছিল?
Common| 
Image| 
A| Sonbhadra, Uttar Pradesh / সোনভদ্র, উত্তরপ্রদেশ (Sonbhadra, Uttar Pradesh)
B| Jaipur, Rajasthan / জয়পুর, রাজস্থান (Jaipur, Rajasthan)
C| Raipur, Chhattisgarh / রায়পুর, ছত্তিশগড় (Raipur, Chhattisgarh)
D| Bilaspur, Chhattisgarh / বিলাসপুর, ছত্তিশগড় (Bilaspur, Chhattisgarh)
Shift| 19/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.65
Topic| 
SubTopic| 
QuestionID| GACA-000650

QEN| In the 56 th meeting of Monetary Policy Committee (MPC) held from 4 to 6 August 2025, real GDP growth for Q1 2026-27 was projected at:
QBN| ৪ থেকে ৬ আগস্ট ২০২৫ পর্যন্ত অনুষ্ঠিত মুদ্রা নীতি কমিটির (MPC) ৫৬তম বৈঠকে, ২০২৬-২৭ অর্থবছরের প্রথম ত্রৈমাসিকের (Q1) প্রকৃত জিডিপি প্রবৃদ্ধি কত অনুমান করা হয়েছিল?
Common| 
Image| 
A| 6.6% / ৬.৬%
B| 6.8% / ৬.৮%
C| 6.5% / ৬.৫%
D| 6.3% / ৬.৩%
Shift| 05/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.67
Topic| 
SubTopic| 
QuestionID| GACA-000651

QEN| Which of the following institutions launched a ₹5,000 crore green bond as part of its ₹30,000 crore Government Securities (G-Sec) auction in June 2025?
QBN| জুন ২০২৫-এ ভারতের নিচের কোন প্রতিষ্ঠান তাদের ৩০,০০০ কোটি টাকার সরকারি সিকিউরিটিজ (G-Sec) নিলামের অংশ হিসেবে ₹৫,০০০ কোটি টাকার গ্রিন বন্ড চালু করেছে?
Common| 
Image| 
A| Securities and Exchange Board of India / সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ বোর্ড অফ ইন্ডিয়া (Securities and Exchange Board of India)
B| Reserve Bank of India / ভারতীয় রিজার্ভ ব্যাংক (Reserve Bank of India)
C| Exim Bank of India / এক্সিম ব্যাংক অফ ইন্ডিয়া (Exim Bank of India)
D| National Bank for Agriculture and Rural Development / ন্যাশনাল ব্যাংক ফর এগ্রিকালচার অ্যান্ড রুরাল ডেভেলপমেন্ট (National Bank for Agriculture and Rural Development)
Shift| 14/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.95
Topic| 
SubTopic| 
QuestionID| GACA-000652

QEN| Who won the gold in the Men's Singles SL3 at the 2025 Asia Para Badminton Championship?
QBN| ২০২৫ এশিয়া প্যারা ব্যাডমিন্টন চ্যাম্পিয়নশিপে পুরুষদের একক SL3 বিভাগে কে স্বর্ণপদক জিতেছেন?
Common| 
Image| 
A| Umesh Vikram Kumar / উমেশ বিক্রম কুমার (Umesh Vikram Kumar)
B| Nitesh Kumar / নিতীশ​ কুমার (Nitesh Kumar)
C| Pramod Bhagat / প্রমোদ ভগত (Pramod Bhagat)
D| Naveen Shivakumar / নবীন শিবকুমার (Naveen Shivakumar)
Shift| 14/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.21
Topic| 
SubTopic| 
QuestionID| GACA-000653

QEN| Where were the 2025 World Athletics Indoor Championships held?
QBN| ২০২৫ ওয়ার্ল্ড অ্যাথলেটিক্স ইনডোর চ্যাম্পিয়নশিপ কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Portland, USA / পোর্টল্যান্ড, যুক্তরাষ্ট্র (Portland, USA)
B| Birmingham, UK / বার্মিংহাম, যুক্তরাজ্য (Birmingham, UK)
C| Nanjing, China / নানজিং, চীন (Nanjing, China)
D| Doha, Qatar / দোহা, কাতার (Doha, Qatar)
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 9.22
Topic| 
SubTopic| 
QuestionID| GACA-000654

QEN| Which level of school education had the best pupil-teacher ratio (PTR) according to the UDISE+, 2024-25, report?
QBN| ইউডিআইএসই প্লাস (UDISE+, 2024-25) প্রতিবেদন অনুসারে স্কুলের শিক্ষার কোন স্তরে সেরা শিক্ষক-ছাত্র অনুপাত (PTR) ছিল?
Common| 
Image| 
A| Foundational (Classes 1-5) / বুনিয়াদি বা ফাউন্ডেশনাল (ক্লাস ১-৫) [Foundational (Classes 1-5)]
B| Secondary (Classes 9-12) / মাধ্যমিক বা সেকেন্ডারি (ক্লাস ৯-১২) [Secondary (Classes 9-12)]
C| Preparatory (Classes 6-8) / প্রিপারেটরি (ক্লাস ৬-৮) [Preparatory (Classes 6-8)]
D| Middle (Classes 6-8) / উচ্চ প্রাথমিক বা মিডল (ক্লাস ৬-৮) [Middle (Classes 6-8)]
Shift| 03/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 7.92
Topic| 
SubTopic| 
QuestionID| GACA-000655

QEN| Which of the following states became the first to launch the Tribal Genome Sequencing Project in July 2025?
QBN| জুলাই ২০২৫ সালে উপজাতি জিনোম সিকোয়েন্সিং প্রকল্প (Tribal Genome Sequencing Project) চালু করা প্রথম রাজ্য কোনটি হয়ে উঠেছে?
Common| 
Image| 
A| Odisha / ওড়িশা (Odisha)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| Jharkhand / ঝাড়খণ্ড (Jharkhand)
D| Gujarat / গুজরাট (Gujarat)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.74
Topic| 
SubTopic| 
QuestionID| GACA-000656

QEN| Who set the record for the highest individual score in the history of the Champions Trophy innings with 165 runs?
QBN| চ্যাম্পিয়ন্স ট্রফির ইনিংসের ইতিহাসে ১৬৫ রান করে কার সর্বোচ্চ ব্যক্তিগত স্কোরের রেকর্ড রয়েছে?
Common| 
Image| 
A| Josh Inglis / জশ ইংলিস (Josh Inglis)
B| Alex Carey / অ্যালেক্স ক্যারি (Alex Carey)
C| Ibrahim Zadran / ইব্রাহিম জাদরান (Ibrahim Zadran)
D| Ben Duckett / বেন ডাকেট (Ben Duckett)
Shift| 02/02/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.78
Topic| 
SubTopic| 
QuestionID| GACA-000657

QEN| What approximate percentage of the Union Budget 2025-26 was allocated to gender-specific schemes to address women's empowerment?
QBN| মহিলাদের ক্ষমতায়ন সংক্রান্ত লিঙ্গ-নির্দিষ্ট স্কিমগুলির জন্য ইউনিয়ন বাজেট ২০২৫-২৬ এর আনুমানিক কত শতাংশ বরাদ্দ করা হয়েছিল?
Common| 
Image| 
A| 2.68% / ২.৬৮%
B| 4.56% / ৪.৫৬%
C| 8.86% / ৮.৮৬%
D| 12.21% / ১২.২১%
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.28
Topic| 
SubTopic| 
QuestionID| GACA-000658

QEN| Which key reform did the Economic Survey 2024-25 emphasise for long-term growth?
QBN| দীর্ঘমেয়াদী প্রবৃদ্ধির জন্য অর্থনৈতিক সমীক্ষা ২০২৪-২৫ কোন মূল সংস্কারের ওপর জোর দিয়েছে?
Common| 
Image| 
A| Public sector expansion / সরকারি খাতের প্রসার (Public sector expansion)
B| Systemic deregulation / পদ্ধতিগত ডিরেগুলেশন বা নিয়ন্ত্রণমুক্তকরণ (Systemic deregulation)
C| Price control regimes / মূল্য নিয়ন্ত্রণ ব্যবস্থা (Price control regimes)
D| Nationalisation of banks / ব্যাংকগুলির জাতীয়করণ (Nationalisation of banks)
Shift| 27/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.74
Topic| 
SubTopic| 
QuestionID| GACA-000659

QEN| Who received the UNESCO
QBN| Guillermo Cano World Press Freedom Prize in May 2025? / মে ২০২৫ সালে কে ইউনেস্কো/গুইলার্মো কানো ওয়ার্ল্ড প্রেস ফ্রিডম প্রাইজ (UNESCO/Guillermo Cano World Press Freedom Prize) পেয়েছেন?
Common| 
Image| 
A| Mazen Darwish / মাজন দারউইশ (Mazen Darwish)
B| La Prensa / লা প্রেনসা (La Prensa)
C| Narges Mohammadi / নার্গেস মোহাম্মদি (Narges Mohammadi)
D| Maria Ressa / মারিয়া রেসা (Maria Ressa)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 6.71
Topic| 
SubTopic| 
QuestionID| GACA-000660

QEN| Which Indian state has announced plans to build a 'Great Green Wall' by 2030 to protect its coastline from cyclones and environmental degradation?
QBN| ঘূর্ণিঝড় এবং পরিবেশগত অবনতি থেকে উপকূলকে রক্ষা করার জন্য কোন ভারতীয় রাজ্য ২০৩০ সালের মধ্যে একটি 'গ্রেট গ্রিন ওয়াল' (Great Green Wall) তৈরি করার পরিকল্পনা ঘোষণা করেছে?
Common| 
Image| 
A| Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
B| Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
C| Odisha / ওড়িশা (Odisha)
D| West Bengal / পশ্চিমবঙ্গ (West Bengal)
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 9.45
Topic| 
SubTopic| 
QuestionID| GACA-000661

QEN| Which institute has developed an indigenously made point-of-care test kit for early diagnosis of Haemophilia A and Von Willebrand Disease?
QBN| হিমোফিলিয়া এ এবং ভন উইলেব্র্যান্ড রোগের প্রাথমিক সনাক্তকরণের জন্য কোন প্রতিষ্ঠান একটি দেশীয় পয়েন্ট-অফ-কেয়ার টেস্ট কিট তৈরি করেছে?
Common| 
Image| 
A| National Institute of Virology / ন্যাশনাল ইনস্টিটিউট অফ ভাইরোলজি (National Institute of Virology)
B| All India Institute of Medical Sciences (AIIMS) / অল ইন্ডিয়া ইনস্টিটিউট অফ মেডিকেল সায়েন্সেস (All India Institute of Medical Sciences)
C| National Institute of Immunohaematology / ন্যাশনাল ইনস্টিটিউট অফ ইমিউনোহেমাটোলজি (National Institute of Immunohaematology)
D| Indian Council of Medical Research (ICMR) / ইন্ডিয়ান কাউন্সিল অফ মেডিকেল রিসার্চ (Indian Council of Medical Research)
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.88
Topic| 
SubTopic| 
QuestionID| GACA-000662

QEN| Which of the following protected areas in Odisha is proposed to be upgraded to a National Park, thereby becoming the state's third national park as of September 2025?
QBN| সেপ্টেম্বর ২০২৫ এর হিসাবে ওড়িশার কোন সুরক্ষিত এলাকাটিকে একটি জাতীয় উদ্যানে উন্নীত করার প্রস্তাব করা হয়েছে, যার ফলে এটি রাজ্যের তৃতীয় জাতীয় উদ্যানে পরিণত হবে?
Common| 
Image| 
A| Debrigarh Wildlife Sanctuary / দেবরিগড় বন্যপ্রাণী অভয়ারণ্য (Debrigarh Wildlife Sanctuary)
B| Sunabeda Wildlife Sanctuary / সুনাবেদা বন্যপ্রাণী অভয়ারণ্য (Sunabeda Wildlife Sanctuary)
C| Satkosia Gorge Wildlife Sanctuary / সাতকোসিয়া গর্জ বন্যপ্রাণী অভয়ারণ্য (Satkosia Gorge Wildlife Sanctuary)
D| Bhitarkanika Wildlife Sanctuary / ভিতরকনিকা বন্যপ্রাণী অভয়ারণ্য (Bhitarkanika Wildlife Sanctuary)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 7.51
Topic| 
SubTopic| 
QuestionID| GACA-000663

QEN| The Union Government launched a new climate resilience program in January 2025 to tackle extreme weather events. What is the name of this initiative?
QBN| চরম আবহাওয়ার ঘটনাগুলি মোকাবেলা করার জন্য কেন্দ্র সরকার জানুয়ারি ২০২৫ সালে একটি নতুন জলবায়ু স্থিতিস্থাপকতা প্রোগ্রাম চালু করেছে। এই উদ্যোগের নাম কী?
Common| 
Image| 
A| Mission Mausam / মিশন মৌসুম (Mission Mausam)
B| Climate Resilience Initiative / ক্লাইমেট রেজিলিয়েন্স ইনিশিয়েটিভ (Climate Resilience Initiative)
C| National Climate Adaptation Plan / ন্যাশনাল ক্লাইমেট অ্যাডাপ্টেশন প্ল্যান (National Climate Adaptation Plan)
D| Green India Mission / গ্রিন ইন্ডিয়া মিশন (Green India Mission)
Shift| 10/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 8.08
Topic| 
SubTopic| 
QuestionID| GACA-000664

QEN| Dr. C Anandharamakrishnan received the Rashtriya Vigyan Puraskar 2024 in the Vigyan Shri category for his contribution to the field of
QBN| ড. সি আনন্দরামকৃষ্ণন কোন ক্ষেত্রে অবদানের জন্য বিজ্ঞান শ্রী ক্যাটাগরিতে রাষ্ট্রীয় বিজ্ঞান পুরষ্কার ২০২৪ পেয়েছেন?
Common| 
Image| 
A| Medicine / চিকিৎসা (Medicine)
B| Atomic Energy / পারমাণবিক শক্তি (Atomic Energy)
C| Biological Science / জীববিজ্ঞান বিজ্ঞান (Biological Science)
D| Agricultural Science / কৃষি বিজ্ঞান (Agricultural Science)
Shift| 29/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 8.79
Topic| 
SubTopic| 
QuestionID| GACA-000665

QEN| At which place in India was the setting up of the International Potato Center-South Asia Regional Centre (CSARC) approved by the Union Cabinet of India in June 2025?
QBN| জুন ২০২৫ সালে ভারতের কোন স্থানে আন্তর্জাতিক আলু কেন্দ্র - দক্ষিণ এশিয়া আঞ্চলিক কেন্দ্র (CSARC) স্থাপনের জন্য ভারতের ইউনিয়ন মন্ত্রিসভা অনুমোদন দিয়েছে?
Common| 
Image| 
A| Agra / আগ্রা (Agra)
B| Kanpur / কানপুর (Kanpur)
C| Lucknow / লখনউ (Lucknow)
D| Noida / নয়ডা (Noida)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.49
Topic| 
SubTopic| 
QuestionID| GACA-000666

QEN| In October 2025, what was the RBI Monetary Policy Committee' s decision on the policy repo rate and stance?
QBN| অক্টোবর ২০২৫-এ পলিসি রেপো রেট এবং স্ট্যান্সের বিষয়ে আরবিআই-এর মুদ্রা নীতি কমিটির (MPC) সিদ্ধান্ত কী ছিল?
Common| 
Image| 
A| Cut to 5.25% and shifted to 'accommodative' stance / ৫.২৫% এ কমিয়ে আনা হয়েছে এবং 'আকমেডেটিভ' বা স্বচ্ছন্দ স্টান্সে স্থানান্তরিত করা হয়েছে
B| Held at 5.50% and maintained a 'neutral' stance / ৫.৫০% এ রাখা হয়েছে এবং একটি 'নিউট্রাল' বা নিরপেক্ষ স্ট্যান্স বজায় রাখা হয়েছে
C| Hiked to 5.75% and turned 'hawkish' stance / ৫.৭৫% এ বৃদ্ধি করা হয়েছে এবং 'হবিশ' স্টান্সে পরিবর্তিত করা হয়েছে
